Token	POS-Tag	OOV	Id	Origem	Classe	Perturbada	Index	__next__	Sentença
Como	ADP	0	8	8	1	0	0	1	Como desempilhar elementos em uma estrutura de dados pilha ?
desempilhar	NOUN	1	8	8	1	0	1	2	Como desempilhar elementos em uma estrutura de dados pilha ?
elementos	NOUN	0	8	8	1	0	2	3	Como desempilhar elementos em uma estrutura de dados pilha ?
em	ADP	0	8	8	1	0	3	4	Como desempilhar elementos em uma estrutura de dados pilha ?
uma	DET	0	8	8	1	0	4	5	Como desempilhar elementos em uma estrutura de dados pilha ?
estrutura	NOUN	0	8	8	1	1	5	6	Como desempilhar elementos em uma estrutura de dados pilha ?
de	ADP	0	8	8	1	0	6	7	Como desempilhar elementos em uma estrutura de dados pilha ?
dados	NOUN	0	8	8	1	0	7	8	Como desempilhar elementos em uma estrutura de dados pilha ?
pilha	NOUN	0	8	8	1	0	8	9	Como desempilhar elementos em uma estrutura de dados pilha ?
?	PUNCT	0	8	8	1	0	9		Como desempilhar elementos em uma estrutura de dados pilha ?
Como	ADP	0	8_pert_0	8	0	0	0	11	Como desempilhar elementos em uma base de dados pilha ?
desempilhar	NOUN	1	8_pert_0	8	0	0	1	12	Como desempilhar elementos em uma base de dados pilha ?
elementos	NOUN	0	8_pert_0	8	0	0	2	13	Como desempilhar elementos em uma base de dados pilha ?
em	ADP	0	8_pert_0	8	0	0	3	14	Como desempilhar elementos em uma base de dados pilha ?
uma	DET	0	8_pert_0	8	0	0	4	15	Como desempilhar elementos em uma base de dados pilha ?
base	NOUN	0	8_pert_0	8	0	1	5	16	Como desempilhar elementos em uma base de dados pilha ?
de	ADP	0	8_pert_0	8	0	0	6	17	Como desempilhar elementos em uma base de dados pilha ?
dados	NOUN	0	8_pert_0	8	0	0	7	18	Como desempilhar elementos em uma base de dados pilha ?
pilha	NOUN	0	8_pert_0	8	0	0	8	19	Como desempilhar elementos em uma base de dados pilha ?
?	PUNCT	0	8_pert_0	8	0	0	9		Como desempilhar elementos em uma base de dados pilha ?
Como	ADP	0	8_pert_1	8	0	0	0	21	Como desempilhar elementos em uma estrutura de dados pilha ?
desempilhar	NOUN	1	8_pert_1	8	0	0	1	22	Como desempilhar elementos em uma estrutura de dados pilha ?
elementos	NOUN	0	8_pert_1	8	0	0	2	23	Como desempilhar elementos em uma estrutura de dados pilha ?
em	ADP	0	8_pert_1	8	0	0	3	24	Como desempilhar elementos em uma estrutura de dados pilha ?
uma	DET	0	8_pert_1	8	0	0	4	25	Como desempilhar elementos em uma estrutura de dados pilha ?
estrutura	NOUN	0	8_pert_1	8	0	1	5	26	Como desempilhar elementos em uma estrutura de dados pilha ?
de	ADP	0	8_pert_1	8	0	0	6	27	Como desempilhar elementos em uma estrutura de dados pilha ?
dados	NOUN	0	8_pert_1	8	0	0	7	28	Como desempilhar elementos em uma estrutura de dados pilha ?
pilha	NOUN	0	8_pert_1	8	0	0	8	29	Como desempilhar elementos em uma estrutura de dados pilha ?
?	PUNCT	0	8_pert_1	8	0	0	9		Como desempilhar elementos em uma estrutura de dados pilha ?
Como	ADP	0	8_pert_2	8	0	0	0	31	Como desempilhar elementos em uma árvore de dados pilha ?
desempilhar	NOUN	1	8_pert_2	8	0	0	1	32	Como desempilhar elementos em uma árvore de dados pilha ?
elementos	NOUN	0	8_pert_2	8	0	0	2	33	Como desempilhar elementos em uma árvore de dados pilha ?
em	ADP	0	8_pert_2	8	0	0	3	34	Como desempilhar elementos em uma árvore de dados pilha ?
uma	DET	0	8_pert_2	8	0	0	4	35	Como desempilhar elementos em uma árvore de dados pilha ?
árvore	NOUN	0	8_pert_2	8	0	1	5	36	Como desempilhar elementos em uma árvore de dados pilha ?
de	ADP	0	8_pert_2	8	0	0	6	37	Como desempilhar elementos em uma árvore de dados pilha ?
dados	NOUN	0	8_pert_2	8	0	0	7	38	Como desempilhar elementos em uma árvore de dados pilha ?
pilha	NOUN	0	8_pert_2	8	0	0	8	39	Como desempilhar elementos em uma árvore de dados pilha ?
?	PUNCT	0	8_pert_2	8	0	0	9		Como desempilhar elementos em uma árvore de dados pilha ?
Como	ADP	0	8_pert_3	8	0	0	0	41	Como desempilhar elementos em uma matriz de dados pilha ?
desempilhar	NOUN	1	8_pert_3	8	0	0	1	42	Como desempilhar elementos em uma matriz de dados pilha ?
elementos	NOUN	0	8_pert_3	8	0	0	2	43	Como desempilhar elementos em uma matriz de dados pilha ?
em	ADP	0	8_pert_3	8	0	0	3	44	Como desempilhar elementos em uma matriz de dados pilha ?
uma	DET	0	8_pert_3	8	0	0	4	45	Como desempilhar elementos em uma matriz de dados pilha ?
matriz	NOUN	0	8_pert_3	8	0	1	5	46	Como desempilhar elementos em uma matriz de dados pilha ?
de	ADP	0	8_pert_3	8	0	0	6	47	Como desempilhar elementos em uma matriz de dados pilha ?
dados	NOUN	0	8_pert_3	8	0	0	7	48	Como desempilhar elementos em uma matriz de dados pilha ?
pilha	NOUN	0	8_pert_3	8	0	0	8	49	Como desempilhar elementos em uma matriz de dados pilha ?
?	PUNCT	0	8_pert_3	8	0	0	9		Como desempilhar elementos em uma matriz de dados pilha ?
