Token	POS-Tag	OOV	Id	Origem	Classe	Perturbada	Index	__next__	Sentença
O	PRON	0	11p0	11p0	1	0	0	1	O que é uma pilha e como desenfileirar um elemento nela ?
que	PRON	0	11p0	11p0	1	0	1	2	O que é uma pilha e como desenfileirar um elemento nela ?
é	AUX	0	11p0	11p0	1	0	2	3	O que é uma pilha e como desenfileirar um elemento nela ?
uma	DET	0	11p0	11p0	1	0	3	4	O que é uma pilha e como desenfileirar um elemento nela ?
pilha	NOUN	0	11p0	11p0	1	0	4	5	O que é uma pilha e como desenfileirar um elemento nela ?
e	CCONJ	0	11p0	11p0	1	0	5	6	O que é uma pilha e como desenfileirar um elemento nela ?
como	ADV	0	11p0	11p0	1	0	6	7	O que é uma pilha e como desenfileirar um elemento nela ?
desenfileirar	ADV	1	11p0	11p0	1	0	7	8	O que é uma pilha e como desenfileirar um elemento nela ?
um	DET	0	11p0	11p0	1	0	8	9	O que é uma pilha e como desenfileirar um elemento nela ?
elemento	NOUN	0	11p0	11p0	1	1	9	10	O que é uma pilha e como desenfileirar um elemento nela ?
nela	PRON	0	11p0	11p0	1	0	10	11	O que é uma pilha e como desenfileirar um elemento nela ?
?	PUNCT	0	11p0	11p0	1	0	11		O que é uma pilha e como desenfileirar um elemento nela ?
O	PRON	0	11p0_pert_0	11p0	0	0	0	13	O que é uma pilha e como desenfileirar um produto nela ?
que	PRON	0	11p0_pert_0	11p0	0	0	1	14	O que é uma pilha e como desenfileirar um produto nela ?
é	AUX	0	11p0_pert_0	11p0	0	0	2	15	O que é uma pilha e como desenfileirar um produto nela ?
uma	DET	0	11p0_pert_0	11p0	0	0	3	16	O que é uma pilha e como desenfileirar um produto nela ?
pilha	NOUN	0	11p0_pert_0	11p0	0	0	4	17	O que é uma pilha e como desenfileirar um produto nela ?
e	CCONJ	0	11p0_pert_0	11p0	0	0	5	18	O que é uma pilha e como desenfileirar um produto nela ?
como	ADV	0	11p0_pert_0	11p0	0	0	6	19	O que é uma pilha e como desenfileirar um produto nela ?
desenfileirar	ADV	1	11p0_pert_0	11p0	0	0	7	20	O que é uma pilha e como desenfileirar um produto nela ?
um	DET	0	11p0_pert_0	11p0	0	0	8	21	O que é uma pilha e como desenfileirar um produto nela ?
produto	NOUN	0	11p0_pert_0	11p0	0	1	9	22	O que é uma pilha e como desenfileirar um produto nela ?
nela	PRON	0	11p0_pert_0	11p0	0	0	10	23	O que é uma pilha e como desenfileirar um produto nela ?
?	PUNCT	0	11p0_pert_0	11p0	0	0	11		O que é uma pilha e como desenfileirar um produto nela ?
O	PRON	0	11p0_pert_1	11p0	0	0	0	25	O que é uma pilha e como desenfileirar um carro nela ?
que	PRON	0	11p0_pert_1	11p0	0	0	1	26	O que é uma pilha e como desenfileirar um carro nela ?
é	AUX	0	11p0_pert_1	11p0	0	0	2	27	O que é uma pilha e como desenfileirar um carro nela ?
uma	DET	0	11p0_pert_1	11p0	0	0	3	28	O que é uma pilha e como desenfileirar um carro nela ?
pilha	NOUN	0	11p0_pert_1	11p0	0	0	4	29	O que é uma pilha e como desenfileirar um carro nela ?
e	CCONJ	0	11p0_pert_1	11p0	0	0	5	30	O que é uma pilha e como desenfileirar um carro nela ?
como	ADV	0	11p0_pert_1	11p0	0	0	6	31	O que é uma pilha e como desenfileirar um carro nela ?
desenfileirar	ADV	1	11p0_pert_1	11p0	0	0	7	32	O que é uma pilha e como desenfileirar um carro nela ?
um	DET	0	11p0_pert_1	11p0	0	0	8	33	O que é uma pilha e como desenfileirar um carro nela ?
carro	NOUN	0	11p0_pert_1	11p0	0	1	9	34	O que é uma pilha e como desenfileirar um carro nela ?
nela	PRON	0	11p0_pert_1	11p0	0	0	10	35	O que é uma pilha e como desenfileirar um carro nela ?
?	PUNCT	0	11p0_pert_1	11p0	0	0	11		O que é uma pilha e como desenfileirar um carro nela ?
O	PRON	0	11p0_pert_2	11p0	0	0	0	37	O que é uma pilha e como desenfileirar um objeto nela ?
que	PRON	0	11p0_pert_2	11p0	0	0	1	38	O que é uma pilha e como desenfileirar um objeto nela ?
é	AUX	0	11p0_pert_2	11p0	0	0	2	39	O que é uma pilha e como desenfileirar um objeto nela ?
uma	DET	0	11p0_pert_2	11p0	0	0	3	40	O que é uma pilha e como desenfileirar um objeto nela ?
pilha	NOUN	0	11p0_pert_2	11p0	0	0	4	41	O que é uma pilha e como desenfileirar um objeto nela ?
e	CCONJ	0	11p0_pert_2	11p0	0	0	5	42	O que é uma pilha e como desenfileirar um objeto nela ?
como	ADV	0	11p0_pert_2	11p0	0	0	6	43	O que é uma pilha e como desenfileirar um objeto nela ?
desenfileirar	ADV	1	11p0_pert_2	11p0	0	0	7	44	O que é uma pilha e como desenfileirar um objeto nela ?
um	DET	0	11p0_pert_2	11p0	0	0	8	45	O que é uma pilha e como desenfileirar um objeto nela ?
objeto	NOUN	0	11p0_pert_2	11p0	0	1	9	46	O que é uma pilha e como desenfileirar um objeto nela ?
nela	PRON	0	11p0_pert_2	11p0	0	0	10	47	O que é uma pilha e como desenfileirar um objeto nela ?
?	PUNCT	0	11p0_pert_2	11p0	0	0	11		O que é uma pilha e como desenfileirar um objeto nela ?
O	PRON	0	11p0_pert_3	11p0	0	0	0	49	O que é uma pilha e como desenfileirar um veículo nela ?
que	PRON	0	11p0_pert_3	11p0	0	0	1	50	O que é uma pilha e como desenfileirar um veículo nela ?
