Token	POS-Tag	OOV	Id	Origem	Classe	Perturbada	Index	Sentença
Como	SCONJ	0	2	2	1	0	0	Como desenfileirar elementos em uma fila ?
desenfileirar	VERB	1	2	2	1	0	1	Como desenfileirar elementos em uma fila ?
elementos	NOUN	0	2	2	1	0	2	Como desenfileirar elementos em uma fila ?
em	ADP	0	2	2	1	0	3	Como desenfileirar elementos em uma fila ?
uma	DET	0	2	2	1	0	4	Como desenfileirar elementos em uma fila ?
fila	NOUN	1	2	2	1	1	5	Como desenfileirar elementos em uma fila ?
?	PUNCT	0	2	2	1	0	6	Como desenfileirar elementos em uma fila ?
Como	SCONJ	0	2_pert_0	2	0	0	0	Como desenfileirar elementos em uma pilha ?
desenfileirar	VERB	1	2_pert_0	2	0	0	1	Como desenfileirar elementos em uma pilha ?
elementos	NOUN	0	2_pert_0	2	0	0	2	Como desenfileirar elementos em uma pilha ?
em	ADP	0	2_pert_0	2	0	0	3	Como desenfileirar elementos em uma pilha ?
uma	DET	0	2_pert_0	2	0	0	4	Como desenfileirar elementos em uma pilha ?
pilha	NOUN	0	2_pert_0	2	0	1	5	Como desenfileirar elementos em uma pilha ?
?	PUNCT	0	2_pert_0	2	0	0	6	Como desenfileirar elementos em uma pilha ?
