Token	POS-Tag	OOV	Id	Origem	Classe	Perturbada	Index	Sentença
What	DET	0	57101890b654c5140001f7d6	57101890b654c5140001f7d6	1	0	0	What questions corresponds to the homosexual ones ?
questions	NOUN	0	57101890b654c5140001f7d6	57101890b654c5140001f7d6	1	0	1	What questions corresponds to the homosexual ones ?
corresponds	VERB	0	57101890b654c5140001f7d6	57101890b654c5140001f7d6	1	1	2	What questions corresponds to the homosexual ones ?
to	ADP	0	57101890b654c5140001f7d6	57101890b654c5140001f7d6	1	0	3	What questions corresponds to the homosexual ones ?
the	DET	0	57101890b654c5140001f7d6	57101890b654c5140001f7d6	1	0	4	What questions corresponds to the homosexual ones ?
homosexual	ADJ	0	57101890b654c5140001f7d6	57101890b654c5140001f7d6	1	0	5	What questions corresponds to the homosexual ones ?
ones	NOUN	0	57101890b654c5140001f7d6	57101890b654c5140001f7d6	1	0	6	What questions corresponds to the homosexual ones ?
?	PUNCT	0	57101890b654c5140001f7d6	57101890b654c5140001f7d6	1	0	7	What questions corresponds to the homosexual ones ?
What	DET	0	57101890b654c5140001f7d6_pert_0	57101890b654c5140001f7d6	0	0	0	What questions apply to the homosexual ones ?
questions	NOUN	0	57101890b654c5140001f7d6_pert_0	57101890b654c5140001f7d6	0	0	1	What questions apply to the homosexual ones ?
apply	VERB	0	57101890b654c5140001f7d6_pert_0	57101890b654c5140001f7d6	0	1	2	What questions apply to the homosexual ones ?
to	ADP	0	57101890b654c5140001f7d6_pert_0	57101890b654c5140001f7d6	0	0	3	What questions apply to the homosexual ones ?
the	DET	0	57101890b654c5140001f7d6_pert_0	57101890b654c5140001f7d6	0	0	4	What questions apply to the homosexual ones ?
homosexual	ADJ	0	57101890b654c5140001f7d6_pert_0	57101890b654c5140001f7d6	0	0	5	What questions apply to the homosexual ones ?
ones	NOUN	0	57101890b654c5140001f7d6_pert_0	57101890b654c5140001f7d6	0	0	6	What questions apply to the homosexual ones ?
?	PUNCT	0	57101890b654c5140001f7d6_pert_0	57101890b654c5140001f7d6	0	0	7	What questions apply to the homosexual ones ?
What	DET	0	57101890b654c5140001f7d6_pert_1	57101890b654c5140001f7d6	0	0	0	What questions related to the homosexual ones ?
questions	NOUN	0	57101890b654c5140001f7d6_pert_1	57101890b654c5140001f7d6	0	0	1	What questions related to the homosexual ones ?
related	VERB	0	57101890b654c5140001f7d6_pert_1	57101890b654c5140001f7d6	0	1	2	What questions related to the homosexual ones ?
to	ADP	0	57101890b654c5140001f7d6_pert_1	57101890b654c5140001f7d6	0	0	3	What questions related to the homosexual ones ?
the	DET	0	57101890b654c5140001f7d6_pert_1	57101890b654c5140001f7d6	0	0	4	What questions related to the homosexual ones ?
homosexual	ADJ	0	57101890b654c5140001f7d6_pert_1	57101890b654c5140001f7d6	0	0	5	What questions related to the homosexual ones ?
ones	NOUN	0	57101890b654c5140001f7d6_pert_1	57101890b654c5140001f7d6	0	0	6	What questions related to the homosexual ones ?
?	PUNCT	0	57101890b654c5140001f7d6_pert_1	57101890b654c5140001f7d6	0	0	7	What questions related to the homosexual ones ?
What	DET	0	57101890b654c5140001f7d6_pert_2	57101890b654c5140001f7d6	0	0	0	What questions applied to the homosexual ones ?
questions	NOUN	0	57101890b654c5140001f7d6_pert_2	57101890b654c5140001f7d6	0	0	1	What questions applied to the homosexual ones ?
applied	VERB	0	57101890b654c5140001f7d6_pert_2	57101890b654c5140001f7d6	0	1	2	What questions applied to the homosexual ones ?
to	ADP	0	57101890b654c5140001f7d6_pert_2	57101890b654c5140001f7d6	0	0	3	What questions applied to the homosexual ones ?
the	DET	0	57101890b654c5140001f7d6_pert_2	57101890b654c5140001f7d6	0	0	4	What questions applied to the homosexual ones ?
homosexual	ADJ	0	57101890b654c5140001f7d6_pert_2	57101890b654c5140001f7d6	0	0	5	What questions applied to the homosexual ones ?
ones	NOUN	0	57101890b654c5140001f7d6_pert_2	57101890b654c5140001f7d6	0	0	6	What questions applied to the homosexual ones ?
?	PUNCT	0	57101890b654c5140001f7d6_pert_2	57101890b654c5140001f7d6	0	0	7	What questions applied to the homosexual ones ?
What	DET	0	57101890b654c5140001f7d6_pert_3	57101890b654c5140001f7d6	0	0	0	What questions belong to the homosexual ones ?
questions	NOUN	0	57101890b654c5140001f7d6_pert_3	57101890b654c5140001f7d6	0	0	1	What questions belong to the homosexual ones ?
belong	VERB	0	57101890b654c5140001f7d6_pert_3	57101890b654c5140001f7d6	0	1	2	What questions belong to the homosexual ones ?
to	ADP	0	57101890b654c5140001f7d6_pert_3	57101890b654c5140001f7d6	0	0	3	What questions belong to the homosexual ones ?
the	DET	0	57101890b654c5140001f7d6_pert_3	57101890b654c5140001f7d6	0	0	4	What questions belong to the homosexual ones ?
homosexual	ADJ	0	57101890b654c5140001f7d6_pert_3	57101890b654c5140001f7d6	0	0	5	What questions belong to the homosexual ones ?
ones	NOUN	0	57101890b654c5140001f7d6_pert_3	57101890b654c5140001f7d6	0	0	6	What questions belong to the homosexual ones ?
?	PUNCT	0	57101890b654c5140001f7d6_pert_3	57101890b654c5140001f7d6	0	0	7	What questions belong to the homosexual ones ?
What	DET	0	57101890b654c5140001f7d6_pert_4	57101890b654c5140001f7d6	0	0	0	What questions relate to the homosexual ones ?
questions	NOUN	0	57101890b654c5140001f7d6_pert_4	57101890b654c5140001f7d6	0	0	1	What questions relate to the homosexual ones ?
relate	VERB	0	57101890b654c5140001f7d6_pert_4	57101890b654c5140001f7d6	0	1	2	What questions relate to the homosexual ones ?
to	ADP	0	57101890b654c5140001f7d6_pert_4	57101890b654c5140001f7d6	0	0	3	What questions relate to the homosexual ones ?
the	DET	0	57101890b654c5140001f7d6_pert_4	57101890b654c5140001f7d6	0	0	4	What questions relate to the homosexual ones ?
homosexual	ADJ	0	57101890b654c5140001f7d6_pert_4	57101890b654c5140001f7d6	0	0	5	What questions relate to the homosexual ones ?
ones	NOUN	0	57101890b654c5140001f7d6_pert_4	57101890b654c5140001f7d6	0	0	6	What questions relate to the homosexual ones ?
?	PUNCT	0	57101890b654c5140001f7d6_pert_4	57101890b654c5140001f7d6	0	0	7	What questions relate to the homosexual ones ?
What	DET	0	57101890b654c5140001f7d6_pert_5	57101890b654c5140001f7d6	0	0	0	What questions relevant to the homosexual ones ?
questions	NOUN	0	57101890b654c5140001f7d6_pert_5	57101890b654c5140001f7d6	0	0	1	What questions relevant to the homosexual ones ?
relevant	ADJ	0	57101890b654c5140001f7d6_pert_5	57101890b654c5140001f7d6	0	1	2	What questions relevant to the homosexual ones ?
