Token	POS-Tag	OOV	Id	Origem	Classe	Perturbada	Index	__next__	Granularidade	Tipo_Texto	Sentença
O	PRON	0	11p0	11p0	1	0	0	1	0	1	O que é uma pilha e como desenfileirar um elemento nela ?
que	PRON	0	11p0	11p0	1	0	1	2	0	1	O que é uma pilha e como desenfileirar um elemento nela ?
é	AUX	0	11p0	11p0	1	0	2	3	0	1	O que é uma pilha e como desenfileirar um elemento nela ?
uma	DET	0	11p0	11p0	1	0	3	4	0	1	O que é uma pilha e como desenfileirar um elemento nela ?
pilha	NOUN	0	11p0	11p0	1	0	4	5	0	1	O que é uma pilha e como desenfileirar um elemento nela ?
e	CCONJ	0	11p0	11p0	1	0	5	6	0	1	O que é uma pilha e como desenfileirar um elemento nela ?
como	ADV	0	11p0	11p0	1	0	6	7	0	1	O que é uma pilha e como desenfileirar um elemento nela ?
desenfileirar	ADV	1	11p0	11p0	1	0	7	8	0	1	O que é uma pilha e como desenfileirar um elemento nela ?
um	DET	0	11p0	11p0	1	0	8	9	0	1	O que é uma pilha e como desenfileirar um elemento nela ?
elemento	NOUN	0	11p0	11p0	1	1	9	10	0	1	O que é uma pilha e como desenfileirar um elemento nela ?
nela	PRON	0	11p0	11p0	1	0	10	11	0	1	O que é uma pilha e como desenfileirar um elemento nela ?
?	PUNCT	0	11p0	11p0	1	0	11	12	0	1	O que é uma pilha e como desenfileirar um elemento nela ?
0	['PRON', 'PRON', 'AUX', 'DET', 'NOUN', 'CCONJ', 'ADV', 'ADV', 'DET', 'NOUN', 'PRON', 'PUNCT']	[0, 0, 0, 0, 0, 0, 0, 1, 0, 0, 0, 0]	11p0	11p0	1	-1	-1		1	3	O que é uma pilha e como desenfileirar um elemento nela ?
O	PRON	0	11p0_pert_0	11p0	0	0	0	14	0	0	O que é uma pilha e como desenfileirar um produto nela ?
que	PRON	0	11p0_pert_0	11p0	0	0	1	15	0	0	O que é uma pilha e como desenfileirar um produto nela ?
é	AUX	0	11p0_pert_0	11p0	0	0	2	16	0	0	O que é uma pilha e como desenfileirar um produto nela ?
uma	DET	0	11p0_pert_0	11p0	0	0	3	17	0	0	O que é uma pilha e como desenfileirar um produto nela ?
pilha	NOUN	0	11p0_pert_0	11p0	0	0	4	18	0	0	O que é uma pilha e como desenfileirar um produto nela ?
e	CCONJ	0	11p0_pert_0	11p0	0	0	5	19	0	0	O que é uma pilha e como desenfileirar um produto nela ?
como	ADV	0	11p0_pert_0	11p0	0	0	6	20	0	0	O que é uma pilha e como desenfileirar um produto nela ?
desenfileirar	ADV	1	11p0_pert_0	11p0	0	0	7	21	0	0	O que é uma pilha e como desenfileirar um produto nela ?
um	DET	0	11p0_pert_0	11p0	0	0	8	22	0	0	O que é uma pilha e como desenfileirar um produto nela ?
produto	NOUN	0	11p0_pert_0	11p0	0	1	9	23	0	0	O que é uma pilha e como desenfileirar um produto nela ?
nela	PRON	0	11p0_pert_0	11p0	0	0	10	24	0	0	O que é uma pilha e como desenfileirar um produto nela ?
?	PUNCT	0	11p0_pert_0	11p0	0	0	11	25	0	0	O que é uma pilha e como desenfileirar um produto nela ?
1	['PRON', 'PRON', 'AUX', 'DET', 'NOUN', 'CCONJ', 'ADV', 'ADV', 'DET', 'NOUN', 'PRON', 'PUNCT']	[0, 0, 0, 0, 0, 0, 0, 1, 0, 0, 0, 0]	11p0_pert_0	11p0	0	-1	-1		1	2	O que é uma pilha e como desenfileirar um produto nela ?
O	PRON	0	11p0_pert_1	11p0	0	0	0	27	0	0	O que é uma pilha e como desenfileirar um carro nela ?
que	PRON	0	11p0_pert_1	11p0	0	0	1	28	0	0	O que é uma pilha e como desenfileirar um carro nela ?
é	AUX	0	11p0_pert_1	11p0	0	0	2	29	0	0	O que é uma pilha e como desenfileirar um carro nela ?
uma	DET	0	11p0_pert_1	11p0	0	0	3	30	0	0	O que é uma pilha e como desenfileirar um carro nela ?
pilha	NOUN	0	11p0_pert_1	11p0	0	0	4	31	0	0	O que é uma pilha e como desenfileirar um carro nela ?
e	CCONJ	0	11p0_pert_1	11p0	0	0	5	32	0	0	O que é uma pilha e como desenfileirar um carro nela ?
como	ADV	0	11p0_pert_1	11p0	0	0	6	33	0	0	O que é uma pilha e como desenfileirar um carro nela ?
desenfileirar	ADV	1	11p0_pert_1	11p0	0	0	7	34	0	0	O que é uma pilha e como desenfileirar um carro nela ?
um	DET	0	11p0_pert_1	11p0	0	0	8	35	0	0	O que é uma pilha e como desenfileirar um carro nela ?
carro	NOUN	0	11p0_pert_1	11p0	0	1	9	36	0	0	O que é uma pilha e como desenfileirar um carro nela ?
nela	PRON	0	11p0_pert_1	11p0	0	0	10	37	0	0	O que é uma pilha e como desenfileirar um carro nela ?
?	PUNCT	0	11p0_pert_1	11p0	0	0	11	38	0	0	O que é uma pilha e como desenfileirar um carro nela ?
2	['PRON', 'PRON', 'AUX', 'DET', 'NOUN', 'CCONJ', 'ADV', 'ADV', 'DET', 'NOUN', 'PRON', 'PUNCT']	[0, 0, 0, 0, 0, 0, 0, 1, 0, 0, 0, 0]	11p0_pert_1	11p0	0	-1	-1		1	2	O que é uma pilha e como desenfileirar um carro nela ?
O	PRON	0	11p0_pert_2	11p0	0	0	0	40	0	0	O que é uma pilha e como desenfileirar um objeto nela ?
que	PRON	0	11p0_pert_2	11p0	0	0	1	41	0	0	O que é uma pilha e como desenfileirar um objeto nela ?
é	AUX	0	11p0_pert_2	11p0	0	0	2	42	0	0	O que é uma pilha e como desenfileirar um objeto nela ?
uma	DET	0	11p0_pert_2	11p0	0	0	3	43	0	0	O que é uma pilha e como desenfileirar um objeto nela ?
pilha	NOUN	0	11p0_pert_2	11p0	0	0	4	44	0	0	O que é uma pilha e como desenfileirar um objeto nela ?
e	CCONJ	0	11p0_pert_2	11p0	0	0	5	45	0	0	O que é uma pilha e como desenfileirar um objeto nela ?
como	ADV	0	11p0_pert_2	11p0	0	0	6	46	0	0	O que é uma pilha e como desenfileirar um objeto nela ?
desenfileirar	ADV	1	11p0_pert_2	11p0	0	0	7	47	0	0	O que é uma pilha e como desenfileirar um objeto nela ?
um	DET	0	11p0_pert_2	11p0	0	0	8	48	0	0	O que é uma pilha e como desenfileirar um objeto nela ?
objeto	NOUN	0	11p0_pert_2	11p0	0	1	9	49	0	0	O que é uma pilha e como desenfileirar um objeto nela ?
nela	PRON	0	11p0_pert_2	11p0	0	0	10	50	0	0	O que é uma pilha e como desenfileirar um objeto nela ?
?	PUNCT	0	11p0_pert_2	11p0	0	0	11	51	0	0	O que é uma pilha e como desenfileirar um objeto nela ?
3	['PRON', 'PRON', 'AUX', 'DET', 'NOUN', 'CCONJ', 'ADV', 'ADV', 'DET', 'NOUN', 'PRON', 'PUNCT']	[0, 0, 0, 0, 0, 0, 0, 1, 0, 0, 0, 0]	11p0_pert_2	11p0	0	-1	-1		1	2	O que é uma pilha e como desenfileirar um objeto nela ?
O	PRON	0	11p0_pert_3	11p0	0	0	0	53	0	0	O que é uma pilha e como desenfileirar um veículo nela ?
que	PRON	0	11p0_pert_3	11p0	0	0	1	54	0	0	O que é uma pilha e como desenfileirar um veículo nela ?
é	AUX	0	11p0_pert_3	11p0	0	0	2	55	0	0	O que é uma pilha e como desenfileirar um veículo nela ?
