Token	POS-Tag	OOV	Id	Origem	Classe	Perturbada	Index	Granularidade	Tipo_Texto	Sentença
O	PRON	0	15p0	15p0	1	0	0	0	1	O que é uma fila e como empilhar e desempilhar seus elementos ?
que	PRON	0	15p0	15p0	1	0	1	0	1	O que é uma fila e como empilhar e desempilhar seus elementos ?
é	AUX	0	15p0	15p0	1	0	2	0	1	O que é uma fila e como empilhar e desempilhar seus elementos ?
uma	DET	0	15p0	15p0	1	0	3	0	1	O que é uma fila e como empilhar e desempilhar seus elementos ?
fila	NOUN	1	15p0	15p0	1	0	4	0	1	O que é uma fila e como empilhar e desempilhar seus elementos ?
e	CCONJ	0	15p0	15p0	1	0	5	0	1	O que é uma fila e como empilhar e desempilhar seus elementos ?
como	ADV	0	15p0	15p0	1	0	6	0	1	O que é uma fila e como empilhar e desempilhar seus elementos ?
empilhar	VERB	1	15p0	15p0	1	1	7	0	1	O que é uma fila e como empilhar e desempilhar seus elementos ?
e	CCONJ	0	15p0	15p0	1	0	8	0	1	O que é uma fila e como empilhar e desempilhar seus elementos ?
desempilhar	NOUN	1	15p0	15p0	1	0	9	0	1	O que é uma fila e como empilhar e desempilhar seus elementos ?
seus	DET	0	15p0	15p0	1	0	10	0	1	O que é uma fila e como empilhar e desempilhar seus elementos ?
elementos	NOUN	0	15p0	15p0	1	0	11	0	1	O que é uma fila e como empilhar e desempilhar seus elementos ?
?	PUNCT	0	15p0	15p0	1	0	12	0	1	O que é uma fila e como empilhar e desempilhar seus elementos ?
0	['PRON', 'PRON', 'AUX', 'DET', 'NOUN', 'CCONJ', 'ADV', 'VERB', 'CCONJ', 'NOUN', 'DET', 'NOUN', 'PUNCT']	[0, 0, 0, 0, 1, 0, 0, 1, 0, 1, 0, 0, 0]	15p0	15p0	1	-1	-1	1	3	O que é uma fila e como empilhar e desempilhar seus elementos ?
O	PRON	0	15p0_pert_0	15p0	0	0	0	0	0	O que é uma fila e como organizar e desempilhar seus elementos ?
que	PRON	0	15p0_pert_0	15p0	0	0	1	0	0	O que é uma fila e como organizar e desempilhar seus elementos ?
é	AUX	0	15p0_pert_0	15p0	0	0	2	0	0	O que é uma fila e como organizar e desempilhar seus elementos ?
uma	DET	0	15p0_pert_0	15p0	0	0	3	0	0	O que é uma fila e como organizar e desempilhar seus elementos ?
fila	NOUN	1	15p0_pert_0	15p0	0	0	4	0	0	O que é uma fila e como organizar e desempilhar seus elementos ?
e	CCONJ	0	15p0_pert_0	15p0	0	0	5	0	0	O que é uma fila e como organizar e desempilhar seus elementos ?
como	ADV	0	15p0_pert_0	15p0	0	0	6	0	0	O que é uma fila e como organizar e desempilhar seus elementos ?
organizar	VERB	0	15p0_pert_0	15p0	0	1	7	0	0	O que é uma fila e como organizar e desempilhar seus elementos ?
e	CCONJ	0	15p0_pert_0	15p0	0	0	8	0	0	O que é uma fila e como organizar e desempilhar seus elementos ?
desempilhar	NOUN	1	15p0_pert_0	15p0	0	0	9	0	0	O que é uma fila e como organizar e desempilhar seus elementos ?
seus	DET	0	15p0_pert_0	15p0	0	0	10	0	0	O que é uma fila e como organizar e desempilhar seus elementos ?
elementos	NOUN	0	15p0_pert_0	15p0	0	0	11	0	0	O que é uma fila e como organizar e desempilhar seus elementos ?
?	PUNCT	0	15p0_pert_0	15p0	0	0	12	0	0	O que é uma fila e como organizar e desempilhar seus elementos ?
1	['PRON', 'PRON', 'AUX', 'DET', 'NOUN', 'CCONJ', 'ADV', 'VERB', 'CCONJ', 'NOUN', 'DET', 'NOUN', 'PUNCT']	[0, 0, 0, 0, 1, 0, 0, 0, 0, 1, 0, 0, 0]	15p0_pert_0	15p0	0	-1	-1	1	2	O que é uma fila e como organizar e desempilhar seus elementos ?
O	PRON	0	15p0_pert_1	15p0	0	0	0	0	0	O que é uma fila e como juntar e desempilhar seus elementos ?
que	PRON	0	15p0_pert_1	15p0	0	0	1	0	0	O que é uma fila e como juntar e desempilhar seus elementos ?
é	AUX	0	15p0_pert_1	15p0	0	0	2	0	0	O que é uma fila e como juntar e desempilhar seus elementos ?
uma	DET	0	15p0_pert_1	15p0	0	0	3	0	0	O que é uma fila e como juntar e desempilhar seus elementos ?
fila	NOUN	1	15p0_pert_1	15p0	0	0	4	0	0	O que é uma fila e como juntar e desempilhar seus elementos ?
e	CCONJ	0	15p0_pert_1	15p0	0	0	5	0	0	O que é uma fila e como juntar e desempilhar seus elementos ?
como	SCONJ	0	15p0_pert_1	15p0	0	0	6	0	0	O que é uma fila e como juntar e desempilhar seus elementos ?
juntar	VERB	0	15p0_pert_1	15p0	0	1	7	0	0	O que é uma fila e como juntar e desempilhar seus elementos ?
e	CCONJ	0	15p0_pert_1	15p0	0	0	8	0	0	O que é uma fila e como juntar e desempilhar seus elementos ?
desempilhar	NOUN	1	15p0_pert_1	15p0	0	0	9	0	0	O que é uma fila e como juntar e desempilhar seus elementos ?
