Token	POS-Tag	OOV	Id	Origem	Classe	Perturbada	Index	Granularidade	Tipo_Texto	Sentença
Como	SCONJ	0	2p0	2p0	1	0	0	0	1	Como desenfileirar elementos em uma pilha ?
desenfileirar	VERB	1	2p0	2p0	1	1	1	0	1	Como desenfileirar elementos em uma pilha ?
elementos	NOUN	0	2p0	2p0	1	0	2	0	1	Como desenfileirar elementos em uma pilha ?
em	ADP	0	2p0	2p0	1	0	3	0	1	Como desenfileirar elementos em uma pilha ?
uma	DET	0	2p0	2p0	1	0	4	0	1	Como desenfileirar elementos em uma pilha ?
pilha	NOUN	0	2p0	2p0	1	0	5	0	1	Como desenfileirar elementos em uma pilha ?
?	PUNCT	0	2p0	2p0	1	0	6	0	1	Como desenfileirar elementos em uma pilha ?
0	['SCONJ', 'VERB', 'NOUN', 'ADP', 'DET', 'NOUN', 'PUNCT']	[0, 1, 0, 0, 0, 0, 0]	2p0	2p0	1	-1	-1	1	3	Como desenfileirar elementos em uma pilha ?
Como	SCONJ	0	2p0_pert_0	2p0	0	0	0	0	0	Como colocar elementos em uma pilha ?
colocar	VERB	0	2p0_pert_0	2p0	0	1	1	0	0	Como colocar elementos em uma pilha ?
elementos	NOUN	0	2p0_pert_0	2p0	0	0	2	0	0	Como colocar elementos em uma pilha ?
em	ADP	0	2p0_pert_0	2p0	0	0	3	0	0	Como colocar elementos em uma pilha ?
uma	DET	0	2p0_pert_0	2p0	0	0	4	0	0	Como colocar elementos em uma pilha ?
pilha	NOUN	0	2p0_pert_0	2p0	0	0	5	0	0	Como colocar elementos em uma pilha ?
?	PUNCT	0	2p0_pert_0	2p0	0	0	6	0	0	Como colocar elementos em uma pilha ?
1	['SCONJ', 'VERB', 'NOUN', 'ADP', 'DET', 'NOUN', 'PUNCT']	[0, 0, 0, 0, 0, 0, 0]	2p0_pert_0	2p0	0	-1	-1	1	2	Como colocar elementos em uma pilha ?
Como	SCONJ	0	2p0_pert_1	2p0	0	0	0	0	0	Como adicionar elementos em uma pilha ?
adicionar	VERB	0	2p0_pert_1	2p0	0	1	1	0	0	Como adicionar elementos em uma pilha ?
elementos	NOUN	0	2p0_pert_1	2p0	0	0	2	0	0	Como adicionar elementos em uma pilha ?
em	ADP	0	2p0_pert_1	2p0	0	0	3	0	0	Como adicionar elementos em uma pilha ?
uma	DET	0	2p0_pert_1	2p0	0	0	4	0	0	Como adicionar elementos em uma pilha ?
pilha	NOUN	0	2p0_pert_1	2p0	0	0	5	0	0	Como adicionar elementos em uma pilha ?
?	PUNCT	0	2p0_pert_1	2p0	0	0	6	0	0	Como adicionar elementos em uma pilha ?
2	['SCONJ', 'VERB', 'NOUN', 'ADP', 'DET', 'NOUN', 'PUNCT']	[0, 0, 0, 0, 0, 0, 0]	2p0_pert_1	2p0	0	-1	-1	1	2	Como adicionar elementos em uma pilha ?
Como	SCONJ	0	2p0_pert_2	2p0	0	0	0	0	0	Como organizar elementos em uma pilha ?
organizar	VERB	0	2p0_pert_2	2p0	0	1	1	0	0	Como organizar elementos em uma pilha ?
elementos	NOUN	0	2p0_pert_2	2p0	0	0	2	0	0	Como organizar elementos em uma pilha ?
em	ADP	0	2p0_pert_2	2p0	0	0	3	0	0	Como organizar elementos em uma pilha ?
uma	DET	0	2p0_pert_2	2p0	0	0	4	0	0	Como organizar elementos em uma pilha ?
pilha	NOUN	0	2p0_pert_2	2p0	0	0	5	0	0	Como organizar elementos em uma pilha ?
?	PUNCT	0	2p0_pert_2	2p0	0	0	6	0	0	Como organizar elementos em uma pilha ?
3	['SCONJ', 'VERB', 'NOUN', 'ADP', 'DET', 'NOUN', 'PUNCT']	[0, 0, 0, 0, 0, 0, 0]	2p0_pert_2	2p0	0	-1	-1	1	2	Como organizar elementos em uma pilha ?
Como	SCONJ	0	2p0_pert_3	2p0	0	0	0	0	0	Como identificar elementos em uma pilha ?
identificar	VERB	0	2p0_pert_3	2p0	0	1	1	0	0	Como identificar elementos em uma pilha ?
elementos	NOUN	0	2p0_pert_3	2p0	0	0	2	0	0	Como identificar elementos em uma pilha ?
