Token	POS-Tag	OOV	Id	Origem	Classe	Perturbada	Index	__next__	Granularidade	Tipo_Texto	Sentença
How	SCONJ	0	4p0	4p0	1	0	0	1	0	1	How to push and pop elements in a queue ?
to	PART	0	4p0	4p0	1	0	1	2	0	1	How to push and pop elements in a queue ?
push	VERB	0	4p0	4p0	1	1	2	3	0	1	How to push and pop elements in a queue ?
and	CCONJ	0	4p0	4p0	1	0	3	4	0	1	How to push and pop elements in a queue ?
pop	NOUN	0	4p0	4p0	1	0	4	5	0	1	How to push and pop elements in a queue ?
elements	NOUN	0	4p0	4p0	1	0	5	6	0	1	How to push and pop elements in a queue ?
in	ADP	0	4p0	4p0	1	0	6	7	0	1	How to push and pop elements in a queue ?
a	DET	0	4p0	4p0	1	0	7	8	0	1	How to push and pop elements in a queue ?
queue	NOUN	1	4p0	4p0	1	0	8	9	0	1	How to push and pop elements in a queue ?
?	PUNCT	0	4p0	4p0	1	0	9	10	0	1	How to push and pop elements in a queue ?
0	['SCONJ', 'PART', 'VERB', 'CCONJ', 'NOUN', 'NOUN', 'ADP', 'DET', 'NOUN', 'PUNCT']	[0, 0, 0, 0, 0, 0, 0, 0, 1, 0]	4p0	4p0	1	-1	-1		1	3	How to push and pop elements in a queue ?
How	SCONJ	0	4p0_pert_0	4p0	0	0	0	12	0	0	How to rock and pop elements in a queue ?
to	PART	0	4p0_pert_0	4p0	0	0	1	13	0	0	How to rock and pop elements in a queue ?
rock	VERB	0	4p0_pert_0	4p0	0	1	2	14	0	0	How to rock and pop elements in a queue ?
and	CCONJ	0	4p0_pert_0	4p0	0	0	3	15	0	0	How to rock and pop elements in a queue ?
pop	NOUN	0	4p0_pert_0	4p0	0	0	4	16	0	0	How to rock and pop elements in a queue ?
elements	NOUN	0	4p0_pert_0	4p0	0	0	5	17	0	0	How to rock and pop elements in a queue ?
in	ADP	0	4p0_pert_0	4p0	0	0	6	18	0	0	How to rock and pop elements in a queue ?
a	DET	0	4p0_pert_0	4p0	0	0	7	19	0	0	How to rock and pop elements in a queue ?
queue	NOUN	1	4p0_pert_0	4p0	0	0	8	20	0	0	How to rock and pop elements in a queue ?
?	PUNCT	0	4p0_pert_0	4p0	0	0	9	21	0	0	How to rock and pop elements in a queue ?
1	['SCONJ', 'PART', 'VERB', 'CCONJ', 'NOUN', 'NOUN', 'ADP', 'DET', 'NOUN', 'PUNCT']	[0, 0, 0, 0, 0, 0, 0, 0, 1, 0]	4p0_pert_0	4p0	0	-1	-1		1	2	How to rock and pop elements in a queue ?
How	SCONJ	0	4p0_pert_1	4p0	0	0	0	23	0	0	How to sing and pop elements in a queue ?
to	PART	0	4p0_pert_1	4p0	0	0	1	24	0	0	How to sing and pop elements in a queue ?
sing	VERB	0	4p0_pert_1	4p0	0	1	2	25	0	0	How to sing and pop elements in a queue ?
and	CCONJ	0	4p0_pert_1	4p0	0	0	3	26	0	0	How to sing and pop elements in a queue ?
pop	VERB	0	4p0_pert_1	4p0	0	0	4	27	0	0	How to sing and pop elements in a queue ?
elements	NOUN	0	4p0_pert_1	4p0	0	0	5	28	0	0	How to sing and pop elements in a queue ?
in	ADP	0	4p0_pert_1	4p0	0	0	6	29	0	0	How to sing and pop elements in a queue ?
a	DET	0	4p0_pert_1	4p0	0	0	7	30	0	0	How to sing and pop elements in a queue ?
queue	NOUN	1	4p0_pert_1	4p0	0	0	8	31	0	0	How to sing and pop elements in a queue ?
?	PUNCT	0	4p0_pert_1	4p0	0	0	9	32	0	0	How to sing and pop elements in a queue ?
2	['SCONJ', 'PART', 'VERB', 'CCONJ', 'VERB', 'NOUN', 'ADP', 'DET', 'NOUN', 'PUNCT']	[0, 0, 0, 0, 0, 0, 0, 0, 1, 0]	4p0_pert_1	4p0	0	-1	-1		1	2	How to sing and pop elements in a queue ?
How	SCONJ	0	4p0_pert_2	4p0	0	0	0	34	0	0	How to mix and pop elements in a queue ?
to	PART	0	4p0_pert_2	4p0	0	0	1	35	0	0	How to mix and pop elements in a queue ?
mix	VERB	0	4p0_pert_2	4p0	0	1	2	36	0	0	How to mix and pop elements in a queue ?
and	CCONJ	0	4p0_pert_2	4p0	0	0	3	37	0	0	How to mix and pop elements in a queue ?
pop	VERB	0	4p0_pert_2	4p0	0	0	4	38	0	0	How to mix and pop elements in a queue ?
elements	NOUN	0	4p0_pert_2	4p0	0	0	5	39	0	0	How to mix and pop elements in a queue ?
in	ADP	0	4p0_pert_2	4p0	0	0	6	40	0	0	How to mix and pop elements in a queue ?
a	DET	0	4p0_pert_2	4p0	0	0	7	41	0	0	How to mix and pop elements in a queue ?
queue	NOUN	1	4p0_pert_2	4p0	0	0	8	42	0	0	How to mix and pop elements in a queue ?
?	PUNCT	0	4p0_pert_2	4p0	0	0	9	43	0	0	How to mix and pop elements in a queue ?
3	['SCONJ', 'PART', 'VERB', 'CCONJ', 'VERB', 'NOUN', 'ADP', 'DET', 'NOUN', 'PUNCT']	[0, 0, 0, 0, 0, 0, 0, 0, 1, 0]	4p0_pert_2	4p0	0	-1	-1		1	2	How to mix and pop elements in a queue ?
How	SCONJ	0	4p0_pert_3	4p0	0	0	0	45	0	0	How to dance and pop elements in a queue ?
to	PART	0	4p0_pert_3	4p0	0	0	1	46	0	0	How to dance and pop elements in a queue ?
dance	VERB	0	4p0_pert_3	4p0	0	1	2	47	0	0	How to dance and pop elements in a queue ?
and	CCONJ	0	4p0_pert_3	4p0	0	0	3	48	0	0	How to dance and pop elements in a queue ?
pop	NOUN	0	4p0_pert_3	4p0	0	0	4	49	0	0	How to dance and pop elements in a queue ?
elements	NOUN	0	4p0_pert_3	4p0	0	0	5	50	0	0	How to dance and pop elements in a queue ?
in	ADP	0	4p0_pert_3	4p0	0	0	6	51	0	0	How to dance and pop elements in a queue ?
a	DET	0	4p0_pert_3	4p0	0	0	7	52	0	0	How to dance and pop elements in a queue ?
queue	NOUN	1	4p0_pert_3	4p0	0	0	8	53	0	0	How to dance and pop elements in a queue ?
?	PUNCT	0	4p0_pert_3	4p0	0	0	9	54	0	0	How to dance and pop elements in a queue ?
4	['SCONJ', 'PART', 'VERB', 'CCONJ', 'NOUN', 'NOUN', 'ADP', 'DET', 'NOUN', 'PUNCT']	[0, 0, 0, 0, 0, 0, 0, 0, 1, 0]	4p0_pert_3	4p0	0	-1	-1		1	2	How to dance and pop elements in a queue ?
How	SCONJ	0	4p0_pert_4	4p0	0	0	0	56	0	0	How to trap and pop elements in a queue ?
to	PART	0	4p0_pert_4	4p0	0	0	1	57	0	0	How to trap and pop elements in a queue ?
trap	VERB	0	4p0_pert_4	4p0	0	1	2	58	0	0	How to trap and pop elements in a queue ?
and	CCONJ	0	4p0_pert_4	4p0	0	0	3	59	0	0	How to trap and pop elements in a queue ?
pop	NOUN	0	4p0_pert_4	4p0	0	0	4	60	0	0	How to trap and pop elements in a queue ?
elements	NOUN	0	4p0_pert_4	4p0	0	0	5	61	0	0	How to trap and pop elements in a queue ?
in	ADP	0	4p0_pert_4	4p0	0	0	6	62	0	0	How to trap and pop elements in a queue ?
a	DET	0	4p0_pert_4	4p0	0	0	7	63	0	0	How to trap and pop elements in a queue ?
queue	NOUN	1	4p0_pert_4	4p0	0	0	8	64	0	0	How to trap and pop elements in a queue ?
?	PUNCT	0	4p0_pert_4	4p0	0	0	9	65	0	0	How to trap and pop elements in a queue ?
5	['SCONJ', 'PART', 'VERB', 'CCONJ', 'NOUN', 'NOUN', 'ADP', 'DET', 'NOUN', 'PUNCT']	[0, 0, 0, 0, 0, 0, 0, 0, 1, 0]	4p0_pert_4	4p0	0	-1	-1		1	2	How to trap and pop elements in a queue ?
How	SCONJ	0	4p0_pert_5	4p0	0	0	0	67	0	0	How to play and pop elements in a queue ?
to	PART	0	4p0_pert_5	4p0	0	0	1	68	0	0	How to play and pop elements in a queue ?
play	VERB	0	4p0_pert_5	4p0	0	1	2	69	0	0	How to play and pop elements in a queue ?
and	CCONJ	0	4p0_pert_5	4p0	0	0	3	70	0	0	How to play and pop elements in a queue ?
pop	VERB	0	4p0_pert_5	4p0	0	0	4	71	0	0	How to play and pop elements in a queue ?
elements	NOUN	0	4p0_pert_5	4p0	0	0	5	72	0	0	How to play and pop elements in a queue ?
in	ADP	0	4p0_pert_5	4p0	0	0	6	73	0	0	How to play and pop elements in a queue ?
a	DET	0	4p0_pert_5	4p0	0	0	7	74	0	0	How to play and pop elements in a queue ?
queue	NOUN	1	4p0_pert_5	4p0	0	0	8	75	0	0	How to play and pop elements in a queue ?
?	PUNCT	0	4p0_pert_5	4p0	0	0	9	76	0	0	How to play and pop elements in a queue ?
6	['SCONJ', 'PART', 'VERB', 'CCONJ', 'VERB', 'NOUN', 'ADP', 'DET', 'NOUN', 'PUNCT']	[0, 0, 0, 0, 0, 0, 0, 0, 1, 0]	4p0_pert_5	4p0	0	-1	-1		1	2	How to play and pop elements in a queue ?
How	SCONJ	0	4p0_pert_6	4p0	0	0	0	78	0	0	How to go and pop elements in a queue ?
to	PART	0	4p0_pert_6	4p0	0	0	1	79	0	0	How to go and pop elements in a queue ?
go	VERB	0	4p0_pert_6	4p0	0	1	2	80	0	0	How to go and pop elements in a queue ?
and	CCONJ	0	4p0_pert_6	4p0	0	0	3	81	0	0	How to go and pop elements in a queue ?
pop	VERB	0	4p0_pert_6	4p0	0	0	4	82	0	0	How to go and pop elements in a queue ?
elements	NOUN	0	4p0_pert_6	4p0	0	0	5	83	0	0	How to go and pop elements in a queue ?
in	ADP	0	4p0_pert_6	4p0	0	0	6	84	0	0	How to go and pop elements in a queue ?
a	DET	0	4p0_pert_6	4p0	0	0	7	85	0	0	How to go and pop elements in a queue ?
queue	NOUN	1	4p0_pert_6	4p0	0	0	8	86	0	0	How to go and pop elements in a queue ?
?	PUNCT	0	4p0_pert_6	4p0	0	0	9	87	0	0	How to go and pop elements in a queue ?
7	['SCONJ', 'PART', 'VERB', 'CCONJ', 'VERB', 'NOUN', 'ADP', 'DET', 'NOUN', 'PUNCT']	[0, 0, 0, 0, 0, 0, 0, 0, 1, 0]	4p0_pert_6	4p0	0	-1	-1		1	2	How to go and pop elements in a queue ?
How	SCONJ	0	4p0_pert_7	4p0	0	0	0	89	0	0	How to jazz and pop elements in a queue ?
to	PART	0	4p0_pert_7	4p0	0	0	1	90	0	0	How to jazz and pop elements in a queue ?
jazz	VERB	0	4p0_pert_7	4p0	0	1	2	91	0	0	How to jazz and pop elements in a queue ?
and	CCONJ	0	4p0_pert_7	4p0	0	0	3	92	0	0	How to jazz and pop elements in a queue ?
pop	NOUN	0	4p0_pert_7	4p0	0	0	4	93	0	0	How to jazz and pop elements in a queue ?
elements	NOUN	0	4p0_pert_7	4p0	0	0	5	94	0	0	How to jazz and pop elements in a queue ?
in	ADP	0	4p0_pert_7	4p0	0	0	6	95	0	0	How to jazz and pop elements in a queue ?
a	DET	0	4p0_pert_7	4p0	0	0	7	96	0	0	How to jazz and pop elements in a queue ?
queue	NOUN	1	4p0_pert_7	4p0	0	0	8	97	0	0	How to jazz and pop elements in a queue ?
?	PUNCT	0	4p0_pert_7	4p0	0	0	9	98	0	0	How to jazz and pop elements in a queue ?
8	['SCONJ', 'PART', 'VERB', 'CCONJ', 'NOUN', 'NOUN', 'ADP', 'DET', 'NOUN', 'PUNCT']	[0, 0, 0, 0, 0, 0, 0, 0, 1, 0]	4p0_pert_7	4p0	0	-1	-1		1	2	How to jazz and pop elements in a queue ?
How	SCONJ	0	4p0_pert_8	4p0	0	0	0	100	0	0	How to jam and pop elements in a queue ?
to	PART	0	4p0_pert_8	4p0	0	0	1	101	0	0	How to jam and pop elements in a queue ?
jam	VERB	0	4p0_pert_8	4p0	0	1	2	102	0	0	How to jam and pop elements in a queue ?
and	CCONJ	0	4p0_pert_8	4p0	0	0	3	103	0	0	How to jam and pop elements in a queue ?
pop	NOUN	0	4p0_pert_8	4p0	0	0	4	104	0	0	How to jam and pop elements in a queue ?
elements	NOUN	0	4p0_pert_8	4p0	0	0	5	105	0	0	How to jam and pop elements in a queue ?
in	ADP	0	4p0_pert_8	4p0	0	0	6	106	0	0	How to jam and pop elements in a queue ?
a	DET	0	4p0_pert_8	4p0	0	0	7	107	0	0	How to jam and pop elements in a queue ?
queue	NOUN	1	4p0_pert_8	4p0	0	0	8	108	0	0	How to jam and pop elements in a queue ?
?	PUNCT	0	4p0_pert_8	4p0	0	0	9	109	0	0	How to jam and pop elements in a queue ?
