Token	POS-Tag	OOV	Id	Origem	Classe	Perturbada	Index	__next__	Sentença
What	PRON	0	9	9	1	0	0	1	What is a stack and how to push its element ?
is	AUX	0	9	9	1	0	1	2	What is a stack and how to push its element ?
a	DET	0	9	9	1	0	2	3	What is a stack and how to push its element ?
stack	NOUN	0	9	9	1	1	3	4	What is a stack and how to push its element ?
and	CCONJ	0	9	9	1	0	4	5	What is a stack and how to push its element ?
how	SCONJ	0	9	9	1	0	5	6	What is a stack and how to push its element ?
to	PART	0	9	9	1	0	6	7	What is a stack and how to push its element ?
push	VERB	0	9	9	1	0	7	8	What is a stack and how to push its element ?
its	PRON	0	9	9	1	0	8	9	What is a stack and how to push its element ?
element	NOUN	0	9	9	1	0	9	10	What is a stack and how to push its element ?
?	PUNCT	0	9	9	1	0	10		What is a stack and how to push its element ?
What	PRON	0	9_pert_0	9	0	0	0	12	What is a queue and how to push its element ?
is	AUX	0	9_pert_0	9	0	0	1	13	What is a queue and how to push its element ?
a	DET	0	9_pert_0	9	0	0	2	14	What is a queue and how to push its element ?
queue	NOUN	1	9_pert_0	9	0	1	3	15	What is a queue and how to push its element ?
and	CCONJ	0	9_pert_0	9	0	0	4	16	What is a queue and how to push its element ?
how	SCONJ	0	9_pert_0	9	0	0	5	17	What is a queue and how to push its element ?
to	PART	0	9_pert_0	9	0	0	6	18	What is a queue and how to push its element ?
push	VERB	0	9_pert_0	9	0	0	7	19	What is a queue and how to push its element ?
its	PRON	0	9_pert_0	9	0	0	8	20	What is a queue and how to push its element ?
element	NOUN	0	9_pert_0	9	0	0	9	21	What is a queue and how to push its element ?
?	PUNCT	0	9_pert_0	9	0	0	10		What is a queue and how to push its element ?
