Token	POS-Tag	OOV	Id	Origem	Classe	Perturbada	Index	Granularidade	Tipo_Texto	Sentença
O	PRON	0	5acd38ac07355d001abf3981	5acd38ac07355d001abf3981	1	0	0	0	1	O que são neurônios dinâmicos de ampla faixa ?
que	PRON	0	5acd38ac07355d001abf3981	5acd38ac07355d001abf3981	1	0	1	0	1	O que são neurônios dinâmicos de ampla faixa ?
são	AUX	0	5acd38ac07355d001abf3981	5acd38ac07355d001abf3981	1	0	2	0	1	O que são neurônios dinâmicos de ampla faixa ?
neurônios	NOUN	1	5acd38ac07355d001abf3981	5acd38ac07355d001abf3981	1	1	3	0	1	O que são neurônios dinâmicos de ampla faixa ?
dinâmicos	ADJ	1	5acd38ac07355d001abf3981	5acd38ac07355d001abf3981	1	0	4	0	1	O que são neurônios dinâmicos de ampla faixa ?
de	ADP	0	5acd38ac07355d001abf3981	5acd38ac07355d001abf3981	1	0	5	0	1	O que são neurônios dinâmicos de ampla faixa ?
ampla	ADJ	0	5acd38ac07355d001abf3981	5acd38ac07355d001abf3981	1	0	6	0	1	O que são neurônios dinâmicos de ampla faixa ?
faixa	NOUN	0	5acd38ac07355d001abf3981	5acd38ac07355d001abf3981	1	0	7	0	1	O que são neurônios dinâmicos de ampla faixa ?
?	PUNCT	0	5acd38ac07355d001abf3981	5acd38ac07355d001abf3981	1	0	8	0	1	O que são neurônios dinâmicos de ampla faixa ?
O que são neurônios dinâmicos de ampla faixa ?	['PRON', 'PRON', 'AUX', 'NOUN', 'ADJ', 'ADP', 'ADJ', 'NOUN', 'PUNCT']	[0, 0, 0, 1, 1, 0, 0, 0, 0]	5acd38ac07355d001abf3981	5acd38ac07355d001abf3981	1	-1	-1	1	3	O que são neurônios dinâmicos de ampla faixa ?
O	PRON	0	5acd38ac07355d001abf3981_pert_0	5acd38ac07355d001abf3981	0	0	0	0	0	O que são sistemas dinâmicos de ampla faixa ?
que	PRON	0	5acd38ac07355d001abf3981_pert_0	5acd38ac07355d001abf3981	0	0	1	0	0	O que são sistemas dinâmicos de ampla faixa ?
são	AUX	0	5acd38ac07355d001abf3981_pert_0	5acd38ac07355d001abf3981	0	0	2	0	0	O que são sistemas dinâmicos de ampla faixa ?
sistemas	NOUN	0	5acd38ac07355d001abf3981_pert_0	5acd38ac07355d001abf3981	0	1	3	0	0	O que são sistemas dinâmicos de ampla faixa ?
dinâmicos	ADJ	1	5acd38ac07355d001abf3981_pert_0	5acd38ac07355d001abf3981	0	0	4	0	0	O que são sistemas dinâmicos de ampla faixa ?
de	ADP	0	5acd38ac07355d001abf3981_pert_0	5acd38ac07355d001abf3981	0	0	5	0	0	O que são sistemas dinâmicos de ampla faixa ?
ampla	ADJ	0	5acd38ac07355d001abf3981_pert_0	5acd38ac07355d001abf3981	0	0	6	0	0	O que são sistemas dinâmicos de ampla faixa ?
faixa	NOUN	0	5acd38ac07355d001abf3981_pert_0	5acd38ac07355d001abf3981	0	0	7	0	0	O que são sistemas dinâmicos de ampla faixa ?
?	PUNCT	0	5acd38ac07355d001abf3981_pert_0	5acd38ac07355d001abf3981	0	0	8	0	0	O que são sistemas dinâmicos de ampla faixa ?
O que são sistemas dinâmicos de ampla faixa ?	['PRON', 'PRON', 'AUX', 'NOUN', 'ADJ', 'ADP', 'ADJ', 'NOUN', 'PUNCT']	[0, 0, 0, 0, 1, 0, 0, 0, 0]	5acd38ac07355d001abf3981_pert_0	5acd38ac07355d001abf3981	0	-1	-1	1	2	O que são sistemas dinâmicos de ampla faixa ?
O	PRON	0	5acd38ac07355d001abf3981_pert_1	5acd38ac07355d001abf3981	0	0	0	0	0	O que são motores dinâmicos de ampla faixa ?
que	PRON	0	5acd38ac07355d001abf3981_pert_1	5acd38ac07355d001abf3981	0	0	1	0	0	O que são motores dinâmicos de ampla faixa ?
são	AUX	0	5acd38ac07355d001abf3981_pert_1	5acd38ac07355d001abf3981	0	0	2	0	0	O que são motores dinâmicos de ampla faixa ?
motores	NOUN	0	5acd38ac07355d001abf3981_pert_1	5acd38ac07355d001abf3981	0	1	3	0	0	O que são motores dinâmicos de ampla faixa ?
dinâmicos	ADJ	1	5acd38ac07355d001abf3981_pert_1	5acd38ac07355d001abf3981	0	0	4	0	0	O que são motores dinâmicos de ampla faixa ?
de	ADP	0	5acd38ac07355d001abf3981_pert_1	5acd38ac07355d001abf3981	0	0	5	0	0	O que são motores dinâmicos de ampla faixa ?
ampla	ADJ	0	5acd38ac07355d001abf3981_pert_1	5acd38ac07355d001abf3981	0	0	6	0	0	O que são motores dinâmicos de ampla faixa ?
faixa	NOUN	0	5acd38ac07355d001abf3981_pert_1	5acd38ac07355d001abf3981	0	0	7	0	0	O que são motores dinâmicos de ampla faixa ?
?	PUNCT	0	5acd38ac07355d001abf3981_pert_1	5acd38ac07355d001abf3981	0	0	8	0	0	O que são motores dinâmicos de ampla faixa ?
O que são motores dinâmicos de ampla faixa ?	['PRON', 'PRON', 'AUX', 'NOUN', 'ADJ', 'ADP', 'ADJ', 'NOUN', 'PUNCT']	[0, 0, 0, 0, 1, 0, 0, 0, 0]	5acd38ac07355d001abf3981_pert_1	5acd38ac07355d001abf3981	0	-1	-1	1	2	O que são motores dinâmicos de ampla faixa ?
O	PRON	0	5acd38ac07355d001abf3981_pert_2	5acd38ac07355d001abf3981	0	0	0	0	0	O que são circuitos dinâmicos de ampla faixa ?
que	PRON	0	5acd38ac07355d001abf3981_pert_2	5acd38ac07355d001abf3981	0	0	1	0	0	O que são circuitos dinâmicos de ampla faixa ?
são	AUX	0	5acd38ac07355d001abf3981_pert_2	5acd38ac07355d001abf3981	0	0	2	0	0	O que são circuitos dinâmicos de ampla faixa ?
circuitos	NOUN	0	5acd38ac07355d001abf3981_pert_2	5acd38ac07355d001abf3981	0	1	3	0	0	O que são circuitos dinâmicos de ampla faixa ?
dinâmicos	ADJ	1	5acd38ac07355d001abf3981_pert_2	5acd38ac07355d001abf3981	0	0	4	0	0	O que são circuitos dinâmicos de ampla faixa ?
de	ADP	0	5acd38ac07355d001abf3981_pert_2	5acd38ac07355d001abf3981	0	0	5	0	0	O que são circuitos dinâmicos de ampla faixa ?
ampla	ADJ	0	5acd38ac07355d001abf3981_pert_2	5acd38ac07355d001abf3981	0	0	6	0	0	O que são circuitos dinâmicos de ampla faixa ?
faixa	NOUN	0	5acd38ac07355d001abf3981_pert_2	5acd38ac07355d001abf3981	0	0	7	0	0	O que são circuitos dinâmicos de ampla faixa ?
?	PUNCT	0	5acd38ac07355d001abf3981_pert_2	5acd38ac07355d001abf3981	0	0	8	0	0	O que são circuitos dinâmicos de ampla faixa ?
