Token	POS-Tag	OOV	Id	Origem	Classe	Perturbada	Index	__next__	Granularidade	Tipo_Texto	Sentença
Qual	PRON	0	5ad261cfd7d075001a429064	5ad261cfd7d075001a429064	1	0	0	1	0	1	Qual é o exemplo mais antigo de linhas de falha financeira ?
é	AUX	0	5ad261cfd7d075001a429064	5ad261cfd7d075001a429064	1	0	1	2	0	1	Qual é o exemplo mais antigo de linhas de falha financeira ?
o	DET	0	5ad261cfd7d075001a429064	5ad261cfd7d075001a429064	1	0	2	3	0	1	Qual é o exemplo mais antigo de linhas de falha financeira ?
exemplo	NOUN	0	5ad261cfd7d075001a429064	5ad261cfd7d075001a429064	1	1	3	4	0	1	Qual é o exemplo mais antigo de linhas de falha financeira ?
mais	ADV	0	5ad261cfd7d075001a429064	5ad261cfd7d075001a429064	1	0	4	5	0	1	Qual é o exemplo mais antigo de linhas de falha financeira ?
antigo	ADJ	0	5ad261cfd7d075001a429064	5ad261cfd7d075001a429064	1	0	5	6	0	1	Qual é o exemplo mais antigo de linhas de falha financeira ?
de	ADP	0	5ad261cfd7d075001a429064	5ad261cfd7d075001a429064	1	0	6	7	0	1	Qual é o exemplo mais antigo de linhas de falha financeira ?
linhas	NOUN	0	5ad261cfd7d075001a429064	5ad261cfd7d075001a429064	1	0	7	8	0	1	Qual é o exemplo mais antigo de linhas de falha financeira ?
de	ADP	0	5ad261cfd7d075001a429064	5ad261cfd7d075001a429064	1	0	8	9	0	1	Qual é o exemplo mais antigo de linhas de falha financeira ?
falha	NOUN	0	5ad261cfd7d075001a429064	5ad261cfd7d075001a429064	1	0	9	10	0	1	Qual é o exemplo mais antigo de linhas de falha financeira ?
financeira	ADJ	0	5ad261cfd7d075001a429064	5ad261cfd7d075001a429064	1	0	10	11	0	1	Qual é o exemplo mais antigo de linhas de falha financeira ?
?	PUNCT	0	5ad261cfd7d075001a429064	5ad261cfd7d075001a429064	1	0	11	12	0	1	Qual é o exemplo mais antigo de linhas de falha financeira ?
Qual é o exemplo mais antigo de linhas de falha financeira ?	['PRON', 'AUX', 'DET', 'NOUN', 'ADV', 'ADJ', 'ADP', 'NOUN', 'ADP', 'NOUN', 'ADJ', 'PUNCT']	[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]	5ad261cfd7d075001a429064	5ad261cfd7d075001a429064	1	-1	-1		1	3	Qual é o exemplo mais antigo de linhas de falha financeira ?
Qual	PRON	0	5ad261cfd7d075001a429064_pert_0	5ad261cfd7d075001a429064	0	0	0	14	0	0	Qual é o número mais antigo de linhas de falha financeira ?
é	AUX	0	5ad261cfd7d075001a429064_pert_0	5ad261cfd7d075001a429064	0	0	1	15	0	0	Qual é o número mais antigo de linhas de falha financeira ?
o	DET	0	5ad261cfd7d075001a429064_pert_0	5ad261cfd7d075001a429064	0	0	2	16	0	0	Qual é o número mais antigo de linhas de falha financeira ?
número	NOUN	0	5ad261cfd7d075001a429064_pert_0	5ad261cfd7d075001a429064	0	1	3	17	0	0	Qual é o número mais antigo de linhas de falha financeira ?
mais	ADV	0	5ad261cfd7d075001a429064_pert_0	5ad261cfd7d075001a429064	0	0	4	18	0	0	Qual é o número mais antigo de linhas de falha financeira ?
