Token	POS-Tag	OOV	Id	Origem	Classe	Perturbada	Index	__next__	Granularidade	Tipo_Texto	Sentença
Quais	DET	1	483b327d3f80408fa56ffa3e3778aabf	483b327d3f80408fa56ffa3e3778aabf	1	0	0	1	0	1	Quais órgãos centrais são comuns em universidades ?
órgãos	NOUN	0	483b327d3f80408fa56ffa3e3778aabf	483b327d3f80408fa56ffa3e3778aabf	1	0	1	2	0	1	Quais órgãos centrais são comuns em universidades ?
centrais	ADJ	0	483b327d3f80408fa56ffa3e3778aabf	483b327d3f80408fa56ffa3e3778aabf	1	0	2	3	0	1	Quais órgãos centrais são comuns em universidades ?
são	AUX	0	483b327d3f80408fa56ffa3e3778aabf	483b327d3f80408fa56ffa3e3778aabf	1	0	3	4	0	1	Quais órgãos centrais são comuns em universidades ?
comuns	ADJ	0	483b327d3f80408fa56ffa3e3778aabf	483b327d3f80408fa56ffa3e3778aabf	1	0	4	5	0	1	Quais órgãos centrais são comuns em universidades ?
em	ADP	0	483b327d3f80408fa56ffa3e3778aabf	483b327d3f80408fa56ffa3e3778aabf	1	0	5	6	0	1	Quais órgãos centrais são comuns em universidades ?
universidades	NOUN	0	483b327d3f80408fa56ffa3e3778aabf	483b327d3f80408fa56ffa3e3778aabf	1	1	6	7	0	1	Quais órgãos centrais são comuns em universidades ?
?	PUNCT	0	483b327d3f80408fa56ffa3e3778aabf	483b327d3f80408fa56ffa3e3778aabf	1	0	7	8	0	1	Quais órgãos centrais são comuns em universidades ?
Quais órgãos centrais são comuns em universidades ?	['DET', 'NOUN', 'ADJ', 'AUX', 'ADJ', 'ADP', 'NOUN', 'PUNCT']	[1, 0, 0, 0, 0, 0, 0, 0]	483b327d3f80408fa56ffa3e3778aabf	483b327d3f80408fa56ffa3e3778aabf	1	-1	-1		1	3	Quais órgãos centrais são comuns em universidades ?
Quais	DET	1	483b327d3f80408fa56ffa3e3778aabf_pert_0	483b327d3f80408fa56ffa3e3778aabf	0	0	0	10	0	0	Quais órgãos centrais são comuns em animais ?
órgãos	NOUN	0	483b327d3f80408fa56ffa3e3778aabf_pert_0	483b327d3f80408fa56ffa3e3778aabf	0	0	1	11	0	0	Quais órgãos centrais são comuns em animais ?
centrais	ADJ	0	483b327d3f80408fa56ffa3e3778aabf_pert_0	483b327d3f80408fa56ffa3e3778aabf	0	0	2	12	0	0	Quais órgãos centrais são comuns em animais ?
são	AUX	0	483b327d3f80408fa56ffa3e3778aabf_pert_0	483b327d3f80408fa56ffa3e3778aabf	0	0	3	13	0	0	Quais órgãos centrais são comuns em animais ?
comuns	ADJ	0	483b327d3f80408fa56ffa3e3778aabf_pert_0	483b327d3f80408fa56ffa3e3778aabf	0	0	4	14	0	0	Quais órgãos centrais são comuns em animais ?
em	ADP	0	483b327d3f80408fa56ffa3e3778aabf_pert_0	483b327d3f80408fa56ffa3e3778aabf	0	0	5	15	0	0	Quais órgãos centrais são comuns em animais ?
animais	NOUN	0	483b327d3f80408fa56ffa3e3778aabf_pert_0	483b327d3f80408fa56ffa3e3778aabf	0	1	6	16	0	0	Quais órgãos centrais são comuns em animais ?
?	PUNCT	0	483b327d3f80408fa56ffa3e3778aabf_pert_0	483b327d3f80408fa56ffa3e3778aabf	0	0	7	17	0	0	Quais órgãos centrais são comuns em animais ?
Quais órgãos centrais são comuns em animais ?	['DET', 'NOUN', 'ADJ', 'AUX', 'ADJ', 'ADP', 'NOUN', 'PUNCT']	[1, 0, 0, 0, 0, 0, 0, 0]	483b327d3f80408fa56ffa3e3778aabf_pert_0	483b327d3f80408fa56ffa3e3778aabf	0	-1	-1		1	2	Quais órgãos centrais são comuns em animais ?
Quais	DET	1	483b327d3f80408fa56ffa3e3778aabf_pert_1	483b327d3f80408fa56ffa3e3778aabf	0	0	0	19	0	0	Quais órgãos centrais são comuns em humanos ?
