Token	POS-Tag	OOV	Id	Origem	Classe	Perturbada	Index	__next__	Granularidade	Tipo_Texto	Sentença
O	PRON	0	f71500e2feec42198524d833bc76cd14	f71500e2feec42198524d833bc76cd14	1	0	0	1	0	1	O que o desenvolvimento cada vez mais rápido de novas tecnologias reduziu ?
que	PRON	0	f71500e2feec42198524d833bc76cd14	f71500e2feec42198524d833bc76cd14	1	0	1	2	0	1	O que o desenvolvimento cada vez mais rápido de novas tecnologias reduziu ?
o	DET	0	f71500e2feec42198524d833bc76cd14	f71500e2feec42198524d833bc76cd14	1	0	2	3	0	1	O que o desenvolvimento cada vez mais rápido de novas tecnologias reduziu ?
desenvolvimento	NOUN	0	f71500e2feec42198524d833bc76cd14	f71500e2feec42198524d833bc76cd14	1	0	3	4	0	1	O que o desenvolvimento cada vez mais rápido de novas tecnologias reduziu ?
cada	NOUN	0	f71500e2feec42198524d833bc76cd14	f71500e2feec42198524d833bc76cd14	1	0	4	5	0	1	O que o desenvolvimento cada vez mais rápido de novas tecnologias reduziu ?
vez	ADP	0	f71500e2feec42198524d833bc76cd14	f71500e2feec42198524d833bc76cd14	1	0	5	6	0	1	O que o desenvolvimento cada vez mais rápido de novas tecnologias reduziu ?
mais	NOUN	0	f71500e2feec42198524d833bc76cd14	f71500e2feec42198524d833bc76cd14	1	0	6	7	0	1	O que o desenvolvimento cada vez mais rápido de novas tecnologias reduziu ?
rápido	ADJ	0	f71500e2feec42198524d833bc76cd14	f71500e2feec42198524d833bc76cd14	1	0	7	8	0	1	O que o desenvolvimento cada vez mais rápido de novas tecnologias reduziu ?
de	ADP	0	f71500e2feec42198524d833bc76cd14	f71500e2feec42198524d833bc76cd14	1	0	8	9	0	1	O que o desenvolvimento cada vez mais rápido de novas tecnologias reduziu ?
novas	ADJ	0	f71500e2feec42198524d833bc76cd14	f71500e2feec42198524d833bc76cd14	1	0	9	10	0	1	O que o desenvolvimento cada vez mais rápido de novas tecnologias reduziu ?
tecnologias	NOUN	0	f71500e2feec42198524d833bc76cd14	f71500e2feec42198524d833bc76cd14	1	0	10	11	0	1	O que o desenvolvimento cada vez mais rápido de novas tecnologias reduziu ?
reduziu	VERB	0	f71500e2feec42198524d833bc76cd14	f71500e2feec42198524d833bc76cd14	1	1	11	12	0	1	O que o desenvolvimento cada vez mais rápido de novas tecnologias reduziu ?
?	PUNCT	0	f71500e2feec42198524d833bc76cd14	f71500e2feec42198524d833bc76cd14	1	0	12	13	0	1	O que o desenvolvimento cada vez mais rápido de novas tecnologias reduziu ?
O que o desenvolvimento cada vez mais rápido de novas tecnologias reduziu ?	['PRON', 'PRON', 'DET', 'NOUN', 'NOUN', 'ADP', 'NOUN', 'ADJ', 'ADP', 'ADJ', 'NOUN', 'VERB', 'PUNCT']	[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]	f71500e2feec42198524d833bc76cd14	f71500e2feec42198524d833bc76cd14	1	-1	-1		1	3	O que o desenvolvimento cada vez mais rápido de novas tecnologias reduziu ?
O	PRON	0	f71500e2feec42198524d833bc76cd14_pert_0	f71500e2feec42198524d833bc76cd14	0	0	0	15	0	0	O que o desenvolvimento cada vez mais rápido de novas tecnologias significa ?
que	PRON	0	f71500e2feec42198524d833bc76cd14_pert_0	f71500e2feec42198524d833bc76cd14	0	0	1	16	0	0	O que o desenvolvimento cada vez mais rápido de novas tecnologias significa ?
o	DET	0	f71500e2feec42198524d833bc76cd14_pert_0	f71500e2feec42198524d833bc76cd14	0	0	2	17	0	0	O que o desenvolvimento cada vez mais rápido de novas tecnologias significa ?
