Token	POS-Tag	OOV	Id	Origem	Classe	Perturbada	Index	__next__	Granularidade	Tipo_Texto	Sentença
How	SCONJ	0	6	6	1	0	0	1	0	1	How to push and pop elements in a stack data structure ?
to	PART	0	6	6	1	0	1	2	0	1	How to push and pop elements in a stack data structure ?
push	VERB	0	6	6	1	1	2	3	0	1	How to push and pop elements in a stack data structure ?
and	CCONJ	0	6	6	1	0	3	4	0	1	How to push and pop elements in a stack data structure ?
pop	NOUN	0	6	6	1	0	4	5	0	1	How to push and pop elements in a stack data structure ?
elements	NOUN	0	6	6	1	0	5	6	0	1	How to push and pop elements in a stack data structure ?
in	ADP	0	6	6	1	0	6	7	0	1	How to push and pop elements in a stack data structure ?
a	DET	0	6	6	1	0	7	8	0	1	How to push and pop elements in a stack data structure ?
stack	NOUN	0	6	6	1	0	8	9	0	1	How to push and pop elements in a stack data structure ?
data	NOUN	0	6	6	1	0	9	10	0	1	How to push and pop elements in a stack data structure ?
structure	NOUN	0	6	6	1	0	10	11	0	1	How to push and pop elements in a stack data structure ?
?	PUNCT	0	6	6	1	0	11	12	0	1	How to push and pop elements in a stack data structure ?
0	['SCONJ', 'PART', 'VERB', 'CCONJ', 'NOUN', 'NOUN', 'ADP', 'DET', 'NOUN', 'NOUN', 'NOUN', 'PUNCT']	[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]	6	6	1	-1	-1		1	3	How to push and pop elements in a stack data structure ?
How	SCONJ	0	6_pert_0	6	0	0	0	14	0	0	How to push and pop elements in a stack data structure ?
to	PART	0	6_pert_0	6	0	0	1	15	0	0	How to push and pop elements in a stack data structure ?
push	VERB	0	6_pert_0	6	0	1	2	16	0	0	How to push and pop elements in a stack data structure ?
and	CCONJ	0	6_pert_0	6	0	0	3	17	0	0	How to push and pop elements in a stack data structure ?
pop	NOUN	0	6_pert_0	6	0	0	4	18	0	0	How to push and pop elements in a stack data structure ?
elements	NOUN	0	6_pert_0	6	0	0	5	19	0	0	How to push and pop elements in a stack data structure ?
in	ADP	0	6_pert_0	6	0	0	6	20	0	0	How to push and pop elements in a stack data structure ?
a	DET	0	6_pert_0	6	0	0	7	21	0	0	How to push and pop elements in a stack data structure ?
stack	NOUN	0	6_pert_0	6	0	0	8	22	0	0	How to push and pop elements in a stack data structure ?
data	NOUN	0	6_pert_0	6	0	0	9	23	0	0	How to push and pop elements in a stack data structure ?
structure	NOUN	0	6_pert_0	6	0	0	10	24	0	0	How to push and pop elements in a stack data structure ?
?	PUNCT	0	6_pert_0	6	0	0	11	25	0	0	How to push and pop elements in a stack data structure ?
1	['SCONJ', 'PART', 'VERB', 'CCONJ', 'NOUN', 'NOUN', 'ADP', 'DET', 'NOUN', 'NOUN', 'NOUN', 'PUNCT']	[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]	6_pert_0	6	0	-1	-1		1	2	How to push and pop elements in a stack data structure ?
How	SCONJ	0	6_pert_1	6	0	0	0	27	0	0	How to pop and pop elements in a stack data structure ?
to	PART	0	6_pert_1	6	0	0	1	28	0	0	How to pop and pop elements in a stack data structure ?
pop	VERB	0	6_pert_1	6	0	0	2	29	0	0	How to pop and pop elements in a stack data structure ?
and	CCONJ	0	6_pert_1	6	0	0	3	30	0	0	How to pop and pop elements in a stack data structure ?
pop	NOUN	0	6_pert_1	6	0	0	4	31	0	0	How to pop and pop elements in a stack data structure ?
elements	NOUN	0	6_pert_1	6	0	0	5	32	0	0	How to pop and pop elements in a stack data structure ?
in	ADP	0	6_pert_1	6	0	0	6	33	0	0	How to pop and pop elements in a stack data structure ?
a	DET	0	6_pert_1	6	0	0	7	34	0	0	How to pop and pop elements in a stack data structure ?
stack	NOUN	0	6_pert_1	6	0	0	8	35	0	0	How to pop and pop elements in a stack data structure ?
data	NOUN	0	6_pert_1	6	0	0	9	36	0	0	How to pop and pop elements in a stack data structure ?
structure	NOUN	0	6_pert_1	6	0	0	10	37	0	0	How to pop and pop elements in a stack data structure ?
?	PUNCT	0	6_pert_1	6	0	0	11	38	0	0	How to pop and pop elements in a stack data structure ?
2	['SCONJ', 'PART', 'VERB', 'CCONJ', 'NOUN', 'NOUN', 'ADP', 'DET', 'NOUN', 'NOUN', 'NOUN', 'PUNCT']	[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]	6_pert_1	6	0	-1	-1		1	2	How to pop and pop elements in a stack data structure ?
How	SCONJ	0	6_pert_2	6	0	0	0	40	0	0	How to drag and pop elements in a stack data structure ?
to	PART	0	6_pert_2	6	0	0	1	41	0	0	How to drag and pop elements in a stack data structure ?
drag	VERB	0	6_pert_2	6	0	1	2	42	0	0	How to drag and pop elements in a stack data structure ?
and	CCONJ	0	6_pert_2	6	0	0	3	43	0	0	How to drag and pop elements in a stack data structure ?
pop	NOUN	0	6_pert_2	6	0	0	4	44	0	0	How to drag and pop elements in a stack data structure ?
elements	NOUN	0	6_pert_2	6	0	0	5	45	0	0	How to drag and pop elements in a stack data structure ?
in	ADP	0	6_pert_2	6	0	0	6	46	0	0	How to drag and pop elements in a stack data structure ?
a	DET	0	6_pert_2	6	0	0	7	47	0	0	How to drag and pop elements in a stack data structure ?
stack	NOUN	0	6_pert_2	6	0	0	8	48	0	0	How to drag and pop elements in a stack data structure ?
data	NOUN	0	6_pert_2	6	0	0	9	49	0	0	How to drag and pop elements in a stack data structure ?
structure	NOUN	0	6_pert_2	6	0	0	10	50	0	0	How to drag and pop elements in a stack data structure ?
?	PUNCT	0	6_pert_2	6	0	0	11	51	0	0	How to drag and pop elements in a stack data structure ?
3	['SCONJ', 'PART', 'VERB', 'CCONJ', 'NOUN', 'NOUN', 'ADP', 'DET', 'NOUN', 'NOUN', 'NOUN', 'PUNCT']	[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]	6_pert_2	6	0	-1	-1		1	2	How to drag and pop elements in a stack data structure ?
How	SCONJ	0	6_pert_3	6	0	0	0	53	0	0	How to pull and pop elements in a stack data structure ?
to	PART	0	6_pert_3	6	0	0	1	54	0	0	How to pull and pop elements in a stack data structure ?
pull	VERB	0	6_pert_3	6	0	1	2	55	0	0	How to pull and pop elements in a stack data structure ?
and	CCONJ	0	6_pert_3	6	0	0	3	56	0	0	How to pull and pop elements in a stack data structure ?
pop	NOUN	0	6_pert_3	6	0	0	4	57	0	0	How to pull and pop elements in a stack data structure ?
elements	NOUN	0	6_pert_3	6	0	0	5	58	0	0	How to pull and pop elements in a stack data structure ?
in	ADP	0	6_pert_3	6	0	0	6	59	0	0	How to pull and pop elements in a stack data structure ?
a	DET	0	6_pert_3	6	0	0	7	60	0	0	How to pull and pop elements in a stack data structure ?
stack	NOUN	0	6_pert_3	6	0	0	8	61	0	0	How to pull and pop elements in a stack data structure ?
data	NOUN	0	6_pert_3	6	0	0	9	62	0	0	How to pull and pop elements in a stack data structure ?
structure	NOUN	0	6_pert_3	6	0	0	10	63	0	0	How to pull and pop elements in a stack data structure ?
?	PUNCT	0	6_pert_3	6	0	0	11	64	0	0	How to pull and pop elements in a stack data structure ?
4	['SCONJ', 'PART', 'VERB', 'CCONJ', 'NOUN', 'NOUN', 'ADP', 'DET', 'NOUN', 'NOUN', 'NOUN', 'PUNCT']	[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]	6_pert_3	6	0	-1	-1		1	2	How to pull and pop elements in a stack data structure ?
How	SCONJ	0	6_pert_4	6	0	0	0	66	0	0	How to drop and pop elements in a stack data structure ?
to	PART	0	6_pert_4	6	0	0	1	67	0	0	How to drop and pop elements in a stack data structure ?
drop	VERB	0	6_pert_4	6	0	1	2	68	0	0	How to drop and pop elements in a stack data structure ?
and	CCONJ	0	6_pert_4	6	0	0	3	69	0	0	How to drop and pop elements in a stack data structure ?
pop	NOUN	0	6_pert_4	6	0	0	4	70	0	0	How to drop and pop elements in a stack data structure ?
elements	NOUN	0	6_pert_4	6	0	0	5	71	0	0	How to drop and pop elements in a stack data structure ?
in	ADP	0	6_pert_4	6	0	0	6	72	0	0	How to drop and pop elements in a stack data structure ?
a	DET	0	6_pert_4	6	0	0	7	73	0	0	How to drop and pop elements in a stack data structure ?
stack	NOUN	0	6_pert_4	6	0	0	8	74	0	0	How to drop and pop elements in a stack data structure ?
data	NOUN	0	6_pert_4	6	0	0	9	75	0	0	How to drop and pop elements in a stack data structure ?
structure	NOUN	0	6_pert_4	6	0	0	10	76	0	0	How to drop and pop elements in a stack data structure ?
?	PUNCT	0	6_pert_4	6	0	0	11	77	0	0	How to drop and pop elements in a stack data structure ?
5	['SCONJ', 'PART', 'VERB', 'CCONJ', 'NOUN', 'NOUN', 'ADP', 'DET', 'NOUN', 'NOUN', 'NOUN', 'PUNCT']	[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]	6_pert_4	6	0	-1	-1		1	2	How to drop and pop elements in a stack data structure ?
How	SCONJ	0	6_pert_5	6	0	0	0	79	0	0	How to plug and pop elements in a stack data structure ?
to	PART	0	6_pert_5	6	0	0	1	80	0	0	How to plug and pop elements in a stack data structure ?
plug	VERB	0	6_pert_5	6	0	1	2	81	0	0	How to plug and pop elements in a stack data structure ?
and	CCONJ	0	6_pert_5	6	0	0	3	82	0	0	How to plug and pop elements in a stack data structure ?
pop	VERB	0	6_pert_5	6	0	0	4	83	0	0	How to plug and pop elements in a stack data structure ?
elements	NOUN	0	6_pert_5	6	0	0	5	84	0	0	How to plug and pop elements in a stack data structure ?
in	ADP	0	6_pert_5	6	0	0	6	85	0	0	How to plug and pop elements in a stack data structure ?
a	DET	0	6_pert_5	6	0	0	7	86	0	0	How to plug and pop elements in a stack data structure ?
stack	NOUN	0	6_pert_5	6	0	0	8	87	0	0	How to plug and pop elements in a stack data structure ?
data	NOUN	0	6_pert_5	6	0	0	9	88	0	0	How to plug and pop elements in a stack data structure ?
structure	NOUN	0	6_pert_5	6	0	0	10	89	0	0	How to plug and pop elements in a stack data structure ?
?	PUNCT	0	6_pert_5	6	0	0	11	90	0	0	How to plug and pop elements in a stack data structure ?
6	['SCONJ', 'PART', 'VERB', 'CCONJ', 'VERB', 'NOUN', 'ADP', 'DET', 'NOUN', 'NOUN', 'NOUN', 'PUNCT']	[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]	6_pert_5	6	0	-1	-1		1	2	How to plug and pop elements in a stack data structure ?
How	SCONJ	0	6_pert_6	6	0	0	0	92	0	0	How to smash and pop elements in a stack data structure ?
to	PART	0	6_pert_6	6	0	0	1	93	0	0	How to smash and pop elements in a stack data structure ?
smash	VERB	0	6_pert_6	6	0	1	2	94	0	0	How to smash and pop elements in a stack data structure ?
and	CCONJ	0	6_pert_6	6	0	0	3	95	0	0	How to smash and pop elements in a stack data structure ?
pop	NOUN	0	6_pert_6	6	0	0	4	96	0	0	How to smash and pop elements in a stack data structure ?
elements	NOUN	0	6_pert_6	6	0	0	5	97	0	0	How to smash and pop elements in a stack data structure ?
in	ADP	0	6_pert_6	6	0	0	6	98	0	0	How to smash and pop elements in a stack data structure ?
a	DET	0	6_pert_6	6	0	0	7	99	0	0	How to smash and pop elements in a stack data structure ?
stack	NOUN	0	6_pert_6	6	0	0	8	100	0	0	How to smash and pop elements in a stack data structure ?
data	NOUN	0	6_pert_6	6	0	0	9	101	0	0	How to smash and pop elements in a stack data structure ?
structure	NOUN	0	6_pert_6	6	0	0	10	102	0	0	How to smash and pop elements in a stack data structure ?
?	PUNCT	0	6_pert_6	6	0	0	11	103	0	0	How to smash and pop elements in a stack data structure ?
7	['SCONJ', 'PART', 'VERB', 'CCONJ', 'NOUN', 'NOUN', 'ADP', 'DET', 'NOUN', 'NOUN', 'NOUN', 'PUNCT']	[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]	6_pert_6	6	0	-1	-1		1	2	How to smash and pop elements in a stack data structure ?
How	SCONJ	0	6_pert_7	6	0	0	0	105	0	0	How to rock and pop elements in a stack data structure ?
