Token	POS-Tag	OOV	Id	Origem	Classe	Perturbada	Index	Granularidade	Tipo_Texto	Sentença
How	SCONJ	0	5	5	1	0	0	0	1	How to push elements in a stack data structure ?
to	PART	0	5	5	1	0	1	0	1	How to push elements in a stack data structure ?
push	VERB	0	5	5	1	1	2	0	1	How to push elements in a stack data structure ?
elements	NOUN	0	5	5	1	0	3	0	1	How to push elements in a stack data structure ?
in	ADP	0	5	5	1	0	4	0	1	How to push elements in a stack data structure ?
a	DET	0	5	5	1	0	5	0	1	How to push elements in a stack data structure ?
stack	NOUN	0	5	5	1	0	6	0	1	How to push elements in a stack data structure ?
data	NOUN	0	5	5	1	0	7	0	1	How to push elements in a stack data structure ?
structure	NOUN	0	5	5	1	0	8	0	1	How to push elements in a stack data structure ?
?	PUNCT	0	5	5	1	0	9	0	1	How to push elements in a stack data structure ?
0	['SCONJ', 'PART', 'VERB', 'NOUN', 'ADP', 'DET', 'NOUN', 'NOUN', 'NOUN', 'PUNCT']	[0, 0, 0, 0, 0, 0, 0, 0, 0, 0]	5	5	1	-1	-1	1	3	How to push elements in a stack data structure ?
How	SCONJ	0	5_pert_0	5	0	0	0	0	0	How to store elements in a stack data structure ?
to	PART	0	5_pert_0	5	0	0	1	0	0	How to store elements in a stack data structure ?
store	VERB	0	5_pert_0	5	0	1	2	0	0	How to store elements in a stack data structure ?
elements	NOUN	0	5_pert_0	5	0	0	3	0	0	How to store elements in a stack data structure ?
in	ADP	0	5_pert_0	5	0	0	4	0	0	How to store elements in a stack data structure ?
a	DET	0	5_pert_0	5	0	0	5	0	0	How to store elements in a stack data structure ?
stack	NOUN	0	5_pert_0	5	0	0	6	0	0	How to store elements in a stack data structure ?
data	NOUN	0	5_pert_0	5	0	0	7	0	0	How to store elements in a stack data structure ?
structure	NOUN	0	5_pert_0	5	0	0	8	0	0	How to store elements in a stack data structure ?
?	PUNCT	0	5_pert_0	5	0	0	9	0	0	How to store elements in a stack data structure ?
1	['SCONJ', 'PART', 'VERB', 'NOUN', 'ADP', 'DET', 'NOUN', 'NOUN', 'NOUN', 'PUNCT']	[0, 0, 0, 0, 0, 0, 0, 0, 0, 0]	5_pert_0	5	0	-1	-1	1	2	How to store elements in a stack data structure ?
How	SCONJ	0	5_pert_1	5	0	0	0	0	0	How to organize elements in a stack data structure ?
to	PART	0	5_pert_1	5	0	0	1	0	0	How to organize elements in a stack data structure ?
organize	VERB	0	5_pert_1	5	0	1	2	0	0	How to organize elements in a stack data structure ?
elements	NOUN	0	5_pert_1	5	0	0	3	0	0	How to organize elements in a stack data structure ?
in	ADP	0	5_pert_1	5	0	0	4	0	0	How to organize elements in a stack data structure ?
a	DET	0	5_pert_1	5	0	0	5	0	0	How to organize elements in a stack data structure ?
stack	NOUN	0	5_pert_1	5	0	0	6	0	0	How to organize elements in a stack data structure ?
data	NOUN	0	5_pert_1	5	0	0	7	0	0	How to organize elements in a stack data structure ?
structure	NOUN	0	5_pert_1	5	0	0	8	0	0	How to organize elements in a stack data structure ?
?	PUNCT	0	5_pert_1	5	0	0	9	0	0	How to organize elements in a stack data structure ?
