Token	POS-Tag	OOV	Id	Origem	Classe	Perturbada	Index	Granularidade	Tipo_Texto	Sentença
How	SCONJ	0	1	1	1	0	0	0	1	How to enqueue elements in a queue ?
to	PART	0	1	1	1	0	1	0	1	How to enqueue elements in a queue ?
enqueue	VERB	1	1	1	1	1	2	0	1	How to enqueue elements in a queue ?
elements	NOUN	0	1	1	1	0	3	0	1	How to enqueue elements in a queue ?
in	ADP	0	1	1	1	0	4	0	1	How to enqueue elements in a queue ?
a	DET	0	1	1	1	0	5	0	1	How to enqueue elements in a queue ?
queue	NOUN	1	1	1	1	0	6	0	1	How to enqueue elements in a queue ?
?	PUNCT	0	1	1	1	0	7	0	1	How to enqueue elements in a queue ?
0	['SCONJ', 'PART', 'VERB', 'NOUN', 'ADP', 'DET', 'NOUN', 'PUNCT']	[0, 0, 1, 0, 0, 0, 1, 0]	1	1	1	-1	-1	1	3	How to enqueue elements in a queue ?
How	SCONJ	0	1_pert_0	1	0	0	0	0	0	How to place elements in a queue ?
to	PART	0	1_pert_0	1	0	0	1	0	0	How to place elements in a queue ?
place	VERB	0	1_pert_0	1	0	1	2	0	0	How to place elements in a queue ?
elements	NOUN	0	1_pert_0	1	0	0	3	0	0	How to place elements in a queue ?
in	ADP	0	1_pert_0	1	0	0	4	0	0	How to place elements in a queue ?
a	DET	0	1_pert_0	1	0	0	5	0	0	How to place elements in a queue ?
queue	NOUN	1	1_pert_0	1	0	0	6	0	0	How to place elements in a queue ?
?	PUNCT	0	1_pert_0	1	0	0	7	0	0	How to place elements in a queue ?
1	['SCONJ', 'PART', 'VERB', 'NOUN', 'ADP', 'DET', 'NOUN', 'PUNCT']	[0, 0, 0, 0, 0, 0, 1, 0]	1_pert_0	1	0	-1	-1	1	2	How to place elements in a queue ?
How	SCONJ	0	1_pert_1	1	0	0	0	0	0	How to arrange elements in a queue ?
to	PART	0	1_pert_1	1	0	0	1	0	0	How to arrange elements in a queue ?
arrange	VERB	0	1_pert_1	1	0	1	2	0	0	How to arrange elements in a queue ?
elements	NOUN	0	1_pert_1	1	0	0	3	0	0	How to arrange elements in a queue ?
in	ADP	0	1_pert_1	1	0	0	4	0	0	How to arrange elements in a queue ?
a	DET	0	1_pert_1	1	0	0	5	0	0	How to arrange elements in a queue ?
queue	NOUN	1	1_pert_1	1	0	0	6	0	0	How to arrange elements in a queue ?
?	PUNCT	0	1_pert_1	1	0	0	7	0	0	How to arrange elements in a queue ?
2	['SCONJ', 'PART', 'VERB', 'NOUN', 'ADP', 'DET', 'NOUN', 'PUNCT']	[0, 0, 0, 0, 0, 0, 1, 0]	1_pert_1	1	0	-1	-1	1	2	How to arrange elements in a queue ?
How	SCONJ	0	1_pert_2	1	0	0	0	0	0	How to organize elements in a queue ?
to	PART	0	1_pert_2	1	0	0	1	0	0	How to organize elements in a queue ?
organize	VERB	0	1_pert_2	1	0	1	2	0	0	How to organize elements in a queue ?
elements	NOUN	0	1_pert_2	1	0	0	3	0	0	How to organize elements in a queue ?
in	ADP	0	1_pert_2	1	0	0	4	0	0	How to organize elements in a queue ?
a	DET	0	1_pert_2	1	0	0	5	0	0	How to organize elements in a queue ?
queue	NOUN	1	1_pert_2	1	0	0	6	0	0	How to organize elements in a queue ?
?	PUNCT	0	1_pert_2	1	0	0	7	0	0	How to organize elements in a queue ?
3	['SCONJ', 'PART', 'VERB', 'NOUN', 'ADP', 'DET', 'NOUN', 'PUNCT']	[0, 0, 0, 0, 0, 0, 1, 0]	1_pert_2	1	0	-1	-1	1	2	How to organize elements in a queue ?
How	SCONJ	0	1_pert_3	1	0	0	0	0	0	How to manage elements in a queue ?
to	PART	0	1_pert_3	1	0	0	1	0	0	How to manage elements in a queue ?
manage	VERB	0	1_pert_3	1	0	1	2	0	0	How to manage elements in a queue ?
elements	NOUN	0	1_pert_3	1	0	0	3	0	0	How to manage elements in a queue ?
in	ADP	0	1_pert_3	1	0	0	4	0	0	How to manage elements in a queue ?
a	DET	0	1_pert_3	1	0	0	5	0	0	How to manage elements in a queue ?
queue	NOUN	1	1_pert_3	1	0	0	6	0	0	How to manage elements in a queue ?
?	PUNCT	0	1_pert_3	1	0	0	7	0	0	How to manage elements in a queue ?
4	['SCONJ', 'PART', 'VERB', 'NOUN', 'ADP', 'DET', 'NOUN', 'PUNCT']	[0, 0, 0, 0, 0, 0, 1, 0]	1_pert_3	1	0	-1	-1	1	2	How to manage elements in a queue ?
How	SCONJ	0	1_pert_4	1	0	0	0	0	0	How to put elements in a queue ?
to	PART	0	1_pert_4	1	0	0	1	0	0	How to put elements in a queue ?
put	VERB	0	1_pert_4	1	0	1	2	0	0	How to put elements in a queue ?
elements	NOUN	0	1_pert_4	1	0	0	3	0	0	How to put elements in a queue ?
in	ADP	0	1_pert_4	1	0	0	4	0	0	How to put elements in a queue ?
a	DET	0	1_pert_4	1	0	0	5	0	0	How to put elements in a queue ?
queue	NOUN	1	1_pert_4	1	0	0	6	0	0	How to put elements in a queue ?
?	PUNCT	0	1_pert_4	1	0	0	7	0	0	How to put elements in a queue ?
5	['SCONJ', 'PART', 'VERB', 'NOUN', 'ADP', 'DET', 'NOUN', 'PUNCT']	[0, 0, 0, 0, 0, 0, 1, 0]	1_pert_4	1	0	-1	-1	1	2	How to put elements in a queue ?
How	SCONJ	0	1_pert_5	1	0	0	0	0	0	How to sort elements in a queue ?
to	PART	0	1_pert_5	1	0	0	1	0	0	How to sort elements in a queue ?
sort	VERB	0	1_pert_5	1	0	1	2	0	0	How to sort elements in a queue ?
elements	NOUN	0	1_pert_5	1	0	0	3	0	0	How to sort elements in a queue ?
in	ADP	0	1_pert_5	1	0	0	4	0	0	How to sort elements in a queue ?
a	DET	0	1_pert_5	1	0	0	5	0	0	How to sort elements in a queue ?
queue	NOUN	1	1_pert_5	1	0	0	6	0	0	How to sort elements in a queue ?
?	PUNCT	0	1_pert_5	1	0	0	7	0	0	How to sort elements in a queue ?
6	['SCONJ', 'PART', 'VERB', 'NOUN', 'ADP', 'DET', 'NOUN', 'PUNCT']	[0, 0, 0, 0, 0, 0, 1, 0]	1_pert_5	1	0	-1	-1	1	2	How to sort elements in a queue ?
How	SCONJ	0	1_pert_6	1	0	0	0	0	0	How to store elements in a queue ?
to	PART	0	1_pert_6	1	0	0	1	0	0	How to store elements in a queue ?
store	VERB	0	1_pert_6	1	0	1	2	0	0	How to store elements in a queue ?
elements	NOUN	0	1_pert_6	1	0	0	3	0	0	How to store elements in a queue ?
in	ADP	0	1_pert_6	1	0	0	4	0	0	How to store elements in a queue ?
a	DET	0	1_pert_6	1	0	0	5	0	0	How to store elements in a queue ?
queue	NOUN	1	1_pert_6	1	0	0	6	0	0	How to store elements in a queue ?
?	PUNCT	0	1_pert_6	1	0	0	7	0	0	How to store elements in a queue ?
7	['SCONJ', 'PART', 'VERB', 'NOUN', 'ADP', 'DET', 'NOUN', 'PUNCT']	[0, 0, 0, 0, 0, 0, 1, 0]	1_pert_6	1	0	-1	-1	1	2	How to store elements in a queue ?
How	SCONJ	0	1_pert_7	1	0	0	0	0	0	How to find elements in a queue ?
to	PART	0	1_pert_7	1	0	0	1	0	0	How to find elements in a queue ?
find	VERB	0	1_pert_7	1	0	1	2	0	0	How to find elements in a queue ?
elements	NOUN	0	1_pert_7	1	0	0	3	0	0	How to find elements in a queue ?
in	ADP	0	1_pert_7	1	0	0	4	0	0	How to find elements in a queue ?
a	DET	0	1_pert_7	1	0	0	5	0	0	How to find elements in a queue ?
queue	NOUN	1	1_pert_7	1	0	0	6	0	0	How to find elements in a queue ?
?	PUNCT	0	1_pert_7	1	0	0	7	0	0	How to find elements in a queue ?
8	['SCONJ', 'PART', 'VERB', 'NOUN', 'ADP', 'DET', 'NOUN', 'PUNCT']	[0, 0, 0, 0, 0, 0, 1, 0]	1_pert_7	1	0	-1	-1	1	2	How to find elements in a queue ?
How	SCONJ	0	1_pert_8	1	0	0	0	0	0	How to separate elements in a queue ?
to	PART	0	1_pert_8	1	0	0	1	0	0	How to separate elements in a queue ?
separate	VERB	0	1_pert_8	1	0	1	2	0	0	How to separate elements in a queue ?
elements	NOUN	0	1_pert_8	1	0	0	3	0	0	How to separate elements in a queue ?
in	ADP	0	1_pert_8	1	0	0	4	0	0	How to separate elements in a queue ?
a	DET	0	1_pert_8	1	0	0	5	0	0	How to separate elements in a queue ?
