Token	POS-Tag	OOV	Id	Origem	Classe	Perturbada	Index	__next__	Granularidade	Tipo_Texto	Sentença
What	PRON	0	16p0	16p0	1	0	0	1	0	1	What is a stack and how to enqueue and dequeue its elements ?
is	AUX	0	16p0	16p0	1	0	1	2	0	1	What is a stack and how to enqueue and dequeue its elements ?
a	DET	0	16p0	16p0	1	0	2	3	0	1	What is a stack and how to enqueue and dequeue its elements ?
stack	NOUN	0	16p0	16p0	1	0	3	4	0	1	What is a stack and how to enqueue and dequeue its elements ?
and	CCONJ	0	16p0	16p0	1	0	4	5	0	1	What is a stack and how to enqueue and dequeue its elements ?
how	SCONJ	0	16p0	16p0	1	0	5	6	0	1	What is a stack and how to enqueue and dequeue its elements ?
to	PART	0	16p0	16p0	1	0	6	7	0	1	What is a stack and how to enqueue and dequeue its elements ?
enqueue	VERB	1	16p0	16p0	1	0	7	8	0	1	What is a stack and how to enqueue and dequeue its elements ?
and	CCONJ	0	16p0	16p0	1	0	8	9	0	1	What is a stack and how to enqueue and dequeue its elements ?
dequeue	VERB	1	16p0	16p0	1	1	9	10	0	1	What is a stack and how to enqueue and dequeue its elements ?
its	PRON	0	16p0	16p0	1	0	10	11	0	1	What is a stack and how to enqueue and dequeue its elements ?
elements	NOUN	0	16p0	16p0	1	0	11	12	0	1	What is a stack and how to enqueue and dequeue its elements ?
?	PUNCT	0	16p0	16p0	1	0	12	13	0	1	What is a stack and how to enqueue and dequeue its elements ?
0	['PRON', 'AUX', 'DET', 'NOUN', 'CCONJ', 'SCONJ', 'PART', 'VERB', 'CCONJ', 'VERB', 'PRON', 'NOUN', 'PUNCT']	[0, 0, 0, 0, 0, 0, 0, 1, 0, 1, 0, 0, 0]	16p0	16p0	1	-1	-1		1	3	What is a stack and how to enqueue and dequeue its elements ?
What	PRON	0	16p0_pert_0	16p0	0	0	0	15	0	0	What is a stack and how to enqueue and organize its elements ?
is	AUX	0	16p0_pert_0	16p0	0	0	1	16	0	0	What is a stack and how to enqueue and organize its elements ?
a	DET	0	16p0_pert_0	16p0	0	0	2	17	0	0	What is a stack and how to enqueue and organize its elements ?
stack	NOUN	0	16p0_pert_0	16p0	0	0	3	18	0	0	What is a stack and how to enqueue and organize its elements ?
and	CCONJ	0	16p0_pert_0	16p0	0	0	4	19	0	0	What is a stack and how to enqueue and organize its elements ?
how	SCONJ	0	16p0_pert_0	16p0	0	0	5	20	0	0	What is a stack and how to enqueue and organize its elements ?
to	PART	0	16p0_pert_0	16p0	0	0	6	21	0	0	What is a stack and how to enqueue and organize its elements ?
enqueue	VERB	1	16p0_pert_0	16p0	0	0	7	22	0	0	What is a stack and how to enqueue and organize its elements ?
and	CCONJ	0	16p0_pert_0	16p0	0	0	8	23	0	0	What is a stack and how to enqueue and organize its elements ?
organize	VERB	0	16p0_pert_0	16p0	0	1	9	24	0	0	What is a stack and how to enqueue and organize its elements ?
its	PRON	0	16p0_pert_0	16p0	0	0	10	25	0	0	What is a stack and how to enqueue and organize its elements ?
elements	NOUN	0	16p0_pert_0	16p0	0	0	11	26	0	0	What is a stack and how to enqueue and organize its elements ?
?	PUNCT	0	16p0_pert_0	16p0	0	0	12	27	0	0	What is a stack and how to enqueue and organize its elements ?
1	['PRON', 'AUX', 'DET', 'NOUN', 'CCONJ', 'SCONJ', 'PART', 'VERB', 'CCONJ', 'VERB', 'PRON', 'NOUN', 'PUNCT']	[0, 0, 0, 0, 0, 0, 0, 1, 0, 0, 0, 0, 0]	16p0_pert_0	16p0	0	-1	-1		1	2	What is a stack and how to enqueue and organize its elements ?
What	PRON	0	16p0_pert_1	16p0	0	0	0	29	0	0	What is a stack and how to enqueue and combine its elements ?
is	AUX	0	16p0_pert_1	16p0	0	0	1	30	0	0	What is a stack and how to enqueue and combine its elements ?
a	DET	0	16p0_pert_1	16p0	0	0	2	31	0	0	What is a stack and how to enqueue and combine its elements ?
stack	NOUN	0	16p0_pert_1	16p0	0	0	3	32	0	0	What is a stack and how to enqueue and combine its elements ?
and	CCONJ	0	16p0_pert_1	16p0	0	0	4	33	0	0	What is a stack and how to enqueue and combine its elements ?
how	SCONJ	0	16p0_pert_1	16p0	0	0	5	34	0	0	What is a stack and how to enqueue and combine its elements ?
to	PART	0	16p0_pert_1	16p0	0	0	6	35	0	0	What is a stack and how to enqueue and combine its elements ?
enqueue	VERB	1	16p0_pert_1	16p0	0	0	7	36	0	0	What is a stack and how to enqueue and combine its elements ?
and	CCONJ	0	16p0_pert_1	16p0	0	0	8	37	0	0	What is a stack and how to enqueue and combine its elements ?
combine	VERB	0	16p0_pert_1	16p0	0	1	9	38	0	0	What is a stack and how to enqueue and combine its elements ?
its	PRON	0	16p0_pert_1	16p0	0	0	10	39	0	0	What is a stack and how to enqueue and combine its elements ?
elements	NOUN	0	16p0_pert_1	16p0	0	0	11	40	0	0	What is a stack and how to enqueue and combine its elements ?
?	PUNCT	0	16p0_pert_1	16p0	0	0	12	41	0	0	What is a stack and how to enqueue and combine its elements ?
2	['PRON', 'AUX', 'DET', 'NOUN', 'CCONJ', 'SCONJ', 'PART', 'VERB', 'CCONJ', 'VERB', 'PRON', 'NOUN', 'PUNCT']	[0, 0, 0, 0, 0, 0, 0, 1, 0, 0, 0, 0, 0]	16p0_pert_1	16p0	0	-1	-1		1	2	What is a stack and how to enqueue and combine its elements ?
What	PRON	0	16p0_pert_2	16p0	0	0	0	43	0	0	What is a stack and how to enqueue and arrange its elements ?
is	AUX	0	16p0_pert_2	16p0	0	0	1	44	0	0	What is a stack and how to enqueue and arrange its elements ?
a	DET	0	16p0_pert_2	16p0	0	0	2	45	0	0	What is a stack and how to enqueue and arrange its elements ?
stack	NOUN	0	16p0_pert_2	16p0	0	0	3	46	0	0	What is a stack and how to enqueue and arrange its elements ?
and	CCONJ	0	16p0_pert_2	16p0	0	0	4	47	0	0	What is a stack and how to enqueue and arrange its elements ?
how	SCONJ	0	16p0_pert_2	16p0	0	0	5	48	0	0	What is a stack and how to enqueue and arrange its elements ?
to	PART	0	16p0_pert_2	16p0	0	0	6	49	0	0	What is a stack and how to enqueue and arrange its elements ?
enqueue	VERB	1	16p0_pert_2	16p0	0	0	7	50	0	0	What is a stack and how to enqueue and arrange its elements ?
and	CCONJ	0	16p0_pert_2	16p0	0	0	8	51	0	0	What is a stack and how to enqueue and arrange its elements ?
arrange	VERB	0	16p0_pert_2	16p0	0	1	9	52	0	0	What is a stack and how to enqueue and arrange its elements ?
its	PRON	0	16p0_pert_2	16p0	0	0	10	53	0	0	What is a stack and how to enqueue and arrange its elements ?
elements	NOUN	0	16p0_pert_2	16p0	0	0	11	54	0	0	What is a stack and how to enqueue and arrange its elements ?
?	PUNCT	0	16p0_pert_2	16p0	0	0	12	55	0	0	What is a stack and how to enqueue and arrange its elements ?
