Token	POS-Tag	OOV	Id	Origem	Classe	Perturbada	Index	__next__	Granularidade	Tipo_Texto	Sentença
What	PRON	0	12p0	12p0	1	0	0	1	0	1	What is a queue and how to pop an element from it ?
is	AUX	0	12p0	12p0	1	0	1	2	0	1	What is a queue and how to pop an element from it ?
a	DET	0	12p0	12p0	1	0	2	3	0	1	What is a queue and how to pop an element from it ?
queue	NOUN	1	12p0	12p0	1	0	3	4	0	1	What is a queue and how to pop an element from it ?
and	CCONJ	0	12p0	12p0	1	0	4	5	0	1	What is a queue and how to pop an element from it ?
how	SCONJ	0	12p0	12p0	1	0	5	6	0	1	What is a queue and how to pop an element from it ?
to	PART	0	12p0	12p0	1	0	6	7	0	1	What is a queue and how to pop an element from it ?
pop	VERB	0	12p0	12p0	1	1	7	8	0	1	What is a queue and how to pop an element from it ?
an	DET	0	12p0	12p0	1	0	8	9	0	1	What is a queue and how to pop an element from it ?
element	NOUN	0	12p0	12p0	1	0	9	10	0	1	What is a queue and how to pop an element from it ?
from	ADP	0	12p0	12p0	1	0	10	11	0	1	What is a queue and how to pop an element from it ?
it	PRON	0	12p0	12p0	1	0	11	12	0	1	What is a queue and how to pop an element from it ?
?	PUNCT	0	12p0	12p0	1	0	12	13	0	1	What is a queue and how to pop an element from it ?
0	['PRON', 'AUX', 'DET', 'NOUN', 'CCONJ', 'SCONJ', 'PART', 'VERB', 'DET', 'NOUN', 'ADP', 'PRON', 'PUNCT']	[0, 0, 0, 1, 0, 0, 0, 0, 0, 0, 0, 0, 0]	12p0	12p0	1	-1	-1		1	3	What is a queue and how to pop an element from it ?
What	PRON	0	12p0_pert_0	12p0	0	0	0	15	0	0	What is a queue and how to extract an element from it ?
is	AUX	0	12p0_pert_0	12p0	0	0	1	16	0	0	What is a queue and how to extract an element from it ?
a	DET	0	12p0_pert_0	12p0	0	0	2	17	0	0	What is a queue and how to extract an element from it ?
queue	NOUN	1	12p0_pert_0	12p0	0	0	3	18	0	0	What is a queue and how to extract an element from it ?
and	CCONJ	0	12p0_pert_0	12p0	0	0	4	19	0	0	What is a queue and how to extract an element from it ?
how	SCONJ	0	12p0_pert_0	12p0	0	0	5	20	0	0	What is a queue and how to extract an element from it ?
to	PART	0	12p0_pert_0	12p0	0	0	6	21	0	0	What is a queue and how to extract an element from it ?
extract	VERB	0	12p0_pert_0	12p0	0	1	7	22	0	0	What is a queue and how to extract an element from it ?
an	DET	0	12p0_pert_0	12p0	0	0	8	23	0	0	What is a queue and how to extract an element from it ?
element	NOUN	0	12p0_pert_0	12p0	0	0	9	24	0	0	What is a queue and how to extract an element from it ?
from	ADP	0	12p0_pert_0	12p0	0	0	10	25	0	0	What is a queue and how to extract an element from it ?
it	PRON	0	12p0_pert_0	12p0	0	0	11	26	0	0	What is a queue and how to extract an element from it ?
?	PUNCT	0	12p0_pert_0	12p0	0	0	12	27	0	0	What is a queue and how to extract an element from it ?
1	['PRON', 'AUX', 'DET', 'NOUN', 'CCONJ', 'SCONJ', 'PART', 'VERB', 'DET', 'NOUN', 'ADP', 'PRON', 'PUNCT']	[0, 0, 0, 1, 0, 0, 0, 0, 0, 0, 0, 0, 0]	12p0_pert_0	12p0	0	-1	-1		1	2	What is a queue and how to extract an element from it ?
What	PRON	0	12p0_pert_1	12p0	0	0	0	29	0	0	What is a queue and how to remove an element from it ?
is	AUX	0	12p0_pert_1	12p0	0	0	1	30	0	0	What is a queue and how to remove an element from it ?
a	DET	0	12p0_pert_1	12p0	0	0	2	31	0	0	What is a queue and how to remove an element from it ?
queue	NOUN	1	12p0_pert_1	12p0	0	0	3	32	0	0	What is a queue and how to remove an element from it ?
and	CCONJ	0	12p0_pert_1	12p0	0	0	4	33	0	0	What is a queue and how to remove an element from it ?
how	SCONJ	0	12p0_pert_1	12p0	0	0	5	34	0	0	What is a queue and how to remove an element from it ?
to	PART	0	12p0_pert_1	12p0	0	0	6	35	0	0	What is a queue and how to remove an element from it ?
remove	VERB	0	12p0_pert_1	12p0	0	1	7	36	0	0	What is a queue and how to remove an element from it ?
an	DET	0	12p0_pert_1	12p0	0	0	8	37	0	0	What is a queue and how to remove an element from it ?
element	NOUN	0	12p0_pert_1	12p0	0	0	9	38	0	0	What is a queue and how to remove an element from it ?
from	ADP	0	12p0_pert_1	12p0	0	0	10	39	0	0	What is a queue and how to remove an element from it ?
it	PRON	0	12p0_pert_1	12p0	0	0	11	40	0	0	What is a queue and how to remove an element from it ?
?	PUNCT	0	12p0_pert_1	12p0	0	0	12	41	0	0	What is a queue and how to remove an element from it ?
2	['PRON', 'AUX', 'DET', 'NOUN', 'CCONJ', 'SCONJ', 'PART', 'VERB', 'DET', 'NOUN', 'ADP', 'PRON', 'PUNCT']	[0, 0, 0, 1, 0, 0, 0, 0, 0, 0, 0, 0, 0]	12p0_pert_1	12p0	0	-1	-1		1	2	What is a queue and how to remove an element from it ?
What	PRON	0	12p0_pert_2	12p0	0	0	0	43	0	0	What is a queue and how to create an element from it ?
is	AUX	0	12p0_pert_2	12p0	0	0	1	44	0	0	What is a queue and how to create an element from it ?
a	DET	0	12p0_pert_2	12p0	0	0	2	45	0	0	What is a queue and how to create an element from it ?
queue	NOUN	1	12p0_pert_2	12p0	0	0	3	46	0	0	What is a queue and how to create an element from it ?
and	CCONJ	0	12p0_pert_2	12p0	0	0	4	47	0	0	What is a queue and how to create an element from it ?
how	SCONJ	0	12p0_pert_2	12p0	0	0	5	48	0	0	What is a queue and how to create an element from it ?
to	PART	0	12p0_pert_2	12p0	0	0	6	49	0	0	What is a queue and how to create an element from it ?
create	VERB	0	12p0_pert_2	12p0	0	1	7	50	0	0	What is a queue and how to create an element from it ?
an	DET	0	12p0_pert_2	12p0	0	0	8	51	0	0	What is a queue and how to create an element from it ?
element	NOUN	0	12p0_pert_2	12p0	0	0	9	52	0	0	What is a queue and how to create an element from it ?
from	ADP	0	12p0_pert_2	12p0	0	0	10	53	0	0	What is a queue and how to create an element from it ?
it	PRON	0	12p0_pert_2	12p0	0	0	11	54	0	0	What is a queue and how to create an element from it ?
?	PUNCT	0	12p0_pert_2	12p0	0	0	12	55	0	0	What is a queue and how to create an element from it ?
3	['PRON', 'AUX', 'DET', 'NOUN', 'CCONJ', 'SCONJ', 'PART', 'VERB', 'DET', 'NOUN', 'ADP', 'PRON', 'PUNCT']	[0, 0, 0, 1, 0, 0, 0, 0, 0, 0, 0, 0, 0]	12p0_pert_2	12p0	0	-1	-1		1	2	What is a queue and how to create an element from it ?
What	PRON	0	12p0_pert_3	12p0	0	0	0	57	0	0	What is a queue and how to retrieve an element from it ?
is	AUX	0	12p0_pert_3	12p0	0	0	1	58	0	0	What is a queue and how to retrieve an element from it ?
a	DET	0	12p0_pert_3	12p0	0	0	2	59	0	0	What is a queue and how to retrieve an element from it ?
queue	NOUN	1	12p0_pert_3	12p0	0	0	3	60	0	0	What is a queue and how to retrieve an element from it ?
and	CCONJ	0	12p0_pert_3	12p0	0	0	4	61	0	0	What is a queue and how to retrieve an element from it ?
how	SCONJ	0	12p0_pert_3	12p0	0	0	5	62	0	0	What is a queue and how to retrieve an element from it ?
to	PART	0	12p0_pert_3	12p0	0	0	6	63	0	0	What is a queue and how to retrieve an element from it ?
retrieve	VERB	0	12p0_pert_3	12p0	0	1	7	64	0	0	What is a queue and how to retrieve an element from it ?
an	DET	0	12p0_pert_3	12p0	0	0	8	65	0	0	What is a queue and how to retrieve an element from it ?
element	NOUN	0	12p0_pert_3	12p0	0	0	9	66	0	0	What is a queue and how to retrieve an element from it ?
from	ADP	0	12p0_pert_3	12p0	0	0	10	67	0	0	What is a queue and how to retrieve an element from it ?
it	PRON	0	12p0_pert_3	12p0	0	0	11	68	0	0	What is a queue and how to retrieve an element from it ?
?	PUNCT	0	12p0_pert_3	12p0	0	0	12	69	0	0	What is a queue and how to retrieve an element from it ?
4	['PRON', 'AUX', 'DET', 'NOUN', 'CCONJ', 'SCONJ', 'PART', 'VERB', 'DET', 'NOUN', 'ADP', 'PRON', 'PUNCT']	[0, 0, 0, 1, 0, 0, 0, 0, 0, 0, 0, 0, 0]	12p0_pert_3	12p0	0	-1	-1		1	2	What is a queue and how to retrieve an element from it ?
What	PRON	0	12p0_pert_4	12p0	0	0	0	71	0	0	What is a queue and how to get an element from it ?
is	AUX	0	12p0_pert_4	12p0	0	0	1	72	0	0	What is a queue and how to get an element from it ?
a	DET	0	12p0_pert_4	12p0	0	0	2	73	0	0	What is a queue and how to get an element from it ?
queue	NOUN	1	12p0_pert_4	12p0	0	0	3	74	0	0	What is a queue and how to get an element from it ?
and	CCONJ	0	12p0_pert_4	12p0	0	0	4	75	0	0	What is a queue and how to get an element from it ?
