Token	POS-Tag	OOV	Id	Origem	Classe	Perturbada	Index	Granularidade	Tipo_Texto	Sentença
How	SCONJ	0	5p0	5p0	1	0	0	0	1	How to push elements in a queue data structure ?
to	PART	0	5p0	5p0	1	0	1	0	1	How to push elements in a queue data structure ?
push	VERB	0	5p0	5p0	1	1	2	0	1	How to push elements in a queue data structure ?
elements	NOUN	0	5p0	5p0	1	0	3	0	1	How to push elements in a queue data structure ?
in	ADP	0	5p0	5p0	1	0	4	0	1	How to push elements in a queue data structure ?
a	DET	0	5p0	5p0	1	0	5	0	1	How to push elements in a queue data structure ?
queue	NOUN	1	5p0	5p0	1	0	6	0	1	How to push elements in a queue data structure ?
data	NOUN	0	5p0	5p0	1	0	7	0	1	How to push elements in a queue data structure ?
structure	NOUN	0	5p0	5p0	1	0	8	0	1	How to push elements in a queue data structure ?
?	PUNCT	0	5p0	5p0	1	0	9	0	1	How to push elements in a queue data structure ?
0	['SCONJ', 'PART', 'VERB', 'NOUN', 'ADP', 'DET', 'NOUN', 'NOUN', 'NOUN', 'PUNCT']	[0, 0, 0, 0, 0, 0, 1, 0, 0, 0]	5p0	5p0	1	-1	-1	1	3	How to push elements in a queue data structure ?
How	SCONJ	0	5p0_pert_0	5p0	0	0	0	0	0	How to manage elements in a queue data structure ?
to	PART	0	5p0_pert_0	5p0	0	0	1	0	0	How to manage elements in a queue data structure ?
manage	VERB	0	5p0_pert_0	5p0	0	1	2	0	0	How to manage elements in a queue data structure ?
elements	NOUN	0	5p0_pert_0	5p0	0	0	3	0	0	How to manage elements in a queue data structure ?
in	ADP	0	5p0_pert_0	5p0	0	0	4	0	0	How to manage elements in a queue data structure ?
a	DET	0	5p0_pert_0	5p0	0	0	5	0	0	How to manage elements in a queue data structure ?
queue	NOUN	1	5p0_pert_0	5p0	0	0	6	0	0	How to manage elements in a queue data structure ?
data	NOUN	0	5p0_pert_0	5p0	0	0	7	0	0	How to manage elements in a queue data structure ?
structure	NOUN	0	5p0_pert_0	5p0	0	0	8	0	0	How to manage elements in a queue data structure ?
?	PUNCT	0	5p0_pert_0	5p0	0	0	9	0	0	How to manage elements in a queue data structure ?
1	['SCONJ', 'PART', 'VERB', 'NOUN', 'ADP', 'DET', 'NOUN', 'NOUN', 'NOUN', 'PUNCT']	[0, 0, 0, 0, 0, 0, 1, 0, 0, 0]	5p0_pert_0	5p0	0	-1	-1	1	2	How to manage elements in a queue data structure ?
How	SCONJ	0	5p0_pert_1	5p0	0	0	0	0	0	How to organize elements in a queue data structure ?
to	PART	0	5p0_pert_1	5p0	0	0	1	0	0	How to organize elements in a queue data structure ?
organize	VERB	0	5p0_pert_1	5p0	0	1	2	0	0	How to organize elements in a queue data structure ?
elements	NOUN	0	5p0_pert_1	5p0	0	0	3	0	0	How to organize elements in a queue data structure ?
in	ADP	0	5p0_pert_1	5p0	0	0	4	0	0	How to organize elements in a queue data structure ?
a	DET	0	5p0_pert_1	5p0	0	0	5	0	0	How to organize elements in a queue data structure ?
queue	NOUN	1	5p0_pert_1	5p0	0	0	6	0	0	How to organize elements in a queue data structure ?
data	NOUN	0	5p0_pert_1	5p0	0	0	7	0	0	How to organize elements in a queue data structure ?
structure	NOUN	0	5p0_pert_1	5p0	0	0	8	0	0	How to organize elements in a queue data structure ?
?	PUNCT	0	5p0_pert_1	5p0	0	0	9	0	0	How to organize elements in a queue data structure ?
2	['SCONJ', 'PART', 'VERB', 'NOUN', 'ADP', 'DET', 'NOUN', 'NOUN', 'NOUN', 'PUNCT']	[0, 0, 0, 0, 0, 0, 1, 0, 0, 0]	5p0_pert_1	5p0	0	-1	-1	1	2	How to organize elements in a queue data structure ?
How	SCONJ	0	5p0_pert_2	5p0	0	0	0	0	0	How to store elements in a queue data structure ?
to	PART	0	5p0_pert_2	5p0	0	0	1	0	0	How to store elements in a queue data structure ?
store	VERB	0	5p0_pert_2	5p0	0	1	2	0	0	How to store elements in a queue data structure ?
elements	NOUN	0	5p0_pert_2	5p0	0	0	3	0	0	How to store elements in a queue data structure ?
in	ADP	0	5p0_pert_2	5p0	0	0	4	0	0	How to store elements in a queue data structure ?
a	DET	0	5p0_pert_2	5p0	0	0	5	0	0	How to store elements in a queue data structure ?
queue	NOUN	1	5p0_pert_2	5p0	0	0	6	0	0	How to store elements in a queue data structure ?
data	NOUN	0	5p0_pert_2	5p0	0	0	7	0	0	How to store elements in a queue data structure ?
structure	NOUN	0	5p0_pert_2	5p0	0	0	8	0	0	How to store elements in a queue data structure ?
?	PUNCT	0	5p0_pert_2	5p0	0	0	9	0	0	How to store elements in a queue data structure ?
3	['SCONJ', 'PART', 'VERB', 'NOUN', 'ADP', 'DET', 'NOUN', 'NOUN', 'NOUN', 'PUNCT']	[0, 0, 0, 0, 0, 0, 1, 0, 0, 0]	5p0_pert_2	5p0	0	-1	-1	1	2	How to store elements in a queue data structure ?
How	SCONJ	0	5p0_pert_3	5p0	0	0	0	0	0	How to represent elements in a queue data structure ?
to	PART	0	5p0_pert_3	5p0	0	0	1	0	0	How to represent elements in a queue data structure ?
represent	VERB	0	5p0_pert_3	5p0	0	1	2	0	0	How to represent elements in a queue data structure ?
