Token	POS-Tag	OOV	Id	Origem	Classe	Perturbada	Index	__next__	Sentença
What	PRON	0	9p0	9p0	1	0	0	1	What is a queue and how to push its element ?
is	AUX	0	9p0	9p0	1	0	1	2	What is a queue and how to push its element ?
a	DET	0	9p0	9p0	1	0	2	3	What is a queue and how to push its element ?
queue	NOUN	1	9p0	9p0	1	0	3	4	What is a queue and how to push its element ?
and	CCONJ	0	9p0	9p0	1	0	4	5	What is a queue and how to push its element ?
how	SCONJ	0	9p0	9p0	1	0	5	6	What is a queue and how to push its element ?
to	PART	0	9p0	9p0	1	0	6	7	What is a queue and how to push its element ?
push	VERB	0	9p0	9p0	1	1	7	8	What is a queue and how to push its element ?
its	PRON	0	9p0	9p0	1	0	8	9	What is a queue and how to push its element ?
element	NOUN	0	9p0	9p0	1	0	9	10	What is a queue and how to push its element ?
?	PUNCT	0	9p0	9p0	1	0	10		What is a queue and how to push its element ?
What	PRON	0	9p0_pert_0	9p0	0	0	0	12	What is a queue and how to find its element ?
is	AUX	0	9p0_pert_0	9p0	0	0	1	13	What is a queue and how to find its element ?
a	DET	0	9p0_pert_0	9p0	0	0	2	14	What is a queue and how to find its element ?
queue	NOUN	1	9p0_pert_0	9p0	0	0	3	15	What is a queue and how to find its element ?
and	CCONJ	0	9p0_pert_0	9p0	0	0	4	16	What is a queue and how to find its element ?
how	SCONJ	0	9p0_pert_0	9p0	0	0	5	17	What is a queue and how to find its element ?
to	PART	0	9p0_pert_0	9p0	0	0	6	18	What is a queue and how to find its element ?
find	VERB	0	9p0_pert_0	9p0	0	1	7	19	What is a queue and how to find its element ?
its	PRON	0	9p0_pert_0	9p0	0	0	8	20	What is a queue and how to find its element ?
element	NOUN	0	9p0_pert_0	9p0	0	0	9	21	What is a queue and how to find its element ?
?	PUNCT	0	9p0_pert_0	9p0	0	0	10		What is a queue and how to find its element ?
What	PRON	0	9p0_pert_1	9p0	0	0	0	23	What is a queue and how to use its element ?
is	AUX	0	9p0_pert_1	9p0	0	0	1	24	What is a queue and how to use its element ?
a	DET	0	9p0_pert_1	9p0	0	0	2	25	What is a queue and how to use its element ?
queue	NOUN	1	9p0_pert_1	9p0	0	0	3	26	What is a queue and how to use its element ?
and	CCONJ	0	9p0_pert_1	9p0	0	0	4	27	What is a queue and how to use its element ?
how	SCONJ	0	9p0_pert_1	9p0	0	0	5	28	What is a queue and how to use its element ?
to	PART	0	9p0_pert_1	9p0	0	0	6	29	What is a queue and how to use its element ?
use	VERB	0	9p0_pert_1	9p0	0	1	7	30	What is a queue and how to use its element ?
its	PRON	0	9p0_pert_1	9p0	0	0	8	31	What is a queue and how to use its element ?
element	NOUN	0	9p0_pert_1	9p0	0	0	9	32	What is a queue and how to use its element ?
?	PUNCT	0	9p0_pert_1	9p0	0	0	10		What is a queue and how to use its element ?
What	PRON	0	9p0_pert_2	9p0	0	0	0	34	What is a queue and how to access its element ?
is	AUX	0	9p0_pert_2	9p0	0	0	1	35	What is a queue and how to access its element ?
a	DET	0	9p0_pert_2	9p0	0	0	2	36	What is a queue and how to access its element ?
queue	NOUN	1	9p0_pert_2	9p0	0	0	3	37	What is a queue and how to access its element ?
and	CCONJ	0	9p0_pert_2	9p0	0	0	4	38	What is a queue and how to access its element ?
how	SCONJ	0	9p0_pert_2	9p0	0	0	5	39	What is a queue and how to access its element ?
to	PART	0	9p0_pert_2	9p0	0	0	6	40	What is a queue and how to access its element ?
access	VERB	0	9p0_pert_2	9p0	0	1	7	41	What is a queue and how to access its element ?
its	PRON	0	9p0_pert_2	9p0	0	0	8	42	What is a queue and how to access its element ?
element	NOUN	0	9p0_pert_2	9p0	0	0	9	43	What is a queue and how to access its element ?
?	PUNCT	0	9p0_pert_2	9p0	0	0	10		What is a queue and how to access its element ?
What	PRON	0	9p0_pert_3	9p0	0	0	0	45	What is a queue and how to manage its element ?
is	AUX	0	9p0_pert_3	9p0	0	0	1	46	What is a queue and how to manage its element ?
a	DET	0	9p0_pert_3	9p0	0	0	2	47	What is a queue and how to manage its element ?
queue	NOUN	1	9p0_pert_3	9p0	0	0	3	48	What is a queue and how to manage its element ?
and	CCONJ	0	9p0_pert_3	9p0	0	0	4	49	What is a queue and how to manage its element ?
how	SCONJ	0	9p0_pert_3	9p0	0	0	5	50	What is a queue and how to manage its element ?
to	PART	0	9p0_pert_3	9p0	0	0	6	51	What is a queue and how to manage its element ?
manage	VERB	0	9p0_pert_3	9p0	0	1	7	52	What is a queue and how to manage its element ?
its	PRON	0	9p0_pert_3	9p0	0	0	8	53	What is a queue and how to manage its element ?
element	NOUN	0	9p0_pert_3	9p0	0	0	9	54	What is a queue and how to manage its element ?
?	PUNCT	0	9p0_pert_3	9p0	0	0	10		What is a queue and how to manage its element ?
What	PRON	0	9p0_pert_4	9p0	0	0	0	56	What is a queue and how to define its element ?
is	AUX	0	9p0_pert_4	9p0	0	0	1	57	What is a queue and how to define its element ?
a	DET	0	9p0_pert_4	9p0	0	0	2	58	What is a queue and how to define its element ?
queue	NOUN	1	9p0_pert_4	9p0	0	0	3	59	What is a queue and how to define its element ?
and	CCONJ	0	9p0_pert_4	9p0	0	0	4	60	What is a queue and how to define its element ?
how	SCONJ	0	9p0_pert_4	9p0	0	0	5	61	What is a queue and how to define its element ?
to	PART	0	9p0_pert_4	9p0	0	0	6	62	What is a queue and how to define its element ?
define	VERB	0	9p0_pert_4	9p0	0	1	7	63	What is a queue and how to define its element ?
its	PRON	0	9p0_pert_4	9p0	0	0	8	64	What is a queue and how to define its element ?
element	NOUN	0	9p0_pert_4	9p0	0	0	9	65	What is a queue and how to define its element ?
?	PUNCT	0	9p0_pert_4	9p0	0	0	10		What is a queue and how to define its element ?
What	PRON	0	9p0_pert_5	9p0	0	0	0	67	What is a queue and how to identify its element ?
is	AUX	0	9p0_pert_5	9p0	0	0	1	68	What is a queue and how to identify its element ?
a	DET	0	9p0_pert_5	9p0	0	0	2	69	What is a queue and how to identify its element ?
queue	NOUN	1	9p0_pert_5	9p0	0	0	3	70	What is a queue and how to identify its element ?
and	CCONJ	0	9p0_pert_5	9p0	0	0	4	71	What is a queue and how to identify its element ?
how	SCONJ	0	9p0_pert_5	9p0	0	0	5	72	What is a queue and how to identify its element ?
to	PART	0	9p0_pert_5	9p0	0	0	6	73	What is a queue and how to identify its element ?
identify	VERB	0	9p0_pert_5	9p0	0	1	7	74	What is a queue and how to identify its element ?
its	PRON	0	9p0_pert_5	9p0	0	0	8	75	What is a queue and how to identify its element ?
element	NOUN	0	9p0_pert_5	9p0	0	0	9	76	What is a queue and how to identify its element ?
?	PUNCT	0	9p0_pert_5	9p0	0	0	10		What is a queue and how to identify its element ?
What	PRON	0	9p0_pert_6	9p0	0	0	0	78	What is a queue and how to handle its element ?
is	AUX	0	9p0_pert_6	9p0	0	0	1	79	What is a queue and how to handle its element ?
