Token	POS-Tag	OOV	Id	Origem	Classe	Perturbada	Index	Granularidade	Tipo_Texto	Sentença
Qual	PRON	0	56cdd21562d2951400fa68b2	56cdd21562d2951400fa68b2	1	0	0	0	1	Qual foi a intensidade escalada ?
foi	AUX	0	56cdd21562d2951400fa68b2	56cdd21562d2951400fa68b2	1	0	1	0	1	Qual foi a intensidade escalada ?
a	DET	0	56cdd21562d2951400fa68b2	56cdd21562d2951400fa68b2	1	0	2	0	1	Qual foi a intensidade escalada ?
intensidade	NOUN	0	56cdd21562d2951400fa68b2	56cdd21562d2951400fa68b2	1	0	3	0	1	Qual foi a intensidade escalada ?
escalada	VERB	0	56cdd21562d2951400fa68b2	56cdd21562d2951400fa68b2	1	1	4	0	1	Qual foi a intensidade escalada ?
?	PUNCT	0	56cdd21562d2951400fa68b2	56cdd21562d2951400fa68b2	1	0	5	0	1	Qual foi a intensidade escalada ?
Qual foi a intensidade escalada ?	['PRON', 'AUX', 'DET', 'NOUN', 'VERB', 'PUNCT']	[0, 0, 0, 0, 0, 0]	56cdd21562d2951400fa68b2	56cdd21562d2951400fa68b2	1	-1	-1	1	3	Qual foi a intensidade escalada ?
Qual	PRON	0	56cdd21562d2951400fa68b2_pert_0	56cdd21562d2951400fa68b2	0	0	0	0	0	Qual foi a intensidade dela ?
foi	AUX	0	56cdd21562d2951400fa68b2_pert_0	56cdd21562d2951400fa68b2	0	0	1	0	0	Qual foi a intensidade dela ?
a	DET	0	56cdd21562d2951400fa68b2_pert_0	56cdd21562d2951400fa68b2	0	0	2	0	0	Qual foi a intensidade dela ?
intensidade	NOUN	0	56cdd21562d2951400fa68b2_pert_0	56cdd21562d2951400fa68b2	0	0	3	0	0	Qual foi a intensidade dela ?
dela	PRON	0	56cdd21562d2951400fa68b2_pert_0	56cdd21562d2951400fa68b2	0	1	4	0	0	Qual foi a intensidade dela ?
?	PUNCT	0	56cdd21562d2951400fa68b2_pert_0	56cdd21562d2951400fa68b2	0	0	5	0	0	Qual foi a intensidade dela ?
Qual foi a intensidade dela ?	['PRON', 'AUX', 'DET', 'NOUN', 'PRON', 'PUNCT']	[0, 0, 0, 0, 0, 0]	56cdd21562d2951400fa68b2_pert_0	56cdd21562d2951400fa68b2	0	-1	-1	1	2	Qual foi a intensidade dela ?
Qual	PRON	0	56cdd21562d2951400fa68b2_pert_1	56cdd21562d2951400fa68b2	0	0	0	0	0	Qual foi a intensidade dele ?
foi	AUX	0	56cdd21562d2951400fa68b2_pert_1	56cdd21562d2951400fa68b2	0	0	1	0	0	Qual foi a intensidade dele ?
a	DET	0	56cdd21562d2951400fa68b2_pert_1	56cdd21562d2951400fa68b2	0	0	2	0	0	Qual foi a intensidade dele ?
intensidade	NOUN	0	56cdd21562d2951400fa68b2_pert_1	56cdd21562d2951400fa68b2	0	0	3	0	0	Qual foi a intensidade dele ?
dele	PRON	0	56cdd21562d2951400fa68b2_pert_1	56cdd21562d2951400fa68b2	0	1	4	0	0	Qual foi a intensidade dele ?
?	PUNCT	0	56cdd21562d2951400fa68b2_pert_1	56cdd21562d2951400fa68b2	0	0	5	0	0	Qual foi a intensidade dele ?
Qual foi a intensidade dele ?	['PRON', 'AUX', 'DET', 'NOUN', 'PRON', 'PUNCT']	[0, 0, 0, 0, 0, 0]	56cdd21562d2951400fa68b2_pert_1	56cdd21562d2951400fa68b2	0	-1	-1	1	2	Qual foi a intensidade dele ?
Qual	PRON	0	56cdd21562d2951400fa68b2_pert_2	56cdd21562d2951400fa68b2	0	0	0	0	0	Qual foi a intensidade delas ?
foi	AUX	0	56cdd21562d2951400fa68b2_pert_2	56cdd21562d2951400fa68b2	0	0	1	0	0	Qual foi a intensidade delas ?
a	DET	0	56cdd21562d2951400fa68b2_pert_2	56cdd21562d2951400fa68b2	0	0	2	0	0	Qual foi a intensidade delas ?
intensidade	NOUN	0	56cdd21562d2951400fa68b2_pert_2	56cdd21562d2951400fa68b2	0	0	3	0	0	Qual foi a intensidade delas ?
delas	PRON	0	56cdd21562d2951400fa68b2_pert_2	56cdd21562d2951400fa68b2	0	1	4	0	0	Qual foi a intensidade delas ?
?	PUNCT	0	56cdd21562d2951400fa68b2_pert_2	56cdd21562d2951400fa68b2	0	0	5	0	0	Qual foi a intensidade delas ?
Qual foi a intensidade delas ?	['PRON', 'AUX', 'DET', 'NOUN', 'PRON', 'PUNCT']	[0, 0, 0, 0, 0, 0]	56cdd21562d2951400fa68b2_pert_2	56cdd21562d2951400fa68b2	0	-1	-1	1	2	Qual foi a intensidade delas ?
Qual	PRON	0	56cdd21562d2951400fa68b2_pert_3	56cdd21562d2951400fa68b2	0	0	0	0	0	Qual foi a intensidade disso ?
foi	AUX	0	56cdd21562d2951400fa68b2_pert_3	56cdd21562d2951400fa68b2	0	0	1	0	0	Qual foi a intensidade disso ?
a	DET	0	56cdd21562d2951400fa68b2_pert_3	56cdd21562d2951400fa68b2	0	0	2	0	0	Qual foi a intensidade disso ?
intensidade	NOUN	0	56cdd21562d2951400fa68b2_pert_3	56cdd21562d2951400fa68b2	0	0	3	0	0	Qual foi a intensidade disso ?
disso	PRON	0	56cdd21562d2951400fa68b2_pert_3	56cdd21562d2951400fa68b2	0	1	4	0	0	Qual foi a intensidade disso ?
?	PUNCT	0	56cdd21562d2951400fa68b2_pert_3	56cdd21562d2951400fa68b2	0	0	5	0	0	Qual foi a intensidade disso ?
Qual foi a intensidade disso ?	['PRON', 'AUX', 'DET', 'NOUN', 'PRON', 'PUNCT']	[0, 0, 0, 0, 0, 0]	56cdd21562d2951400fa68b2_pert_3	56cdd21562d2951400fa68b2	0	-1	-1	1	2	Qual foi a intensidade disso ?
Qual	PRON	0	56cdd21562d2951400fa68b2_pert_4	56cdd21562d2951400fa68b2	0	0	0	0	0	Qual foi a intensidade deles ?
foi	AUX	0	56cdd21562d2951400fa68b2_pert_4	56cdd21562d2951400fa68b2	0	0	1	0	0	Qual foi a intensidade deles ?
a	DET	0	56cdd21562d2951400fa68b2_pert_4	56cdd21562d2951400fa68b2	0	0	2	0	0	Qual foi a intensidade deles ?
intensidade	NOUN	0	56cdd21562d2951400fa68b2_pert_4	56cdd21562d2951400fa68b2	0	0	3	0	0	Qual foi a intensidade deles ?
deles	PRON	0	56cdd21562d2951400fa68b2_pert_4	56cdd21562d2951400fa68b2	0	1	4	0	0	Qual foi a intensidade deles ?
?	PUNCT	0	56cdd21562d2951400fa68b2_pert_4	56cdd21562d2951400fa68b2	0	0	5	0	0	Qual foi a intensidade deles ?
Qual foi a intensidade deles ?	['PRON', 'AUX', 'DET', 'NOUN', 'PRON', 'PUNCT']	[0, 0, 0, 0, 0, 0]	56cdd21562d2951400fa68b2_pert_4	56cdd21562d2951400fa68b2	0	-1	-1	1	2	Qual foi a intensidade deles ?
