Token	POS-Tag	OOV	Id	Origem	Classe	Perturbada	Index	__next__	Sentença
O	PRON	0	f71500e2feec42198524d833bc76cd14	f71500e2feec42198524d833bc76cd14	1	0	0	1	O que o desenvolvimento cada vez mais rápido de novas tecnologias reduziu ?
que	PRON	0	f71500e2feec42198524d833bc76cd14	f71500e2feec42198524d833bc76cd14	1	0	1	2	O que o desenvolvimento cada vez mais rápido de novas tecnologias reduziu ?
o	DET	0	f71500e2feec42198524d833bc76cd14	f71500e2feec42198524d833bc76cd14	1	0	2	3	O que o desenvolvimento cada vez mais rápido de novas tecnologias reduziu ?
desenvolvimento	NOUN	0	f71500e2feec42198524d833bc76cd14	f71500e2feec42198524d833bc76cd14	1	0	3	4	O que o desenvolvimento cada vez mais rápido de novas tecnologias reduziu ?
cada	NOUN	0	f71500e2feec42198524d833bc76cd14	f71500e2feec42198524d833bc76cd14	1	0	4	5	O que o desenvolvimento cada vez mais rápido de novas tecnologias reduziu ?
vez	ADP	0	f71500e2feec42198524d833bc76cd14	f71500e2feec42198524d833bc76cd14	1	0	5	6	O que o desenvolvimento cada vez mais rápido de novas tecnologias reduziu ?
mais	NOUN	0	f71500e2feec42198524d833bc76cd14	f71500e2feec42198524d833bc76cd14	1	0	6	7	O que o desenvolvimento cada vez mais rápido de novas tecnologias reduziu ?
rápido	ADJ	0	f71500e2feec42198524d833bc76cd14	f71500e2feec42198524d833bc76cd14	1	0	7	8	O que o desenvolvimento cada vez mais rápido de novas tecnologias reduziu ?
de	ADP	0	f71500e2feec42198524d833bc76cd14	f71500e2feec42198524d833bc76cd14	1	0	8	9	O que o desenvolvimento cada vez mais rápido de novas tecnologias reduziu ?
novas	ADJ	0	f71500e2feec42198524d833bc76cd14	f71500e2feec42198524d833bc76cd14	1	0	9	10	O que o desenvolvimento cada vez mais rápido de novas tecnologias reduziu ?
tecnologias	NOUN	0	f71500e2feec42198524d833bc76cd14	f71500e2feec42198524d833bc76cd14	1	0	10	11	O que o desenvolvimento cada vez mais rápido de novas tecnologias reduziu ?
reduziu	VERB	0	f71500e2feec42198524d833bc76cd14	f71500e2feec42198524d833bc76cd14	1	1	11	12	O que o desenvolvimento cada vez mais rápido de novas tecnologias reduziu ?
?	PUNCT	0	f71500e2feec42198524d833bc76cd14	f71500e2feec42198524d833bc76cd14	1	0	12		O que o desenvolvimento cada vez mais rápido de novas tecnologias reduziu ?
O	PRON	0	f71500e2feec42198524d833bc76cd14_pert_0	f71500e2feec42198524d833bc76cd14	0	0	0	14	O que o desenvolvimento cada vez mais rápido de novas tecnologias significa ?
que	PRON	0	f71500e2feec42198524d833bc76cd14_pert_0	f71500e2feec42198524d833bc76cd14	0	0	1	15	O que o desenvolvimento cada vez mais rápido de novas tecnologias significa ?
o	DET	0	f71500e2feec42198524d833bc76cd14_pert_0	f71500e2feec42198524d833bc76cd14	0	0	2	16	O que o desenvolvimento cada vez mais rápido de novas tecnologias significa ?
desenvolvimento	NOUN	0	f71500e2feec42198524d833bc76cd14_pert_0	f71500e2feec42198524d833bc76cd14	0	0	3	17	O que o desenvolvimento cada vez mais rápido de novas tecnologias significa ?
cada	NOUN	0	f71500e2feec42198524d833bc76cd14_pert_0	f71500e2feec42198524d833bc76cd14	0	0	4	18	O que o desenvolvimento cada vez mais rápido de novas tecnologias significa ?
vez	ADP	0	f71500e2feec42198524d833bc76cd14_pert_0	f71500e2feec42198524d833bc76cd14	0	0	5	19	O que o desenvolvimento cada vez mais rápido de novas tecnologias significa ?
mais	NOUN	0	f71500e2feec42198524d833bc76cd14_pert_0	f71500e2feec42198524d833bc76cd14	0	0	6	20	O que o desenvolvimento cada vez mais rápido de novas tecnologias significa ?
rápido	ADJ	0	f71500e2feec42198524d833bc76cd14_pert_0	f71500e2feec42198524d833bc76cd14	0	0	7	21	O que o desenvolvimento cada vez mais rápido de novas tecnologias significa ?
de	ADP	0	f71500e2feec42198524d833bc76cd14_pert_0	f71500e2feec42198524d833bc76cd14	0	0	8	22	O que o desenvolvimento cada vez mais rápido de novas tecnologias significa ?
