Token	POS-Tag	OOV	Id	Origem	Classe	Perturbada	Index	Sentença
O	PRON	0	ecefc6cb3cc44bef8c606567e8ae756b	ecefc6cb3cc44bef8c606567e8ae756b	1	0	0	O que é necessário apresentar para comprovar a participação em um evento ?
que	PRON	0	ecefc6cb3cc44bef8c606567e8ae756b	ecefc6cb3cc44bef8c606567e8ae756b	1	0	1	O que é necessário apresentar para comprovar a participação em um evento ?
é	AUX	0	ecefc6cb3cc44bef8c606567e8ae756b	ecefc6cb3cc44bef8c606567e8ae756b	1	0	2	O que é necessário apresentar para comprovar a participação em um evento ?
necessário	ADJ	0	ecefc6cb3cc44bef8c606567e8ae756b	ecefc6cb3cc44bef8c606567e8ae756b	1	0	3	O que é necessário apresentar para comprovar a participação em um evento ?
apresentar	VERB	0	ecefc6cb3cc44bef8c606567e8ae756b	ecefc6cb3cc44bef8c606567e8ae756b	1	0	4	O que é necessário apresentar para comprovar a participação em um evento ?
para	SCONJ	0	ecefc6cb3cc44bef8c606567e8ae756b	ecefc6cb3cc44bef8c606567e8ae756b	1	0	5	O que é necessário apresentar para comprovar a participação em um evento ?
comprovar	VERB	1	ecefc6cb3cc44bef8c606567e8ae756b	ecefc6cb3cc44bef8c606567e8ae756b	1	1	6	O que é necessário apresentar para comprovar a participação em um evento ?
a	DET	0	ecefc6cb3cc44bef8c606567e8ae756b	ecefc6cb3cc44bef8c606567e8ae756b	1	0	7	O que é necessário apresentar para comprovar a participação em um evento ?
participação	NOUN	0	ecefc6cb3cc44bef8c606567e8ae756b	ecefc6cb3cc44bef8c606567e8ae756b	1	0	8	O que é necessário apresentar para comprovar a participação em um evento ?
em	ADP	0	ecefc6cb3cc44bef8c606567e8ae756b	ecefc6cb3cc44bef8c606567e8ae756b	1	0	9	O que é necessário apresentar para comprovar a participação em um evento ?
um	DET	0	ecefc6cb3cc44bef8c606567e8ae756b	ecefc6cb3cc44bef8c606567e8ae756b	1	0	10	O que é necessário apresentar para comprovar a participação em um evento ?
evento	NOUN	0	ecefc6cb3cc44bef8c606567e8ae756b	ecefc6cb3cc44bef8c606567e8ae756b	1	0	11	O que é necessário apresentar para comprovar a participação em um evento ?
?	PUNCT	0	ecefc6cb3cc44bef8c606567e8ae756b	ecefc6cb3cc44bef8c606567e8ae756b	1	0	12	O que é necessário apresentar para comprovar a participação em um evento ?
O	PRON	0	ecefc6cb3cc44bef8c606567e8ae756b_pert_0	ecefc6cb3cc44bef8c606567e8ae756b	0	0	0	O que é necessário apresentar para garantir a participação em um evento ?
que	PRON	0	ecefc6cb3cc44bef8c606567e8ae756b_pert_0	ecefc6cb3cc44bef8c606567e8ae756b	0	0	1	O que é necessário apresentar para garantir a participação em um evento ?
é	AUX	0	ecefc6cb3cc44bef8c606567e8ae756b_pert_0	ecefc6cb3cc44bef8c606567e8ae756b	0	0	2	O que é necessário apresentar para garantir a participação em um evento ?
necessário	ADJ	0	ecefc6cb3cc44bef8c606567e8ae756b_pert_0	ecefc6cb3cc44bef8c606567e8ae756b	0	0	3	O que é necessário apresentar para garantir a participação em um evento ?
apresentar	VERB	0	ecefc6cb3cc44bef8c606567e8ae756b_pert_0	ecefc6cb3cc44bef8c606567e8ae756b	0	0	4	O que é necessário apresentar para garantir a participação em um evento ?
para	SCONJ	0	ecefc6cb3cc44bef8c606567e8ae756b_pert_0	ecefc6cb3cc44bef8c606567e8ae756b	0	0	5	O que é necessário apresentar para garantir a participação em um evento ?
garantir	VERB	0	ecefc6cb3cc44bef8c606567e8ae756b_pert_0	ecefc6cb3cc44bef8c606567e8ae756b	0	1	6	O que é necessário apresentar para garantir a participação em um evento ?
a	DET	0	ecefc6cb3cc44bef8c606567e8ae756b_pert_0	ecefc6cb3cc44bef8c606567e8ae756b	0	0	7	O que é necessário apresentar para garantir a participação em um evento ?
participação	NOUN	0	ecefc6cb3cc44bef8c606567e8ae756b_pert_0	ecefc6cb3cc44bef8c606567e8ae756b	0	0	8	O que é necessário apresentar para garantir a participação em um evento ?
em	ADP	0	ecefc6cb3cc44bef8c606567e8ae756b_pert_0	ecefc6cb3cc44bef8c606567e8ae756b	0	0	9	O que é necessário apresentar para garantir a participação em um evento ?
um	DET	0	ecefc6cb3cc44bef8c606567e8ae756b_pert_0	ecefc6cb3cc44bef8c606567e8ae756b	0	0	10	O que é necessário apresentar para garantir a participação em um evento ?
evento	NOUN	0	ecefc6cb3cc44bef8c606567e8ae756b_pert_0	ecefc6cb3cc44bef8c606567e8ae756b	0	0	11	O que é necessário apresentar para garantir a participação em um evento ?
?	PUNCT	0	ecefc6cb3cc44bef8c606567e8ae756b_pert_0	ecefc6cb3cc44bef8c606567e8ae756b	0	0	12	O que é necessário apresentar para garantir a participação em um evento ?
O	PRON	0	ecefc6cb3cc44bef8c606567e8ae756b_pert_1	ecefc6cb3cc44bef8c606567e8ae756b	0	0	0	O que é necessário apresentar para confirmar a participação em um evento ?
que	PRON	0	ecefc6cb3cc44bef8c606567e8ae756b_pert_1	ecefc6cb3cc44bef8c606567e8ae756b	0	0	1	O que é necessário apresentar para confirmar a participação em um evento ?
é	AUX	0	ecefc6cb3cc44bef8c606567e8ae756b_pert_1	ecefc6cb3cc44bef8c606567e8ae756b	0	0	2	O que é necessário apresentar para confirmar a participação em um evento ?
necessário	ADJ	0	ecefc6cb3cc44bef8c606567e8ae756b_pert_1	ecefc6cb3cc44bef8c606567e8ae756b	0	0	3	O que é necessário apresentar para confirmar a participação em um evento ?
apresentar	VERB	0	ecefc6cb3cc44bef8c606567e8ae756b_pert_1	ecefc6cb3cc44bef8c606567e8ae756b	0	0	4	O que é necessário apresentar para confirmar a participação em um evento ?
para	SCONJ	0	ecefc6cb3cc44bef8c606567e8ae756b_pert_1	ecefc6cb3cc44bef8c606567e8ae756b	0	0	5	O que é necessário apresentar para confirmar a participação em um evento ?
confirmar	VERB	0	ecefc6cb3cc44bef8c606567e8ae756b_pert_1	ecefc6cb3cc44bef8c606567e8ae756b	0	1	6	O que é necessário apresentar para confirmar a participação em um evento ?
a	DET	0	ecefc6cb3cc44bef8c606567e8ae756b_pert_1	ecefc6cb3cc44bef8c606567e8ae756b	0	0	7	O que é necessário apresentar para confirmar a participação em um evento ?
participação	NOUN	0	ecefc6cb3cc44bef8c606567e8ae756b_pert_1	ecefc6cb3cc44bef8c606567e8ae756b	0	0	8	O que é necessário apresentar para confirmar a participação em um evento ?
em	ADP	0	ecefc6cb3cc44bef8c606567e8ae756b_pert_1	ecefc6cb3cc44bef8c606567e8ae756b	0	0	9	O que é necessário apresentar para confirmar a participação em um evento ?
um	DET	0	ecefc6cb3cc44bef8c606567e8ae756b_pert_1	ecefc6cb3cc44bef8c606567e8ae756b	0	0	10	O que é necessário apresentar para confirmar a participação em um evento ?
evento	NOUN	0	ecefc6cb3cc44bef8c606567e8ae756b_pert_1	ecefc6cb3cc44bef8c606567e8ae756b	0	0	11	O que é necessário apresentar para confirmar a participação em um evento ?
?	PUNCT	0	ecefc6cb3cc44bef8c606567e8ae756b_pert_1	ecefc6cb3cc44bef8c606567e8ae756b	0	0	12	O que é necessário apresentar para confirmar a participação em um evento ?
O	PRON	0	ecefc6cb3cc44bef8c606567e8ae756b_pert_2	ecefc6cb3cc44bef8c606567e8ae756b	0	0	0	O que é necessário apresentar para conseguir a participação em um evento ?
que	PRON	0	ecefc6cb3cc44bef8c606567e8ae756b_pert_2	ecefc6cb3cc44bef8c606567e8ae756b	0	0	1	O que é necessário apresentar para conseguir a participação em um evento ?
é	AUX	0	ecefc6cb3cc44bef8c606567e8ae756b_pert_2	ecefc6cb3cc44bef8c606567e8ae756b	0	0	2	O que é necessário apresentar para conseguir a participação em um evento ?
necessário	ADJ	0	ecefc6cb3cc44bef8c606567e8ae756b_pert_2	ecefc6cb3cc44bef8c606567e8ae756b	0	0	3	O que é necessário apresentar para conseguir a participação em um evento ?
apresentar	VERB	0	ecefc6cb3cc44bef8c606567e8ae756b_pert_2	ecefc6cb3cc44bef8c606567e8ae756b	0	0	4	O que é necessário apresentar para conseguir a participação em um evento ?
para	SCONJ	0	ecefc6cb3cc44bef8c606567e8ae756b_pert_2	ecefc6cb3cc44bef8c606567e8ae756b	0	0	5	O que é necessário apresentar para conseguir a participação em um evento ?
conseguir	VERB	0	ecefc6cb3cc44bef8c606567e8ae756b_pert_2	ecefc6cb3cc44bef8c606567e8ae756b	0	1	6	O que é necessário apresentar para conseguir a participação em um evento ?
a	DET	0	ecefc6cb3cc44bef8c606567e8ae756b_pert_2	ecefc6cb3cc44bef8c606567e8ae756b	0	0	7	O que é necessário apresentar para conseguir a participação em um evento ?
participação	NOUN	0	ecefc6cb3cc44bef8c606567e8ae756b_pert_2	ecefc6cb3cc44bef8c606567e8ae756b	0	0	8	O que é necessário apresentar para conseguir a participação em um evento ?
em	ADP	0	ecefc6cb3cc44bef8c606567e8ae756b_pert_2	ecefc6cb3cc44bef8c606567e8ae756b	0	0	9	O que é necessário apresentar para conseguir a participação em um evento ?
um	DET	0	ecefc6cb3cc44bef8c606567e8ae756b_pert_2	ecefc6cb3cc44bef8c606567e8ae756b	0	0	10	O que é necessário apresentar para conseguir a participação em um evento ?
evento	NOUN	0	ecefc6cb3cc44bef8c606567e8ae756b_pert_2	ecefc6cb3cc44bef8c606567e8ae756b	0	0	11	O que é necessário apresentar para conseguir a participação em um evento ?
?	PUNCT	0	ecefc6cb3cc44bef8c606567e8ae756b_pert_2	ecefc6cb3cc44bef8c606567e8ae756b	0	0	12	O que é necessário apresentar para conseguir a participação em um evento ?
O	PRON	0	ecefc6cb3cc44bef8c606567e8ae756b_pert_3	ecefc6cb3cc44bef8c606567e8ae756b	0	0	0	O que é necessário apresentar para permitir a participação em um evento ?
que	PRON	0	ecefc6cb3cc44bef8c606567e8ae756b_pert_3	ecefc6cb3cc44bef8c606567e8ae756b	0	0	1	O que é necessário apresentar para permitir a participação em um evento ?
é	AUX	0	ecefc6cb3cc44bef8c606567e8ae756b_pert_3	ecefc6cb3cc44bef8c606567e8ae756b	0	0	2	O que é necessário apresentar para permitir a participação em um evento ?
