Token	POS-Tag	OOV	Id	Origem	Classe	Perturbada	Index	Granularidade	Tipo_Texto	Sentença
Como	ADP	0	7	7	1	0	0	0	1	Como desempilhar elementos em uma pilha ?
desempilhar	NOUN	1	7	7	1	1	1	0	1	Como desempilhar elementos em uma pilha ?
elementos	NOUN	0	7	7	1	0	2	0	1	Como desempilhar elementos em uma pilha ?
em	ADP	0	7	7	1	0	3	0	1	Como desempilhar elementos em uma pilha ?
uma	DET	0	7	7	1	0	4	0	1	Como desempilhar elementos em uma pilha ?
pilha	NOUN	0	7	7	1	0	5	0	1	Como desempilhar elementos em uma pilha ?
?	PUNCT	0	7	7	1	0	6	0	1	Como desempilhar elementos em uma pilha ?
Como desempilhar elementos em uma pilha ?	['ADP', 'NOUN', 'NOUN', 'ADP', 'DET', 'NOUN', 'PUNCT']	[0, 1, 0, 0, 0, 0, 0]	7	7	1	-1	-1	1	3	Como desempilhar elementos em uma pilha ?
Como	SCONJ	0	7_pert_0	7	0	0	0	0	0	Como colocar elementos em uma pilha ?
colocar	VERB	0	7_pert_0	7	0	1	1	0	0	Como colocar elementos em uma pilha ?
elementos	NOUN	0	7_pert_0	7	0	0	2	0	0	Como colocar elementos em uma pilha ?
em	ADP	0	7_pert_0	7	0	0	3	0	0	Como colocar elementos em uma pilha ?
uma	DET	0	7_pert_0	7	0	0	4	0	0	Como colocar elementos em uma pilha ?
pilha	NOUN	0	7_pert_0	7	0	0	5	0	0	Como colocar elementos em uma pilha ?
?	PUNCT	0	7_pert_0	7	0	0	6	0	0	Como colocar elementos em uma pilha ?
Como colocar elementos em uma pilha ?	['SCONJ', 'VERB', 'NOUN', 'ADP', 'DET', 'NOUN', 'PUNCT']	[0, 0, 0, 0, 0, 0, 0]	7_pert_0	7	0	-1	-1	1	2	Como colocar elementos em uma pilha ?
Como	SCONJ	0	7_pert_1	7	0	0	0	0	0	Como adicionar elementos em uma pilha ?
adicionar	VERB	0	7_pert_1	7	0	1	1	0	0	Como adicionar elementos em uma pilha ?
elementos	NOUN	0	7_pert_1	7	0	0	2	0	0	Como adicionar elementos em uma pilha ?
em	ADP	0	7_pert_1	7	0	0	3	0	0	Como adicionar elementos em uma pilha ?
uma	DET	0	7_pert_1	7	0	0	4	0	0	Como adicionar elementos em uma pilha ?
pilha	NOUN	0	7_pert_1	7	0	0	5	0	0	Como adicionar elementos em uma pilha ?
?	PUNCT	0	7_pert_1	7	0	0	6	0	0	Como adicionar elementos em uma pilha ?
Como adicionar elementos em uma pilha ?	['SCONJ', 'VERB', 'NOUN', 'ADP', 'DET', 'NOUN', 'PUNCT']	[0, 0, 0, 0, 0, 0, 0]	7_pert_1	7	0	-1	-1	1	2	Como adicionar elementos em uma pilha ?
Como	SCONJ	0	7_pert_2	7	0	0	0	0	0	Como organizar elementos em uma pilha ?
organizar	VERB	0	7_pert_2	7	0	1	1	0	0	Como organizar elementos em uma pilha ?
elementos	NOUN	0	7_pert_2	7	0	0	2	0	0	Como organizar elementos em uma pilha ?
em	ADP	0	7_pert_2	7	0	0	3	0	0	Como organizar elementos em uma pilha ?
uma	DET	0	7_pert_2	7	0	0	4	0	0	Como organizar elementos em uma pilha ?
pilha	NOUN	0	7_pert_2	7	0	0	5	0	0	Como organizar elementos em uma pilha ?
