Token	POS-Tag	OOV	Id	Origem	Classe	Perturbada	Index	__next__	Granularidade	Tipo_Texto	Sentença
O	PRON	0	14	14	1	0	0	1	0	1	O que é uma pilha e como empilhar um elemento nela ?
que	PRON	0	14	14	1	0	1	2	0	1	O que é uma pilha e como empilhar um elemento nela ?
é	AUX	0	14	14	1	0	2	3	0	1	O que é uma pilha e como empilhar um elemento nela ?
uma	DET	0	14	14	1	0	3	4	0	1	O que é uma pilha e como empilhar um elemento nela ?
pilha	NOUN	0	14	14	1	0	4	5	0	1	O que é uma pilha e como empilhar um elemento nela ?
e	CCONJ	0	14	14	1	0	5	6	0	1	O que é uma pilha e como empilhar um elemento nela ?
como	ADV	0	14	14	1	0	6	7	0	1	O que é uma pilha e como empilhar um elemento nela ?
empilhar	VERB	1	14	14	1	1	7	8	0	1	O que é uma pilha e como empilhar um elemento nela ?
um	DET	0	14	14	1	0	8	9	0	1	O que é uma pilha e como empilhar um elemento nela ?
elemento	NOUN	0	14	14	1	0	9	10	0	1	O que é uma pilha e como empilhar um elemento nela ?
nela	PRON	0	14	14	1	0	10	11	0	1	O que é uma pilha e como empilhar um elemento nela ?
?	PUNCT	0	14	14	1	0	11	12	0	1	O que é uma pilha e como empilhar um elemento nela ?
O que é uma pilha e como empilhar um elemento nela ?	['PRON', 'PRON', 'AUX', 'DET', 'NOUN', 'CCONJ', 'ADV', 'VERB', 'DET', 'NOUN', 'PRON', 'PUNCT']	[0, 0, 0, 0, 0, 0, 0, 1, 0, 0, 0, 0]	14	14	1	-1	-1		1	3	O que é uma pilha e como empilhar um elemento nela ?
O	PRON	0	14_pert_0	14	0	0	0	14	0	0	O que é uma pilha e como colocar um elemento nela ?
que	PRON	0	14_pert_0	14	0	0	1	15	0	0	O que é uma pilha e como colocar um elemento nela ?
é	AUX	0	14_pert_0	14	0	0	2	16	0	0	O que é uma pilha e como colocar um elemento nela ?
uma	DET	0	14_pert_0	14	0	0	3	17	0	0	O que é uma pilha e como colocar um elemento nela ?
pilha	NOUN	0	14_pert_0	14	0	0	4	18	0	0	O que é uma pilha e como colocar um elemento nela ?
e	CCONJ	0	14_pert_0	14	0	0	5	19	0	0	O que é uma pilha e como colocar um elemento nela ?
