Token	POS-Tag	OOV	Id	Origem	Classe	Perturbada	Index	__next__	Sentença
De	ADP	0	57111fd3b654c5140001fb81	57111fd3b654c5140001fb81	1	0	0	1	De que cor os cartuchos foram produzidos pela Nintendo para uso interno ?
que	SCONJ	0	57111fd3b654c5140001fb81	57111fd3b654c5140001fb81	1	0	1	2	De que cor os cartuchos foram produzidos pela Nintendo para uso interno ?
cor	NOUN	0	57111fd3b654c5140001fb81	57111fd3b654c5140001fb81	1	0	2	3	De que cor os cartuchos foram produzidos pela Nintendo para uso interno ?
os	DET	0	57111fd3b654c5140001fb81	57111fd3b654c5140001fb81	1	0	3	4	De que cor os cartuchos foram produzidos pela Nintendo para uso interno ?
cartuchos	NOUN	1	57111fd3b654c5140001fb81	57111fd3b654c5140001fb81	1	0	4	5	De que cor os cartuchos foram produzidos pela Nintendo para uso interno ?
foram	AUX	0	57111fd3b654c5140001fb81	57111fd3b654c5140001fb81	1	0	5	6	De que cor os cartuchos foram produzidos pela Nintendo para uso interno ?
produzidos	VERB	0	57111fd3b654c5140001fb81	57111fd3b654c5140001fb81	1	1	6	7	De que cor os cartuchos foram produzidos pela Nintendo para uso interno ?
pela	ADP	0	57111fd3b654c5140001fb81	57111fd3b654c5140001fb81	1	0	7	8	De que cor os cartuchos foram produzidos pela Nintendo para uso interno ?
Nintendo	PROPN	0	57111fd3b654c5140001fb81	57111fd3b654c5140001fb81	1	0	8	9	De que cor os cartuchos foram produzidos pela Nintendo para uso interno ?
para	ADP	0	57111fd3b654c5140001fb81	57111fd3b654c5140001fb81	1	0	9	10	De que cor os cartuchos foram produzidos pela Nintendo para uso interno ?
uso	NOUN	0	57111fd3b654c5140001fb81	57111fd3b654c5140001fb81	1	0	10	11	De que cor os cartuchos foram produzidos pela Nintendo para uso interno ?
interno	ADJ	0	57111fd3b654c5140001fb81	57111fd3b654c5140001fb81	1	0	11	12	De que cor os cartuchos foram produzidos pela Nintendo para uso interno ?
?	PUNCT	0	57111fd3b654c5140001fb81	57111fd3b654c5140001fb81	1	0	12		De que cor os cartuchos foram produzidos pela Nintendo para uso interno ?
De	ADP	0	57111fd3b654c5140001fb81_pert_0	57111fd3b654c5140001fb81	0	0	0	14	De que cor os cartuchos foram fabricados pela Nintendo para uso interno ?
que	SCONJ	0	57111fd3b654c5140001fb81_pert_0	57111fd3b654c5140001fb81	0	0	1	15	De que cor os cartuchos foram fabricados pela Nintendo para uso interno ?
cor	NOUN	0	57111fd3b654c5140001fb81_pert_0	57111fd3b654c5140001fb81	0	0	2	16	De que cor os cartuchos foram fabricados pela Nintendo para uso interno ?
os	DET	0	57111fd3b654c5140001fb81_pert_0	57111fd3b654c5140001fb81	0	0	3	17	De que cor os cartuchos foram fabricados pela Nintendo para uso interno ?
cartuchos	NOUN	1	57111fd3b654c5140001fb81_pert_0	57111fd3b654c5140001fb81	0	0	4	18	De que cor os cartuchos foram fabricados pela Nintendo para uso interno ?
foram	AUX	0	57111fd3b654c5140001fb81_pert_0	57111fd3b654c5140001fb81	0	0	5	19	De que cor os cartuchos foram fabricados pela Nintendo para uso interno ?
fabricados	VERB	0	57111fd3b654c5140001fb81_pert_0	57111fd3b654c5140001fb81	0	1	6	20	De que cor os cartuchos foram fabricados pela Nintendo para uso interno ?
pela	ADP	0	57111fd3b654c5140001fb81_pert_0	57111fd3b654c5140001fb81	0	0	7	21	De que cor os cartuchos foram fabricados pela Nintendo para uso interno ?
Nintendo	PROPN	0	57111fd3b654c5140001fb81_pert_0	57111fd3b654c5140001fb81	0	0	8	22	De que cor os cartuchos foram fabricados pela Nintendo para uso interno ?
para	ADP	0	57111fd3b654c5140001fb81_pert_0	57111fd3b654c5140001fb81	0	0	9	23	De que cor os cartuchos foram fabricados pela Nintendo para uso interno ?
uso	NOUN	0	57111fd3b654c5140001fb81_pert_0	57111fd3b654c5140001fb81	0	0	10	24	De que cor os cartuchos foram fabricados pela Nintendo para uso interno ?
interno	ADJ	0	57111fd3b654c5140001fb81_pert_0	57111fd3b654c5140001fb81	0	0	11	25	De que cor os cartuchos foram fabricados pela Nintendo para uso interno ?
?	PUNCT	0	57111fd3b654c5140001fb81_pert_0	57111fd3b654c5140001fb81	0	0	12		De que cor os cartuchos foram fabricados pela Nintendo para uso interno ?
De	ADP	0	57111fd3b654c5140001fb81_pert_1	57111fd3b654c5140001fb81	0	0	0	27	De que cor os cartuchos foram feitos pela Nintendo para uso interno ?
que	SCONJ	0	57111fd3b654c5140001fb81_pert_1	57111fd3b654c5140001fb81	0	0	1	28	De que cor os cartuchos foram feitos pela Nintendo para uso interno ?
cor	NOUN	0	57111fd3b654c5140001fb81_pert_1	57111fd3b654c5140001fb81	0	0	2	29	De que cor os cartuchos foram feitos pela Nintendo para uso interno ?
os	DET	0	57111fd3b654c5140001fb81_pert_1	57111fd3b654c5140001fb81	0	0	3	30	De que cor os cartuchos foram feitos pela Nintendo para uso interno ?
cartuchos	NOUN	1	57111fd3b654c5140001fb81_pert_1	57111fd3b654c5140001fb81	0	0	4	31	De que cor os cartuchos foram feitos pela Nintendo para uso interno ?
foram	AUX	0	57111fd3b654c5140001fb81_pert_1	57111fd3b654c5140001fb81	0	0	5	32	De que cor os cartuchos foram feitos pela Nintendo para uso interno ?
feitos	VERB	0	57111fd3b654c5140001fb81_pert_1	57111fd3b654c5140001fb81	0	1	6	33	De que cor os cartuchos foram feitos pela Nintendo para uso interno ?
pela	ADP	0	57111fd3b654c5140001fb81_pert_1	57111fd3b654c5140001fb81	0	0	7	34	De que cor os cartuchos foram feitos pela Nintendo para uso interno ?
Nintendo	PROPN	0	57111fd3b654c5140001fb81_pert_1	57111fd3b654c5140001fb81	0	0	8	35	De que cor os cartuchos foram feitos pela Nintendo para uso interno ?
para	ADP	0	57111fd3b654c5140001fb81_pert_1	57111fd3b654c5140001fb81	0	0	9	36	De que cor os cartuchos foram feitos pela Nintendo para uso interno ?
uso	NOUN	0	57111fd3b654c5140001fb81_pert_1	57111fd3b654c5140001fb81	0	0	10	37	De que cor os cartuchos foram feitos pela Nintendo para uso interno ?
interno	ADJ	0	57111fd3b654c5140001fb81_pert_1	57111fd3b654c5140001fb81	0	0	11	38	De que cor os cartuchos foram feitos pela Nintendo para uso interno ?
?	PUNCT	0	57111fd3b654c5140001fb81_pert_1	57111fd3b654c5140001fb81	0	0	12		De que cor os cartuchos foram feitos pela Nintendo para uso interno ?
De	ADP	0	57111fd3b654c5140001fb81_pert_2	57111fd3b654c5140001fb81	0	0	0	40	De que cor os cartuchos foram adquiridos pela Nintendo para uso interno ?
que	SCONJ	0	57111fd3b654c5140001fb81_pert_2	57111fd3b654c5140001fb81	0	0	1	41	De que cor os cartuchos foram adquiridos pela Nintendo para uso interno ?
cor	NOUN	0	57111fd3b654c5140001fb81_pert_2	57111fd3b654c5140001fb81	0	0	2	42	De que cor os cartuchos foram adquiridos pela Nintendo para uso interno ?
os	DET	0	57111fd3b654c5140001fb81_pert_2	57111fd3b654c5140001fb81	0	0	3	43	De que cor os cartuchos foram adquiridos pela Nintendo para uso interno ?
cartuchos	NOUN	1	57111fd3b654c5140001fb81_pert_2	57111fd3b654c5140001fb81	0	0	4	44	De que cor os cartuchos foram adquiridos pela Nintendo para uso interno ?
foram	AUX	0	57111fd3b654c5140001fb81_pert_2	57111fd3b654c5140001fb81	0	0	5	45	De que cor os cartuchos foram adquiridos pela Nintendo para uso interno ?
adquiridos	VERB	0	57111fd3b654c5140001fb81_pert_2	57111fd3b654c5140001fb81	0	1	6	46	De que cor os cartuchos foram adquiridos pela Nintendo para uso interno ?
pela	ADP	0	57111fd3b654c5140001fb81_pert_2	57111fd3b654c5140001fb81	0	0	7	47	De que cor os cartuchos foram adquiridos pela Nintendo para uso interno ?
Nintendo	PROPN	0	57111fd3b654c5140001fb81_pert_2	57111fd3b654c5140001fb81	0	0	8	48	De que cor os cartuchos foram adquiridos pela Nintendo para uso interno ?
para	ADP	0	57111fd3b654c5140001fb81_pert_2	57111fd3b654c5140001fb81	0	0	9	49	De que cor os cartuchos foram adquiridos pela Nintendo para uso interno ?
uso	NOUN	0	57111fd3b654c5140001fb81_pert_2	57111fd3b654c5140001fb81	0	0	10	50	De que cor os cartuchos foram adquiridos pela Nintendo para uso interno ?
interno	ADJ	0	57111fd3b654c5140001fb81_pert_2	57111fd3b654c5140001fb81	0	0	11	51	De que cor os cartuchos foram adquiridos pela Nintendo para uso interno ?
?	PUNCT	0	57111fd3b654c5140001fb81_pert_2	57111fd3b654c5140001fb81	0	0	12		De que cor os cartuchos foram adquiridos pela Nintendo para uso interno ?
