Token	POS-Tag	OOV	Id	Origem	Classe	Perturbada	Index	Sentença
Qual	PRON	0	56ce34c7aab44d1400b88596	56ce34c7aab44d1400b88596	1	0	0	Qual a nacionalidade de Estêvão Gomes ?
a	DET	0	56ce34c7aab44d1400b88596	56ce34c7aab44d1400b88596	1	0	1	Qual a nacionalidade de Estêvão Gomes ?
nacionalidade	NOUN	0	56ce34c7aab44d1400b88596	56ce34c7aab44d1400b88596	1	1	2	Qual a nacionalidade de Estêvão Gomes ?
de	ADP	0	56ce34c7aab44d1400b88596	56ce34c7aab44d1400b88596	1	0	3	Qual a nacionalidade de Estêvão Gomes ?
Estêvão	PROPN	0	56ce34c7aab44d1400b88596	56ce34c7aab44d1400b88596	1	0	4	Qual a nacionalidade de Estêvão Gomes ?
Gomes	PROPN	0	56ce34c7aab44d1400b88596	56ce34c7aab44d1400b88596	1	0	5	Qual a nacionalidade de Estêvão Gomes ?
?	PUNCT	0	56ce34c7aab44d1400b88596	56ce34c7aab44d1400b88596	1	0	6	Qual a nacionalidade de Estêvão Gomes ?
Qual	PRON	0	56ce34c7aab44d1400b88596_pert_0	56ce34c7aab44d1400b88596	0	0	0	Qual a opinião de Estêvão Gomes ?
a	DET	0	56ce34c7aab44d1400b88596_pert_0	56ce34c7aab44d1400b88596	0	0	1	Qual a opinião de Estêvão Gomes ?
opinião	NOUN	0	56ce34c7aab44d1400b88596_pert_0	56ce34c7aab44d1400b88596	0	1	2	Qual a opinião de Estêvão Gomes ?
de	ADP	0	56ce34c7aab44d1400b88596_pert_0	56ce34c7aab44d1400b88596	0	0	3	Qual a opinião de Estêvão Gomes ?
Estêvão	PROPN	0	56ce34c7aab44d1400b88596_pert_0	56ce34c7aab44d1400b88596	0	0	4	Qual a opinião de Estêvão Gomes ?
Gomes	PROPN	0	56ce34c7aab44d1400b88596_pert_0	56ce34c7aab44d1400b88596	0	0	5	Qual a opinião de Estêvão Gomes ?
?	PUNCT	0	56ce34c7aab44d1400b88596_pert_0	56ce34c7aab44d1400b88596	0	0	6	Qual a opinião de Estêvão Gomes ?
Qual	PRON	0	56ce34c7aab44d1400b88596_pert_1	56ce34c7aab44d1400b88596	0	0	0	Qual a idade de Estêvão Gomes ?
a	DET	0	56ce34c7aab44d1400b88596_pert_1	56ce34c7aab44d1400b88596	0	0	1	Qual a idade de Estêvão Gomes ?
idade	NOUN	0	56ce34c7aab44d1400b88596_pert_1	56ce34c7aab44d1400b88596	0	1	2	Qual a idade de Estêvão Gomes ?
de	ADP	0	56ce34c7aab44d1400b88596_pert_1	56ce34c7aab44d1400b88596	0	0	3	Qual a idade de Estêvão Gomes ?
Estêvão	PROPN	0	56ce34c7aab44d1400b88596_pert_1	56ce34c7aab44d1400b88596	0	0	4	Qual a idade de Estêvão Gomes ?
Gomes	PROPN	0	56ce34c7aab44d1400b88596_pert_1	56ce34c7aab44d1400b88596	0	0	5	Qual a idade de Estêvão Gomes ?
?	PUNCT	0	56ce34c7aab44d1400b88596_pert_1	56ce34c7aab44d1400b88596	0	0	6	Qual a idade de Estêvão Gomes ?
Qual	PRON	0	56ce34c7aab44d1400b88596_pert_2	56ce34c7aab44d1400b88596	0	0	0	Qual a posição de Estêvão Gomes ?
a	DET	0	56ce34c7aab44d1400b88596_pert_2	56ce34c7aab44d1400b88596	0	0	1	Qual a posição de Estêvão Gomes ?
posição	NOUN	0	56ce34c7aab44d1400b88596_pert_2	56ce34c7aab44d1400b88596	0	1	2	Qual a posição de Estêvão Gomes ?
de	ADP	0	56ce34c7aab44d1400b88596_pert_2	56ce34c7aab44d1400b88596	0	0	3	Qual a posição de Estêvão Gomes ?
Estêvão	PROPN	0	56ce34c7aab44d1400b88596_pert_2	56ce34c7aab44d1400b88596	0	0	4	Qual a posição de Estêvão Gomes ?
Gomes	PROPN	0	56ce34c7aab44d1400b88596_pert_2	56ce34c7aab44d1400b88596	0	0	5	Qual a posição de Estêvão Gomes ?
?	PUNCT	0	56ce34c7aab44d1400b88596_pert_2	56ce34c7aab44d1400b88596	0	0	6	Qual a posição de Estêvão Gomes ?
Qual	PRON	0	56ce34c7aab44d1400b88596_pert_3	56ce34c7aab44d1400b88596	0	0	0	Qual a importância de Estêvão Gomes ?
a	DET	0	56ce34c7aab44d1400b88596_pert_3	56ce34c7aab44d1400b88596	0	0	1	Qual a importância de Estêvão Gomes ?
importância	NOUN	0	56ce34c7aab44d1400b88596_pert_3	56ce34c7aab44d1400b88596	0	1	2	Qual a importância de Estêvão Gomes ?
de	ADP	0	56ce34c7aab44d1400b88596_pert_3	56ce34c7aab44d1400b88596	0	0	3	Qual a importância de Estêvão Gomes ?
Estêvão	PROPN	0	56ce34c7aab44d1400b88596_pert_3	56ce34c7aab44d1400b88596	0	0	4	Qual a importância de Estêvão Gomes ?
Gomes	PROPN	0	56ce34c7aab44d1400b88596_pert_3	56ce34c7aab44d1400b88596	0	0	5	Qual a importância de Estêvão Gomes ?
?	PUNCT	0	56ce34c7aab44d1400b88596_pert_3	56ce34c7aab44d1400b88596	0	0	6	Qual a importância de Estêvão Gomes ?
Qual	PRON	0	56ce34c7aab44d1400b88596_pert_4	56ce34c7aab44d1400b88596	0	0	0	Qual a origem de Estêvão Gomes ?
a	DET	0	56ce34c7aab44d1400b88596_pert_4	56ce34c7aab44d1400b88596	0	0	1	Qual a origem de Estêvão Gomes ?
origem	NOUN	0	56ce34c7aab44d1400b88596_pert_4	56ce34c7aab44d1400b88596	0	1	2	Qual a origem de Estêvão Gomes ?
de	ADP	0	56ce34c7aab44d1400b88596_pert_4	56ce34c7aab44d1400b88596	0	0	3	Qual a origem de Estêvão Gomes ?
Estêvão	PROPN	0	56ce34c7aab44d1400b88596_pert_4	56ce34c7aab44d1400b88596	0	0	4	Qual a origem de Estêvão Gomes ?
Gomes	PROPN	0	56ce34c7aab44d1400b88596_pert_4	56ce34c7aab44d1400b88596	0	0	5	Qual a origem de Estêvão Gomes ?
?	PUNCT	0	56ce34c7aab44d1400b88596_pert_4	56ce34c7aab44d1400b88596	0	0	6	Qual a origem de Estêvão Gomes ?
Qual	PRON	0	56ce34c7aab44d1400b88596_pert_5	56ce34c7aab44d1400b88596	0	0	0	Qual a história de Estêvão Gomes ?
a	DET	0	56ce34c7aab44d1400b88596_pert_5	56ce34c7aab44d1400b88596	0	0	1	Qual a história de Estêvão Gomes ?
história	NOUN	0	56ce34c7aab44d1400b88596_pert_5	56ce34c7aab44d1400b88596	0	1	2	Qual a história de Estêvão Gomes ?
de	ADP	0	56ce34c7aab44d1400b88596_pert_5	56ce34c7aab44d1400b88596	0	0	3	Qual a história de Estêvão Gomes ?
Estêvão	PROPN	0	56ce34c7aab44d1400b88596_pert_5	56ce34c7aab44d1400b88596	0	0	4	Qual a história de Estêvão Gomes ?
