Token	POS-Tag	OOV	Id	Origem	Classe	Perturbada	Index	__next__	Granularidade	Tipo_Texto	Sentença
Para	SCONJ	0	afb217fec90c418f9df75a46eb329f78	afb217fec90c418f9df75a46eb329f78	1	0	0	1	0	1	Para que engenheiros eletricistas contruiam circuitos eletrônicos ?
que	SCONJ	0	afb217fec90c418f9df75a46eb329f78	afb217fec90c418f9df75a46eb329f78	1	0	1	2	0	1	Para que engenheiros eletricistas contruiam circuitos eletrônicos ?
engenheiros	NOUN	0	afb217fec90c418f9df75a46eb329f78	afb217fec90c418f9df75a46eb329f78	1	1	2	3	0	1	Para que engenheiros eletricistas contruiam circuitos eletrônicos ?
eletricistas	ADJ	1	afb217fec90c418f9df75a46eb329f78	afb217fec90c418f9df75a46eb329f78	1	0	3	4	0	1	Para que engenheiros eletricistas contruiam circuitos eletrônicos ?
contruiam	ADJ	1	afb217fec90c418f9df75a46eb329f78	afb217fec90c418f9df75a46eb329f78	1	0	4	5	0	1	Para que engenheiros eletricistas contruiam circuitos eletrônicos ?
circuitos	NOUN	0	afb217fec90c418f9df75a46eb329f78	afb217fec90c418f9df75a46eb329f78	1	0	5	6	0	1	Para que engenheiros eletricistas contruiam circuitos eletrônicos ?
eletrônicos	ADJ	0	afb217fec90c418f9df75a46eb329f78	afb217fec90c418f9df75a46eb329f78	1	0	6	7	0	1	Para que engenheiros eletricistas contruiam circuitos eletrônicos ?
?	PUNCT	0	afb217fec90c418f9df75a46eb329f78	afb217fec90c418f9df75a46eb329f78	1	0	7	8	0	1	Para que engenheiros eletricistas contruiam circuitos eletrônicos ?
Para que engenheiros eletricistas contruiam circuitos eletrônicos ?	['SCONJ', 'SCONJ', 'NOUN', 'ADJ', 'ADJ', 'NOUN', 'ADJ', 'PUNCT']	[0, 0, 0, 1, 1, 0, 0, 0]	afb217fec90c418f9df75a46eb329f78	afb217fec90c418f9df75a46eb329f78	1	-1	-1		1	3	Para que engenheiros eletricistas contruiam circuitos eletrônicos ?
Para	SCONJ	0	afb217fec90c418f9df75a46eb329f78_pert_0	afb217fec90c418f9df75a46eb329f78	0	0	0	10	0	0	Para que os eletricistas contruiam circuitos eletrônicos ?
que	SCONJ	0	afb217fec90c418f9df75a46eb329f78_pert_0	afb217fec90c418f9df75a46eb329f78	0	0	1	11	0	0	Para que os eletricistas contruiam circuitos eletrônicos ?
os	DET	0	afb217fec90c418f9df75a46eb329f78_pert_0	afb217fec90c418f9df75a46eb329f78	0	1	2	12	0	0	Para que os eletricistas contruiam circuitos eletrônicos ?
eletricistas	NOUN	1	afb217fec90c418f9df75a46eb329f78_pert_0	afb217fec90c418f9df75a46eb329f78	0	0	3	13	0	0	Para que os eletricistas contruiam circuitos eletrônicos ?
contruiam	ADJ	1	afb217fec90c418f9df75a46eb329f78_pert_0	afb217fec90c418f9df75a46eb329f78	0	0	4	14	0	0	Para que os eletricistas contruiam circuitos eletrônicos ?
circuitos	NOUN	0	afb217fec90c418f9df75a46eb329f78_pert_0	afb217fec90c418f9df75a46eb329f78	0	0	5	15	0	0	Para que os eletricistas contruiam circuitos eletrônicos ?
eletrônicos	ADJ	0	afb217fec90c418f9df75a46eb329f78_pert_0	afb217fec90c418f9df75a46eb329f78	0	0	6	16	0	0	Para que os eletricistas contruiam circuitos eletrônicos ?
?	PUNCT	0	afb217fec90c418f9df75a46eb329f78_pert_0	afb217fec90c418f9df75a46eb329f78	0	0	7	17	0	0	Para que os eletricistas contruiam circuitos eletrônicos ?
Para que os eletricistas contruiam circuitos eletrônicos ?	['SCONJ', 'SCONJ', 'DET', 'NOUN', 'ADJ', 'NOUN', 'ADJ', 'PUNCT']	[0, 0, 0, 1, 1, 0, 0, 0]	afb217fec90c418f9df75a46eb329f78_pert_0	afb217fec90c418f9df75a46eb329f78	0	-1	-1		1	2	Para que os eletricistas contruiam circuitos eletrônicos ?
Para	SCONJ	0	afb217fec90c418f9df75a46eb329f78_pert_1	afb217fec90c418f9df75a46eb329f78	0	0	0	19	0	0	Para que engenheiros eletricistas contruiam circuitos eletrônicos ?
que	SCONJ	0	afb217fec90c418f9df75a46eb329f78_pert_1	afb217fec90c418f9df75a46eb329f78	0	0	1	20	0	0	Para que engenheiros eletricistas contruiam circuitos eletrônicos ?
engenheiros	NOUN	0	afb217fec90c418f9df75a46eb329f78_pert_1	afb217fec90c418f9df75a46eb329f78	0	1	2	21	0	0	Para que engenheiros eletricistas contruiam circuitos eletrônicos ?
eletricistas	ADJ	1	afb217fec90c418f9df75a46eb329f78_pert_1	afb217fec90c418f9df75a46eb329f78	0	0	3	22	0	0	Para que engenheiros eletricistas contruiam circuitos eletrônicos ?
contruiam	ADJ	1	afb217fec90c418f9df75a46eb329f78_pert_1	afb217fec90c418f9df75a46eb329f78	0	0	4	23	0	0	Para que engenheiros eletricistas contruiam circuitos eletrônicos ?
