Token	POS-Tag	OOV	Id	Origem	Classe	Perturbada	Index	__next__	Granularidade	Tipo_Texto	Sentença
Como	ADV	0	56b4eba75fdf48af9900529219a9b180	56b4eba75fdf48af9900529219a9b180	1	0	0	1	0	1	Como é conhecido Alan Turing ?
é	AUX	0	56b4eba75fdf48af9900529219a9b180	56b4eba75fdf48af9900529219a9b180	1	0	1	2	0	1	Como é conhecido Alan Turing ?
conhecido	VERB	0	56b4eba75fdf48af9900529219a9b180	56b4eba75fdf48af9900529219a9b180	1	1	2	3	0	1	Como é conhecido Alan Turing ?
Alan	PROPN	0	56b4eba75fdf48af9900529219a9b180	56b4eba75fdf48af9900529219a9b180	1	0	3	4	0	1	Como é conhecido Alan Turing ?
Turing	PROPN	0	56b4eba75fdf48af9900529219a9b180	56b4eba75fdf48af9900529219a9b180	1	0	4	5	0	1	Como é conhecido Alan Turing ?
?	PUNCT	0	56b4eba75fdf48af9900529219a9b180	56b4eba75fdf48af9900529219a9b180	1	0	5	6	0	1	Como é conhecido Alan Turing ?
Como é conhecido Alan Turing ?	['ADV', 'AUX', 'VERB', 'PROPN', 'PROPN', 'PUNCT']	[0, 0, 0, 0, 0, 0]	56b4eba75fdf48af9900529219a9b180	56b4eba75fdf48af9900529219a9b180	1	-1	-1		1	3	Como é conhecido Alan Turing ?
Como	ADV	0	56b4eba75fdf48af9900529219a9b180_pert_0	56b4eba75fdf48af9900529219a9b180	0	0	0	8	0	0	Como é o Alan Turing ?
é	AUX	0	56b4eba75fdf48af9900529219a9b180_pert_0	56b4eba75fdf48af9900529219a9b180	0	0	1	9	0	0	Como é o Alan Turing ?
o	DET	0	56b4eba75fdf48af9900529219a9b180_pert_0	56b4eba75fdf48af9900529219a9b180	0	1	2	10	0	0	Como é o Alan Turing ?
Alan	PROPN	0	56b4eba75fdf48af9900529219a9b180_pert_0	56b4eba75fdf48af9900529219a9b180	0	0	3	11	0	0	Como é o Alan Turing ?
Turing	PROPN	0	56b4eba75fdf48af9900529219a9b180_pert_0	56b4eba75fdf48af9900529219a9b180	0	0	4	12	0	0	Como é o Alan Turing ?
