Token	POS-Tag	OOV	Id	Origem	Classe	Perturbada	Index	Sentença
What	PRON	0	9	9	1	0	0	What is a stack and how to push its element ?
is	AUX	0	9	9	1	0	1	What is a stack and how to push its element ?
a	DET	0	9	9	1	0	2	What is a stack and how to push its element ?
stack	NOUN	0	9	9	1	0	3	What is a stack and how to push its element ?
and	CCONJ	0	9	9	1	0	4	What is a stack and how to push its element ?
how	SCONJ	0	9	9	1	0	5	What is a stack and how to push its element ?
to	PART	0	9	9	1	0	6	What is a stack and how to push its element ?
push	VERB	0	9	9	1	1	7	What is a stack and how to push its element ?
its	PRON	0	9	9	1	0	8	What is a stack and how to push its element ?
element	NOUN	0	9	9	1	0	9	What is a stack and how to push its element ?
?	PUNCT	0	9	9	1	0	10	What is a stack and how to push its element ?
What	PRON	0	9_pert_0	9	0	0	0	What is a stack and how to define its element ?
is	AUX	0	9_pert_0	9	0	0	1	What is a stack and how to define its element ?
a	DET	0	9_pert_0	9	0	0	2	What is a stack and how to define its element ?
stack	NOUN	0	9_pert_0	9	0	0	3	What is a stack and how to define its element ?
and	CCONJ	0	9_pert_0	9	0	0	4	What is a stack and how to define its element ?
how	SCONJ	0	9_pert_0	9	0	0	5	What is a stack and how to define its element ?
to	PART	0	9_pert_0	9	0	0	6	What is a stack and how to define its element ?
define	VERB	0	9_pert_0	9	0	1	7	What is a stack and how to define its element ?
its	PRON	0	9_pert_0	9	0	0	8	What is a stack and how to define its element ?
element	NOUN	0	9_pert_0	9	0	0	9	What is a stack and how to define its element ?
?	PUNCT	0	9_pert_0	9	0	0	10	What is a stack and how to define its element ?
What	PRON	0	9_pert_1	9	0	0	0	What is a stack and how to use its element ?
is	AUX	0	9_pert_1	9	0	0	1	What is a stack and how to use its element ?
a	DET	0	9_pert_1	9	0	0	2	What is a stack and how to use its element ?
stack	NOUN	0	9_pert_1	9	0	0	3	What is a stack and how to use its element ?
and	CCONJ	0	9_pert_1	9	0	0	4	What is a stack and how to use its element ?
how	SCONJ	0	9_pert_1	9	0	0	5	What is a stack and how to use its element ?
to	PART	0	9_pert_1	9	0	0	6	What is a stack and how to use its element ?
use	VERB	0	9_pert_1	9	0	1	7	What is a stack and how to use its element ?
its	PRON	0	9_pert_1	9	0	0	8	What is a stack and how to use its element ?
element	NOUN	0	9_pert_1	9	0	0	9	What is a stack and how to use its element ?
?	PUNCT	0	9_pert_1	9	0	0	10	What is a stack and how to use its element ?
What	PRON	0	9_pert_2	9	0	0	0	What is a stack and how to find its element ?
is	AUX	0	9_pert_2	9	0	0	1	What is a stack and how to find its element ?
a	DET	0	9_pert_2	9	0	0	2	What is a stack and how to find its element ?
stack	NOUN	0	9_pert_2	9	0	0	3	What is a stack and how to find its element ?
and	CCONJ	0	9_pert_2	9	0	0	4	What is a stack and how to find its element ?
how	SCONJ	0	9_pert_2	9	0	0	5	What is a stack and how to find its element ?
to	PART	0	9_pert_2	9	0	0	6	What is a stack and how to find its element ?
find	VERB	0	9_pert_2	9	0	1	7	What is a stack and how to find its element ?
its	PRON	0	9_pert_2	9	0	0	8	What is a stack and how to find its element ?
element	NOUN	0	9_pert_2	9	0	0	9	What is a stack and how to find its element ?
?	PUNCT	0	9_pert_2	9	0	0	10	What is a stack and how to find its element ?
What	PRON	0	9_pert_3	9	0	0	0	What is a stack and how to describe its element ?
is	AUX	0	9_pert_3	9	0	0	1	What is a stack and how to describe its element ?
a	DET	0	9_pert_3	9	0	0	2	What is a stack and how to describe its element ?
stack	NOUN	0	9_pert_3	9	0	0	3	What is a stack and how to describe its element ?
and	CCONJ	0	9_pert_3	9	0	0	4	What is a stack and how to describe its element ?
how	SCONJ	0	9_pert_3	9	0	0	5	What is a stack and how to describe its element ?
to	PART	0	9_pert_3	9	0	0	6	What is a stack and how to describe its element ?
describe	VERB	0	9_pert_3	9	0	1	7	What is a stack and how to describe its element ?
its	PRON	0	9_pert_3	9	0	0	8	What is a stack and how to describe its element ?
element	NOUN	0	9_pert_3	9	0	0	9	What is a stack and how to describe its element ?
?	PUNCT	0	9_pert_3	9	0	0	10	What is a stack and how to describe its element ?
What	PRON	0	9_pert_4	9	0	0	0	What is a stack and how to manage its element ?
is	AUX	0	9_pert_4	9	0	0	1	What is a stack and how to manage its element ?
a	DET	0	9_pert_4	9	0	0	2	What is a stack and how to manage its element ?
stack	NOUN	0	9_pert_4	9	0	0	3	What is a stack and how to manage its element ?
and	CCONJ	0	9_pert_4	9	0	0	4	What is a stack and how to manage its element ?
how	SCONJ	0	9_pert_4	9	0	0	5	What is a stack and how to manage its element ?
to	PART	0	9_pert_4	9	0	0	6	What is a stack and how to manage its element ?
manage	VERB	0	9_pert_4	9	0	1	7	What is a stack and how to manage its element ?
its	PRON	0	9_pert_4	9	0	0	8	What is a stack and how to manage its element ?
element	NOUN	0	9_pert_4	9	0	0	9	What is a stack and how to manage its element ?
?	PUNCT	0	9_pert_4	9	0	0	10	What is a stack and how to manage its element ?
What	PRON	0	9_pert_5	9	0	0	0	What is a stack and how to access its element ?
is	AUX	0	9_pert_5	9	0	0	1	What is a stack and how to access its element ?
a	DET	0	9_pert_5	9	0	0	2	What is a stack and how to access its element ?
stack	NOUN	0	9_pert_5	9	0	0	3	What is a stack and how to access its element ?
and	CCONJ	0	9_pert_5	9	0	0	4	What is a stack and how to access its element ?
how	SCONJ	0	9_pert_5	9	0	0	5	What is a stack and how to access its element ?
to	PART	0	9_pert_5	9	0	0	6	What is a stack and how to access its element ?
access	VERB	0	9_pert_5	9	0	1	7	What is a stack and how to access its element ?
its	PRON	0	9_pert_5	9	0	0	8	What is a stack and how to access its element ?
element	NOUN	0	9_pert_5	9	0	0	9	What is a stack and how to access its element ?
?	PUNCT	0	9_pert_5	9	0	0	10	What is a stack and how to access its element ?
What	PRON	0	9_pert_6	9	0	0	0	What is a stack and how to represent its element ?
is	AUX	0	9_pert_6	9	0	0	1	What is a stack and how to represent its element ?
a	DET	0	9_pert_6	9	0	0	2	What is a stack and how to represent its element ?
stack	NOUN	0	9_pert_6	9	0	0	3	What is a stack and how to represent its element ?
and	CCONJ	0	9_pert_6	9	0	0	4	What is a stack and how to represent its element ?
how	SCONJ	0	9_pert_6	9	0	0	5	What is a stack and how to represent its element ?
to	PART	0	9_pert_6	9	0	0	6	What is a stack and how to represent its element ?
represent	VERB	0	9_pert_6	9	0	1	7	What is a stack and how to represent its element ?
its	PRON	0	9_pert_6	9	0	0	8	What is a stack and how to represent its element ?
element	NOUN	0	9_pert_6	9	0	0	9	What is a stack and how to represent its element ?
?	PUNCT	0	9_pert_6	9	0	0	10	What is a stack and how to represent its element ?
What	PRON	0	9_pert_7	9	0	0	0	What is a stack and how to handle its element ?
is	AUX	0	9_pert_7	9	0	0	1	What is a stack and how to handle its element ?
a	DET	0	9_pert_7	9	0	0	2	What is a stack and how to handle its element ?
stack	NOUN	0	9_pert_7	9	0	0	3	What is a stack and how to handle its element ?
and	CCONJ	0	9_pert_7	9	0	0	4	What is a stack and how to handle its element ?
