Token	POS-Tag	OOV	Id	Origem	Classe	Perturbada	Index	__next__	Sentença
How	SCONJ	0	8p0	8p0	1	0	0	1	How to pop elements in a queue data structure ?
to	PART	0	8p0	8p0	1	0	1	2	How to pop elements in a queue data structure ?
pop	VERB	0	8p0	8p0	1	1	2	3	How to pop elements in a queue data structure ?
elements	NOUN	0	8p0	8p0	1	0	3	4	How to pop elements in a queue data structure ?
in	ADP	0	8p0	8p0	1	0	4	5	How to pop elements in a queue data structure ?
a	DET	0	8p0	8p0	1	0	5	6	How to pop elements in a queue data structure ?
queue	NOUN	1	8p0	8p0	1	0	6	7	How to pop elements in a queue data structure ?
data	NOUN	0	8p0	8p0	1	0	7	8	How to pop elements in a queue data structure ?
structure	NOUN	0	8p0	8p0	1	0	8	9	How to pop elements in a queue data structure ?
?	PUNCT	0	8p0	8p0	1	0	9		How to pop elements in a queue data structure ?
How	SCONJ	0	8p0_pert_0	8p0	0	0	0	11	How to manage elements in a queue data structure ?
to	PART	0	8p0_pert_0	8p0	0	0	1	12	How to manage elements in a queue data structure ?
manage	VERB	0	8p0_pert_0	8p0	0	1	2	13	How to manage elements in a queue data structure ?
elements	NOUN	0	8p0_pert_0	8p0	0	0	3	14	How to manage elements in a queue data structure ?
in	ADP	0	8p0_pert_0	8p0	0	0	4	15	How to manage elements in a queue data structure ?
a	DET	0	8p0_pert_0	8p0	0	0	5	16	How to manage elements in a queue data structure ?
queue	NOUN	1	8p0_pert_0	8p0	0	0	6	17	How to manage elements in a queue data structure ?
data	NOUN	0	8p0_pert_0	8p0	0	0	7	18	How to manage elements in a queue data structure ?
structure	NOUN	0	8p0_pert_0	8p0	0	0	8	19	How to manage elements in a queue data structure ?
?	PUNCT	0	8p0_pert_0	8p0	0	0	9		How to manage elements in a queue data structure ?
How	SCONJ	0	8p0_pert_1	8p0	0	0	0	21	How to organize elements in a queue data structure ?
to	PART	0	8p0_pert_1	8p0	0	0	1	22	How to organize elements in a queue data structure ?
organize	VERB	0	8p0_pert_1	8p0	0	1	2	23	How to organize elements in a queue data structure ?
elements	NOUN	0	8p0_pert_1	8p0	0	0	3	24	How to organize elements in a queue data structure ?
in	ADP	0	8p0_pert_1	8p0	0	0	4	25	How to organize elements in a queue data structure ?
a	DET	0	8p0_pert_1	8p0	0	0	5	26	How to organize elements in a queue data structure ?
queue	NOUN	1	8p0_pert_1	8p0	0	0	6	27	How to organize elements in a queue data structure ?
data	NOUN	0	8p0_pert_1	8p0	0	0	7	28	How to organize elements in a queue data structure ?
structure	NOUN	0	8p0_pert_1	8p0	0	0	8	29	How to organize elements in a queue data structure ?
?	PUNCT	0	8p0_pert_1	8p0	0	0	9		How to organize elements in a queue data structure ?
How	SCONJ	0	8p0_pert_2	8p0	0	0	0	31	How to store elements in a queue data structure ?
to	PART	0	8p0_pert_2	8p0	0	0	1	32	How to store elements in a queue data structure ?
store	VERB	0	8p0_pert_2	8p0	0	1	2	33	How to store elements in a queue data structure ?
elements	NOUN	0	8p0_pert_2	8p0	0	0	3	34	How to store elements in a queue data structure ?
in	ADP	0	8p0_pert_2	8p0	0	0	4	35	How to store elements in a queue data structure ?
a	DET	0	8p0_pert_2	8p0	0	0	5	36	How to store elements in a queue data structure ?
queue	NOUN	1	8p0_pert_2	8p0	0	0	6	37	How to store elements in a queue data structure ?
data	NOUN	0	8p0_pert_2	8p0	0	0	7	38	How to store elements in a queue data structure ?
structure	NOUN	0	8p0_pert_2	8p0	0	0	8	39	How to store elements in a queue data structure ?
?	PUNCT	0	8p0_pert_2	8p0	0	0	9		How to store elements in a queue data structure ?
How	SCONJ	0	8p0_pert_3	8p0	0	0	0	41	How to represent elements in a queue data structure ?
to	PART	0	8p0_pert_3	8p0	0	0	1	42	How to represent elements in a queue data structure ?
represent	VERB	0	8p0_pert_3	8p0	0	1	2	43	How to represent elements in a queue data structure ?
elements	NOUN	0	8p0_pert_3	8p0	0	0	3	44	How to represent elements in a queue data structure ?
in	ADP	0	8p0_pert_3	8p0	0	0	4	45	How to represent elements in a queue data structure ?
a	DET	0	8p0_pert_3	8p0	0	0	5	46	How to represent elements in a queue data structure ?
queue	NOUN	1	8p0_pert_3	8p0	0	0	6	47	How to represent elements in a queue data structure ?
data	NOUN	0	8p0_pert_3	8p0	0	0	7	48	How to represent elements in a queue data structure ?
structure	NOUN	0	8p0_pert_3	8p0	0	0	8	49	How to represent elements in a queue data structure ?
?	PUNCT	0	8p0_pert_3	8p0	0	0	9		How to represent elements in a queue data structure ?
How	SCONJ	0	8p0_pert_4	8p0	0	0	0	51	How to handle elements in a queue data structure ?
to	PART	0	8p0_pert_4	8p0	0	0	1	52	How to handle elements in a queue data structure ?
handle	VERB	0	8p0_pert_4	8p0	0	1	2	53	How to handle elements in a queue data structure ?
elements	NOUN	0	8p0_pert_4	8p0	0	0	3	54	How to handle elements in a queue data structure ?
in	ADP	0	8p0_pert_4	8p0	0	0	4	55	How to handle elements in a queue data structure ?
a	DET	0	8p0_pert_4	8p0	0	0	5	56	How to handle elements in a queue data structure ?
queue	NOUN	1	8p0_pert_4	8p0	0	0	6	57	How to handle elements in a queue data structure ?
data	NOUN	0	8p0_pert_4	8p0	0	0	7	58	How to handle elements in a queue data structure ?
structure	NOUN	0	8p0_pert_4	8p0	0	0	8	59	How to handle elements in a queue data structure ?
?	PUNCT	0	8p0_pert_4	8p0	0	0	9		How to handle elements in a queue data structure ?
How	SCONJ	0	8p0_pert_5	8p0	0	0	0	61	How to define elements in a queue data structure ?
to	PART	0	8p0_pert_5	8p0	0	0	1	62	How to define elements in a queue data structure ?
define	VERB	0	8p0_pert_5	8p0	0	1	2	63	How to define elements in a queue data structure ?
elements	NOUN	0	8p0_pert_5	8p0	0	0	3	64	How to define elements in a queue data structure ?
in	ADP	0	8p0_pert_5	8p0	0	0	4	65	How to define elements in a queue data structure ?
a	DET	0	8p0_pert_5	8p0	0	0	5	66	How to define elements in a queue data structure ?
queue	NOUN	1	8p0_pert_5	8p0	0	0	6	67	How to define elements in a queue data structure ?
data	NOUN	0	8p0_pert_5	8p0	0	0	7	68	How to define elements in a queue data structure ?
structure	NOUN	0	8p0_pert_5	8p0	0	0	8	69	How to define elements in a queue data structure ?
?	PUNCT	0	8p0_pert_5	8p0	0	0	9		How to define elements in a queue data structure ?
How	SCONJ	0	8p0_pert_6	8p0	0	0	0	71	How to use elements in a queue data structure ?
to	PART	0	8p0_pert_6	8p0	0	0	1	72	How to use elements in a queue data structure ?
use	VERB	0	8p0_pert_6	8p0	0	1	2	73	How to use elements in a queue data structure ?
elements	NOUN	0	8p0_pert_6	8p0	0	0	3	74	How to use elements in a queue data structure ?
in	ADP	0	8p0_pert_6	8p0	0	0	4	75	How to use elements in a queue data structure ?
a	DET	0	8p0_pert_6	8p0	0	0	5	76	How to use elements in a queue data structure ?
queue	NOUN	1	8p0_pert_6	8p0	0	0	6	77	How to use elements in a queue data structure ?
data	NOUN	0	8p0_pert_6	8p0	0	0	7	78	How to use elements in a queue data structure ?
structure	NOUN	0	8p0_pert_6	8p0	0	0	8	79	How to use elements in a queue data structure ?
?	PUNCT	0	8p0_pert_6	8p0	0	0	9		How to use elements in a queue data structure ?
How	SCONJ	0	8p0_pert_7	8p0	0	0	0	81	How to arrange elements in a queue data structure ?
to	PART	0	8p0_pert_7	8p0	0	0	1	82	How to arrange elements in a queue data structure ?
arrange	VERB	0	8p0_pert_7	8p0	0	1	2	83	How to arrange elements in a queue data structure ?
elements	NOUN	0	8p0_pert_7	8p0	0	0	3	84	How to arrange elements in a queue data structure ?
in	ADP	0	8p0_pert_7	8p0	0	0	4	85	How to arrange elements in a queue data structure ?
a	DET	0	8p0_pert_7	8p0	0	0	5	86	How to arrange elements in a queue data structure ?
queue	NOUN	1	8p0_pert_7	8p0	0	0	6	87	How to arrange elements in a queue data structure ?
data	NOUN	0	8p0_pert_7	8p0	0	0	7	88	How to arrange elements in a queue data structure ?
structure	NOUN	0	8p0_pert_7	8p0	0	0	8	89	How to arrange elements in a queue data structure ?
?	PUNCT	0	8p0_pert_7	8p0	0	0	9		How to arrange elements in a queue data structure ?
How	SCONJ	0	8p0_pert_8	8p0	0	0	0	91	How to manipulate elements in a queue data structure ?
to	PART	0	8p0_pert_8	8p0	0	0	1	92	How to manipulate elements in a queue data structure ?
manipulate	VERB	0	8p0_pert_8	8p0	0	1	2	93	How to manipulate elements in a queue data structure ?
elements	NOUN	0	8p0_pert_8	8p0	0	0	3	94	How to manipulate elements in a queue data structure ?
in	ADP	0	8p0_pert_8	8p0	0	0	4	95	How to manipulate elements in a queue data structure ?
a	DET	0	8p0_pert_8	8p0	0	0	5	96	How to manipulate elements in a queue data structure ?
queue	NOUN	1	8p0_pert_8	8p0	0	0	6	97	How to manipulate elements in a queue data structure ?
data	NOUN	0	8p0_pert_8	8p0	0	0	7	98	How to manipulate elements in a queue data structure ?
structure	NOUN	0	8p0_pert_8	8p0	0	0	8	99	How to manipulate elements in a queue data structure ?
