Token	POS-Tag	OOV	Id	Origem	Classe	Perturbada	Index	Sentença
How	SCONJ	0	4p0	4p0	1	0	0	How to push and pop elements in a queue ?
to	PART	0	4p0	4p0	1	0	1	How to push and pop elements in a queue ?
push	VERB	0	4p0	4p0	1	1	2	How to push and pop elements in a queue ?
and	CCONJ	0	4p0	4p0	1	0	3	How to push and pop elements in a queue ?
pop	NOUN	0	4p0	4p0	1	0	4	How to push and pop elements in a queue ?
elements	NOUN	0	4p0	4p0	1	0	5	How to push and pop elements in a queue ?
in	ADP	0	4p0	4p0	1	0	6	How to push and pop elements in a queue ?
a	DET	0	4p0	4p0	1	0	7	How to push and pop elements in a queue ?
queue	NOUN	1	4p0	4p0	1	0	8	How to push and pop elements in a queue ?
?	PUNCT	0	4p0	4p0	1	0	9	How to push and pop elements in a queue ?
How	SCONJ	0	4p0_pert_0	4p0	0	0	0	How to rock and pop elements in a queue ?
to	PART	0	4p0_pert_0	4p0	0	0	1	How to rock and pop elements in a queue ?
rock	VERB	0	4p0_pert_0	4p0	0	1	2	How to rock and pop elements in a queue ?
and	CCONJ	0	4p0_pert_0	4p0	0	0	3	How to rock and pop elements in a queue ?
pop	NOUN	0	4p0_pert_0	4p0	0	0	4	How to rock and pop elements in a queue ?
elements	NOUN	0	4p0_pert_0	4p0	0	0	5	How to rock and pop elements in a queue ?
in	ADP	0	4p0_pert_0	4p0	0	0	6	How to rock and pop elements in a queue ?
a	DET	0	4p0_pert_0	4p0	0	0	7	How to rock and pop elements in a queue ?
queue	NOUN	1	4p0_pert_0	4p0	0	0	8	How to rock and pop elements in a queue ?
?	PUNCT	0	4p0_pert_0	4p0	0	0	9	How to rock and pop elements in a queue ?
How	SCONJ	0	4p0_pert_1	4p0	0	0	0	How to sing and pop elements in a queue ?
to	PART	0	4p0_pert_1	4p0	0	0	1	How to sing and pop elements in a queue ?
sing	VERB	0	4p0_pert_1	4p0	0	1	2	How to sing and pop elements in a queue ?
and	CCONJ	0	4p0_pert_1	4p0	0	0	3	How to sing and pop elements in a queue ?
pop	VERB	0	4p0_pert_1	4p0	0	0	4	How to sing and pop elements in a queue ?
elements	NOUN	0	4p0_pert_1	4p0	0	0	5	How to sing and pop elements in a queue ?
in	ADP	0	4p0_pert_1	4p0	0	0	6	How to sing and pop elements in a queue ?
a	DET	0	4p0_pert_1	4p0	0	0	7	How to sing and pop elements in a queue ?
queue	NOUN	1	4p0_pert_1	4p0	0	0	8	How to sing and pop elements in a queue ?
?	PUNCT	0	4p0_pert_1	4p0	0	0	9	How to sing and pop elements in a queue ?
How	SCONJ	0	4p0_pert_2	4p0	0	0	0	How to mix and pop elements in a queue ?
to	PART	0	4p0_pert_2	4p0	0	0	1	How to mix and pop elements in a queue ?
mix	VERB	0	4p0_pert_2	4p0	0	1	2	How to mix and pop elements in a queue ?
and	CCONJ	0	4p0_pert_2	4p0	0	0	3	How to mix and pop elements in a queue ?
pop	VERB	0	4p0_pert_2	4p0	0	0	4	How to mix and pop elements in a queue ?
elements	NOUN	0	4p0_pert_2	4p0	0	0	5	How to mix and pop elements in a queue ?
in	ADP	0	4p0_pert_2	4p0	0	0	6	How to mix and pop elements in a queue ?
a	DET	0	4p0_pert_2	4p0	0	0	7	How to mix and pop elements in a queue ?
queue	NOUN	1	4p0_pert_2	4p0	0	0	8	How to mix and pop elements in a queue ?
?	PUNCT	0	4p0_pert_2	4p0	0	0	9	How to mix and pop elements in a queue ?
How	SCONJ	0	4p0_pert_3	4p0	0	0	0	How to dance and pop elements in a queue ?
to	PART	0	4p0_pert_3	4p0	0	0	1	How to dance and pop elements in a queue ?
dance	VERB	0	4p0_pert_3	4p0	0	1	2	How to dance and pop elements in a queue ?
and	CCONJ	0	4p0_pert_3	4p0	0	0	3	How to dance and pop elements in a queue ?
pop	NOUN	0	4p0_pert_3	4p0	0	0	4	How to dance and pop elements in a queue ?
elements	NOUN	0	4p0_pert_3	4p0	0	0	5	How to dance and pop elements in a queue ?
in	ADP	0	4p0_pert_3	4p0	0	0	6	How to dance and pop elements in a queue ?
a	DET	0	4p0_pert_3	4p0	0	0	7	How to dance and pop elements in a queue ?
queue	NOUN	1	4p0_pert_3	4p0	0	0	8	How to dance and pop elements in a queue ?
?	PUNCT	0	4p0_pert_3	4p0	0	0	9	How to dance and pop elements in a queue ?
How	SCONJ	0	4p0_pert_4	4p0	0	0	0	How to trap and pop elements in a queue ?
to	PART	0	4p0_pert_4	4p0	0	0	1	How to trap and pop elements in a queue ?
trap	VERB	0	4p0_pert_4	4p0	0	1	2	How to trap and pop elements in a queue ?
and	CCONJ	0	4p0_pert_4	4p0	0	0	3	How to trap and pop elements in a queue ?
pop	NOUN	0	4p0_pert_4	4p0	0	0	4	How to trap and pop elements in a queue ?
elements	NOUN	0	4p0_pert_4	4p0	0	0	5	How to trap and pop elements in a queue ?
in	ADP	0	4p0_pert_4	4p0	0	0	6	How to trap and pop elements in a queue ?
a	DET	0	4p0_pert_4	4p0	0	0	7	How to trap and pop elements in a queue ?
queue	NOUN	1	4p0_pert_4	4p0	0	0	8	How to trap and pop elements in a queue ?
?	PUNCT	0	4p0_pert_4	4p0	0	0	9	How to trap and pop elements in a queue ?
How	SCONJ	0	4p0_pert_5	4p0	0	0	0	How to play and pop elements in a queue ?
to	PART	0	4p0_pert_5	4p0	0	0	1	How to play and pop elements in a queue ?
play	VERB	0	4p0_pert_5	4p0	0	1	2	How to play and pop elements in a queue ?
and	CCONJ	0	4p0_pert_5	4p0	0	0	3	How to play and pop elements in a queue ?
pop	VERB	0	4p0_pert_5	4p0	0	0	4	How to play and pop elements in a queue ?
elements	NOUN	0	4p0_pert_5	4p0	0	0	5	How to play and pop elements in a queue ?
in	ADP	0	4p0_pert_5	4p0	0	0	6	How to play and pop elements in a queue ?
a	DET	0	4p0_pert_5	4p0	0	0	7	How to play and pop elements in a queue ?
queue	NOUN	1	4p0_pert_5	4p0	0	0	8	How to play and pop elements in a queue ?
?	PUNCT	0	4p0_pert_5	4p0	0	0	9	How to play and pop elements in a queue ?
How	SCONJ	0	4p0_pert_6	4p0	0	0	0	How to go and pop elements in a queue ?
to	PART	0	4p0_pert_6	4p0	0	0	1	How to go and pop elements in a queue ?
go	VERB	0	4p0_pert_6	4p0	0	1	2	How to go and pop elements in a queue ?
and	CCONJ	0	4p0_pert_6	4p0	0	0	3	How to go and pop elements in a queue ?
pop	VERB	0	4p0_pert_6	4p0	0	0	4	How to go and pop elements in a queue ?
elements	NOUN	0	4p0_pert_6	4p0	0	0	5	How to go and pop elements in a queue ?
in	ADP	0	4p0_pert_6	4p0	0	0	6	How to go and pop elements in a queue ?
a	DET	0	4p0_pert_6	4p0	0	0	7	How to go and pop elements in a queue ?
queue	NOUN	1	4p0_pert_6	4p0	0	0	8	How to go and pop elements in a queue ?
?	PUNCT	0	4p0_pert_6	4p0	0	0	9	How to go and pop elements in a queue ?
How	SCONJ	0	4p0_pert_7	4p0	0	0	0	How to jazz and pop elements in a queue ?
to	PART	0	4p0_pert_7	4p0	0	0	1	How to jazz and pop elements in a queue ?
jazz	VERB	0	4p0_pert_7	4p0	0	1	2	How to jazz and pop elements in a queue ?
and	CCONJ	0	4p0_pert_7	4p0	0	0	3	How to jazz and pop elements in a queue ?
pop	NOUN	0	4p0_pert_7	4p0	0	0	4	How to jazz and pop elements in a queue ?
elements	NOUN	0	4p0_pert_7	4p0	0	0	5	How to jazz and pop elements in a queue ?
in	ADP	0	4p0_pert_7	4p0	0	0	6	How to jazz and pop elements in a queue ?
a	DET	0	4p0_pert_7	4p0	0	0	7	How to jazz and pop elements in a queue ?
queue	NOUN	1	4p0_pert_7	4p0	0	0	8	How to jazz and pop elements in a queue ?
?	PUNCT	0	4p0_pert_7	4p0	0	0	9	How to jazz and pop elements in a queue ?
How	SCONJ	0	4p0_pert_8	4p0	0	0	0	How to jam and pop elements in a queue ?
to	PART	0	4p0_pert_8	4p0	0	0	1	How to jam and pop elements in a queue ?
jam	VERB	0	4p0_pert_8	4p0	0	1	2	How to jam and pop elements in a queue ?
and	CCONJ	0	4p0_pert_8	4p0	0	0	3	How to jam and pop elements in a queue ?
pop	NOUN	0	4p0_pert_8	4p0	0	0	4	How to jam and pop elements in a queue ?
elements	NOUN	0	4p0_pert_8	4p0	0	0	5	How to jam and pop elements in a queue ?
in	ADP	0	4p0_pert_8	4p0	0	0	6	How to jam and pop elements in a queue ?
a	DET	0	4p0_pert_8	4p0	0	0	7	How to jam and pop elements in a queue ?
queue	NOUN	1	4p0_pert_8	4p0	0	0	8	How to jam and pop elements in a queue ?
?	PUNCT	0	4p0_pert_8	4p0	0	0	9	How to jam and pop elements in a queue ?
How	SCONJ	0	4p0_pert_9	4p0	0	0	0	How to throw and pop elements in a queue ?
to	PART	0	4p0_pert_9	4p0	0	0	1	How to throw and pop elements in a queue ?
throw	VERB	0	4p0_pert_9	4p0	0	1	2	How to throw and pop elements in a queue ?
and	CCONJ	0	4p0_pert_9	4p0	0	0	3	How to throw and pop elements in a queue ?
pop	NOUN	0	4p0_pert_9	4p0	0	0	4	How to throw and pop elements in a queue ?
elements	NOUN	0	4p0_pert_9	4p0	0	0	5	How to throw and pop elements in a queue ?
in	ADP	0	4p0_pert_9	4p0	0	0	6	How to throw and pop elements in a queue ?
a	DET	0	4p0_pert_9	4p0	0	0	7	How to throw and pop elements in a queue ?
queue	NOUN	1	4p0_pert_9	4p0	0	0	8	How to throw and pop elements in a queue ?
?	PUNCT	0	4p0_pert_9	4p0	0	0	9	How to throw and pop elements in a queue ?
How	SCONJ	0	4p0_pert_10	4p0	0	0	0	How to record and pop elements in a queue ?
to	PART	0	4p0_pert_10	4p0	0	0	1	How to record and pop elements in a queue ?
record	VERB	0	4p0_pert_10	4p0	0	1	2	How to record and pop elements in a queue ?
and	CCONJ	0	4p0_pert_10	4p0	0	0	3	How to record and pop elements in a queue ?
pop	NOUN	0	4p0_pert_10	4p0	0	0	4	How to record and pop elements in a queue ?
elements	NOUN	0	4p0_pert_10	4p0	0	0	5	How to record and pop elements in a queue ?
in	ADP	0	4p0_pert_10	4p0	0	0	6	How to record and pop elements in a queue ?
a	DET	0	4p0_pert_10	4p0	0	0	7	How to record and pop elements in a queue ?
queue	NOUN	1	4p0_pert_10	4p0	0	0	8	How to record and pop elements in a queue ?
