Token	POS-Tag	OOV	Id	Origem	Classe	Perturbada	Index	Granularidade	Tipo_Texto	Sentença
How	SCONJ	0	4	4	1	0	0	0	1	How to push and pop elements in a stack ?
to	PART	0	4	4	1	0	1	0	1	How to push and pop elements in a stack ?
push	VERB	0	4	4	1	1	2	0	1	How to push and pop elements in a stack ?
and	CCONJ	0	4	4	1	0	3	0	1	How to push and pop elements in a stack ?
pop	NOUN	0	4	4	1	0	4	0	1	How to push and pop elements in a stack ?
elements	NOUN	0	4	4	1	0	5	0	1	How to push and pop elements in a stack ?
in	ADP	0	4	4	1	0	6	0	1	How to push and pop elements in a stack ?
a	DET	0	4	4	1	0	7	0	1	How to push and pop elements in a stack ?
stack	NOUN	0	4	4	1	0	8	0	1	How to push and pop elements in a stack ?
?	PUNCT	0	4	4	1	0	9	0	1	How to push and pop elements in a stack ?
0	['SCONJ', 'PART', 'VERB', 'CCONJ', 'NOUN', 'NOUN', 'ADP', 'DET', 'NOUN', 'PUNCT']	[0, 0, 0, 0, 0, 0, 0, 0, 0, 0]	4	4	1	-1	-1	1	3	How to push and pop elements in a stack ?
How	SCONJ	0	4_pert_0	4	0	0	0	0	0	How to mix and pop elements in a stack ?
to	PART	0	4_pert_0	4	0	0	1	0	0	How to mix and pop elements in a stack ?
mix	VERB	0	4_pert_0	4	0	1	2	0	0	How to mix and pop elements in a stack ?
and	CCONJ	0	4_pert_0	4	0	0	3	0	0	How to mix and pop elements in a stack ?
pop	VERB	0	4_pert_0	4	0	0	4	0	0	How to mix and pop elements in a stack ?
elements	NOUN	0	4_pert_0	4	0	0	5	0	0	How to mix and pop elements in a stack ?
in	ADP	0	4_pert_0	4	0	0	6	0	0	How to mix and pop elements in a stack ?
a	DET	0	4_pert_0	4	0	0	7	0	0	How to mix and pop elements in a stack ?
stack	NOUN	0	4_pert_0	4	0	0	8	0	0	How to mix and pop elements in a stack ?
?	PUNCT	0	4_pert_0	4	0	0	9	0	0	How to mix and pop elements in a stack ?
1	['SCONJ', 'PART', 'VERB', 'CCONJ', 'VERB', 'NOUN', 'ADP', 'DET', 'NOUN', 'PUNCT']	[0, 0, 0, 0, 0, 0, 0, 0, 0, 0]	4_pert_0	4	0	-1	-1	1	2	How to mix and pop elements in a stack ?
How	SCONJ	0	4_pert_1	4	0	0	0	0	0	How to combine and pop elements in a stack ?
to	PART	0	4_pert_1	4	0	0	1	0	0	How to combine and pop elements in a stack ?
combine	VERB	0	4_pert_1	4	0	1	2	0	0	How to combine and pop elements in a stack ?
and	CCONJ	0	4_pert_1	4	0	0	3	0	0	How to combine and pop elements in a stack ?
pop	NOUN	0	4_pert_1	4	0	0	4	0	0	How to combine and pop elements in a stack ?
elements	NOUN	0	4_pert_1	4	0	0	5	0	0	How to combine and pop elements in a stack ?
in	ADP	0	4_pert_1	4	0	0	6	0	0	How to combine and pop elements in a stack ?
a	DET	0	4_pert_1	4	0	0	7	0	0	How to combine and pop elements in a stack ?
stack	NOUN	0	4_pert_1	4	0	0	8	0	0	How to combine and pop elements in a stack ?
?	PUNCT	0	4_pert_1	4	0	0	9	0	0	How to combine and pop elements in a stack ?
2	['SCONJ', 'PART', 'VERB', 'CCONJ', 'NOUN', 'NOUN', 'ADP', 'DET', 'NOUN', 'PUNCT']	[0, 0, 0, 0, 0, 0, 0, 0, 0, 0]	4_pert_1	4	0	-1	-1	1	2	How to combine and pop elements in a stack ?
How	SCONJ	0	4_pert_2	4	0	0	0	0	0	How to throw and pop elements in a stack ?
to	PART	0	4_pert_2	4	0	0	1	0	0	How to throw and pop elements in a stack ?
throw	VERB	0	4_pert_2	4	0	1	2	0	0	How to throw and pop elements in a stack ?
and	CCONJ	0	4_pert_2	4	0	0	3	0	0	How to throw and pop elements in a stack ?
pop	NOUN	0	4_pert_2	4	0	0	4	0	0	How to throw and pop elements in a stack ?
elements	NOUN	0	4_pert_2	4	0	0	5	0	0	How to throw and pop elements in a stack ?
in	ADP	0	4_pert_2	4	0	0	6	0	0	How to throw and pop elements in a stack ?
a	DET	0	4_pert_2	4	0	0	7	0	0	How to throw and pop elements in a stack ?
stack	NOUN	0	4_pert_2	4	0	0	8	0	0	How to throw and pop elements in a stack ?
?	PUNCT	0	4_pert_2	4	0	0	9	0	0	How to throw and pop elements in a stack ?
3	['SCONJ', 'PART', 'VERB', 'CCONJ', 'NOUN', 'NOUN', 'ADP', 'DET', 'NOUN', 'PUNCT']	[0, 0, 0, 0, 0, 0, 0, 0, 0, 0]	4_pert_2	4	0	-1	-1	1	2	How to throw and pop elements in a stack ?
