Token	POS-Tag	OOV	Id	Origem	Classe	Perturbada	Index	__next__	Granularidade	Tipo_Texto	Sentença
How	SCONJ	0	2	2	1	0	0	1	0	1	How to dequeue elements in a queue ?
to	PART	0	2	2	1	0	1	2	0	1	How to dequeue elements in a queue ?
dequeue	VERB	1	2	2	1	1	2	3	0	1	How to dequeue elements in a queue ?
elements	NOUN	0	2	2	1	0	3	4	0	1	How to dequeue elements in a queue ?
in	ADP	0	2	2	1	0	4	5	0	1	How to dequeue elements in a queue ?
a	DET	0	2	2	1	0	5	6	0	1	How to dequeue elements in a queue ?
queue	NOUN	1	2	2	1	0	6	7	0	1	How to dequeue elements in a queue ?
?	PUNCT	0	2	2	1	0	7	8	0	1	How to dequeue elements in a queue ?
0	['SCONJ', 'PART', 'VERB', 'NOUN', 'ADP', 'DET', 'NOUN', 'PUNCT']	[0, 0, 1, 0, 0, 0, 1, 0]	2	2	1	-1	-1		1	3	How to dequeue elements in a queue ?
How	SCONJ	0	2_pert_0	2	0	0	0	10	0	0	How to place elements in a queue ?
to	PART	0	2_pert_0	2	0	0	1	11	0	0	How to place elements in a queue ?
place	VERB	0	2_pert_0	2	0	1	2	12	0	0	How to place elements in a queue ?
elements	NOUN	0	2_pert_0	2	0	0	3	13	0	0	How to place elements in a queue ?
in	ADP	0	2_pert_0	2	0	0	4	14	0	0	How to place elements in a queue ?
a	DET	0	2_pert_0	2	0	0	5	15	0	0	How to place elements in a queue ?
queue	NOUN	1	2_pert_0	2	0	0	6	16	0	0	How to place elements in a queue ?
?	PUNCT	0	2_pert_0	2	0	0	7	17	0	0	How to place elements in a queue ?
1	['SCONJ', 'PART', 'VERB', 'NOUN', 'ADP', 'DET', 'NOUN', 'PUNCT']	[0, 0, 0, 0, 0, 0, 1, 0]	2_pert_0	2	0	-1	-1		1	2	How to place elements in a queue ?
How	SCONJ	0	2_pert_1	2	0	0	0	19	0	0	How to arrange elements in a queue ?
to	PART	0	2_pert_1	2	0	0	1	20	0	0	How to arrange elements in a queue ?
arrange	VERB	0	2_pert_1	2	0	1	2	21	0	0	How to arrange elements in a queue ?
elements	NOUN	0	2_pert_1	2	0	0	3	22	0	0	How to arrange elements in a queue ?
in	ADP	0	2_pert_1	2	0	0	4	23	0	0	How to arrange elements in a queue ?
a	DET	0	2_pert_1	2	0	0	5	24	0	0	How to arrange elements in a queue ?
queue	NOUN	1	2_pert_1	2	0	0	6	25	0	0	How to arrange elements in a queue ?
?	PUNCT	0	2_pert_1	2	0	0	7	26	0	0	How to arrange elements in a queue ?
2	['SCONJ', 'PART', 'VERB', 'NOUN', 'ADP', 'DET', 'NOUN', 'PUNCT']	[0, 0, 0, 0, 0, 0, 1, 0]	2_pert_1	2	0	-1	-1		1	2	How to arrange elements in a queue ?
How	SCONJ	0	2_pert_2	2	0	0	0	28	0	0	How to organize elements in a queue ?
to	PART	0	2_pert_2	2	0	0	1	29	0	0	How to organize elements in a queue ?
organize	VERB	0	2_pert_2	2	0	1	2	30	0	0	How to organize elements in a queue ?
elements	NOUN	0	2_pert_2	2	0	0	3	31	0	0	How to organize elements in a queue ?
in	ADP	0	2_pert_2	2	0	0	4	32	0	0	How to organize elements in a queue ?
a	DET	0	2_pert_2	2	0	0	5	33	0	0	How to organize elements in a queue ?
queue	NOUN	1	2_pert_2	2	0	0	6	34	0	0	How to organize elements in a queue ?
?	PUNCT	0	2_pert_2	2	0	0	7	35	0	0	How to organize elements in a queue ?
3	['SCONJ', 'PART', 'VERB', 'NOUN', 'ADP', 'DET', 'NOUN', 'PUNCT']	[0, 0, 0, 0, 0, 0, 1, 0]	2_pert_2	2	0	-1	-1		1	2	How to organize elements in a queue ?
How	SCONJ	0	2_pert_3	2	0	0	0	37	0	0	How to manage elements in a queue ?
to	PART	0	2_pert_3	2	0	0	1	38	0	0	How to manage elements in a queue ?
manage	VERB	0	2_pert_3	2	0	1	2	39	0	0	How to manage elements in a queue ?
elements	NOUN	0	2_pert_3	2	0	0	3	40	0	0	How to manage elements in a queue ?
