Token	POS-Tag	OOV	Id	Origem	Classe	Perturbada	Index	Granularidade	Tipo_Texto	Sentença
In	ADP	0	20	20	1	0	0	0	1	In a queue does the enqueue operation occur at which end ?
a	DET	0	20	20	1	0	1	0	1	In a queue does the enqueue operation occur at which end ?
queue	NOUN	1	20	20	1	0	2	0	1	In a queue does the enqueue operation occur at which end ?
does	AUX	0	20	20	1	0	3	0	1	In a queue does the enqueue operation occur at which end ?
the	DET	0	20	20	1	0	4	0	1	In a queue does the enqueue operation occur at which end ?
enqueue	NOUN	1	20	20	1	0	5	0	1	In a queue does the enqueue operation occur at which end ?
operation	NOUN	0	20	20	1	0	6	0	1	In a queue does the enqueue operation occur at which end ?
occur	VERB	0	20	20	1	1	7	0	1	In a queue does the enqueue operation occur at which end ?
at	ADP	0	20	20	1	0	8	0	1	In a queue does the enqueue operation occur at which end ?
which	DET	0	20	20	1	0	9	0	1	In a queue does the enqueue operation occur at which end ?
end	NOUN	0	20	20	1	0	10	0	1	In a queue does the enqueue operation occur at which end ?
?	PUNCT	0	20	20	1	0	11	0	1	In a queue does the enqueue operation occur at which end ?
0	['ADP', 'DET', 'NOUN', 'AUX', 'DET', 'NOUN', 'NOUN', 'VERB', 'ADP', 'DET', 'NOUN', 'PUNCT']	[0, 0, 1, 0, 0, 1, 0, 0, 0, 0, 0, 0]	20	20	1	-1	-1	1	3	In a queue does the enqueue operation occur at which end ?
In	ADP	0	20_pert_0	20	0	0	0	0	0	In a queue does the enqueue operation specify at which end ?
a	DET	0	20_pert_0	20	0	0	1	0	0	In a queue does the enqueue operation specify at which end ?
queue	NOUN	1	20_pert_0	20	0	0	2	0	0	In a queue does the enqueue operation specify at which end ?
does	AUX	0	20_pert_0	20	0	0	3	0	0	In a queue does the enqueue operation specify at which end ?
the	DET	0	20_pert_0	20	0	0	4	0	0	In a queue does the enqueue operation specify at which end ?
enqueue	NOUN	1	20_pert_0	20	0	0	5	0	0	In a queue does the enqueue operation specify at which end ?
operation	NOUN	0	20_pert_0	20	0	0	6	0	0	In a queue does the enqueue operation specify at which end ?
specify	NOUN	0	20_pert_0	20	0	1	7	0	0	In a queue does the enqueue operation specify at which end ?
at	ADP	0	20_pert_0	20	0	0	8	0	0	In a queue does the enqueue operation specify at which end ?
which	PRON	0	20_pert_0	20	0	0	9	0	0	In a queue does the enqueue operation specify at which end ?
end	NOUN	0	20_pert_0	20	0	0	10	0	0	In a queue does the enqueue operation specify at which end ?
?	PUNCT	0	20_pert_0	20	0	0	11	0	0	In a queue does the enqueue operation specify at which end ?
1	['ADP', 'DET', 'NOUN', 'AUX', 'DET', 'NOUN', 'NOUN', 'NOUN', 'ADP', 'PRON', 'NOUN', 'PUNCT']	[0, 0, 1, 0, 0, 1, 0, 0, 0, 0, 0, 0]	20_pert_0	20	0	-1	-1	1	2	In a queue does the enqueue operation specify at which end ?
In	ADP	0	20_pert_1	20	0	0	0	0	0	In a queue does the enqueue operation determine at which end ?
a	DET	0	20_pert_1	20	0	0	1	0	0	In a queue does the enqueue operation determine at which end ?
queue	NOUN	1	20_pert_1	20	0	0	2	0	0	In a queue does the enqueue operation determine at which end ?
does	VERB	0	20_pert_1	20	0	0	3	0	0	In a queue does the enqueue operation determine at which end ?
the	DET	0	20_pert_1	20	0	0	4	0	0	In a queue does the enqueue operation determine at which end ?
enqueue	NOUN	1	20_pert_1	20	0	0	5	0	0	In a queue does the enqueue operation determine at which end ?
operation	NOUN	0	20_pert_1	20	0	0	6	0	0	In a queue does the enqueue operation determine at which end ?
determine	NOUN	0	20_pert_1	20	0	1	7	0	0	In a queue does the enqueue operation determine at which end ?
at	ADP	0	20_pert_1	20	0	0	8	0	0	In a queue does the enqueue operation determine at which end ?
which	PRON	0	20_pert_1	20	0	0	9	0	0	In a queue does the enqueue operation determine at which end ?
end	NOUN	0	20_pert_1	20	0	0	10	0	0	In a queue does the enqueue operation determine at which end ?
?	PUNCT	0	20_pert_1	20	0	0	11	0	0	In a queue does the enqueue operation determine at which end ?
2	['ADP', 'DET', 'NOUN', 'VERB', 'DET', 'NOUN', 'NOUN', 'NOUN', 'ADP', 'PRON', 'NOUN', 'PUNCT']	[0, 0, 1, 0, 0, 1, 0, 0, 0, 0, 0, 0]	20_pert_1	20	0	-1	-1	1	2	In a queue does the enqueue operation determine at which end ?
In	ADP	0	20_pert_2	20	0	0	0	0	0	In a queue does the enqueue operation decide at which end ?
a	DET	0	20_pert_2	20	0	0	1	0	0	In a queue does the enqueue operation decide at which end ?
queue	NOUN	1	20_pert_2	20	0	0	2	0	0	In a queue does the enqueue operation decide at which end ?
does	AUX	0	20_pert_2	20	0	0	3	0	0	In a queue does the enqueue operation decide at which end ?
the	DET	0	20_pert_2	20	0	0	4	0	0	In a queue does the enqueue operation decide at which end ?
enqueue	NOUN	1	20_pert_2	20	0	0	5	0	0	In a queue does the enqueue operation decide at which end ?
operation	NOUN	0	20_pert_2	20	0	0	6	0	0	In a queue does the enqueue operation decide at which end ?
decide	NOUN	0	20_pert_2	20	0	1	7	0	0	In a queue does the enqueue operation decide at which end ?
at	ADP	0	20_pert_2	20	0	0	8	0	0	In a queue does the enqueue operation decide at which end ?
which	PRON	0	20_pert_2	20	0	0	9	0	0	In a queue does the enqueue operation decide at which end ?
