Token	POS-Tag	OOV	Id	Origem	Classe	Perturbada	Index	Granularidade	Tipo_Texto	Sentença
How	SCONJ	0	7	7	1	0	0	0	1	How to pop elements from a stack ?
to	PART	0	7	7	1	0	1	0	1	How to pop elements from a stack ?
pop	VERB	0	7	7	1	0	2	0	1	How to pop elements from a stack ?
elements	NOUN	0	7	7	1	0	3	0	1	How to pop elements from a stack ?
from	ADP	0	7	7	1	0	4	0	1	How to pop elements from a stack ?
a	DET	0	7	7	1	0	5	0	1	How to pop elements from a stack ?
stack	NOUN	0	7	7	1	1	6	0	1	How to pop elements from a stack ?
?	PUNCT	0	7	7	1	0	7	0	1	How to pop elements from a stack ?
0	['SCONJ', 'PART', 'VERB', 'NOUN', 'ADP', 'DET', 'NOUN', 'PUNCT']	[0, 0, 0, 0, 0, 0, 0, 0]	7	7	1	-1	-1	1	3	How to pop elements from a stack ?
How	SCONJ	0	7_pert_0	7	0	0	0	0	0	How to pop elements from a queue ?
to	PART	0	7_pert_0	7	0	0	1	0	0	How to pop elements from a queue ?
pop	VERB	0	7_pert_0	7	0	0	2	0	0	How to pop elements from a queue ?
elements	NOUN	0	7_pert_0	7	0	0	3	0	0	How to pop elements from a queue ?
from	ADP	0	7_pert_0	7	0	0	4	0	0	How to pop elements from a queue ?
a	DET	0	7_pert_0	7	0	0	5	0	0	How to pop elements from a queue ?
queue	NOUN	1	7_pert_0	7	0	1	6	0	0	How to pop elements from a queue ?
?	PUNCT	0	7_pert_0	7	0	0	7	0	0	How to pop elements from a queue ?
1	['SCONJ', 'PART', 'VERB', 'NOUN', 'ADP', 'DET', 'NOUN', 'PUNCT']	[0, 0, 0, 0, 0, 0, 1, 0]	7_pert_0	7	0	-1	-1	1	2	How to pop elements from a queue ?
