Token	POS-Tag	OOV	Id	Origem	Classe	Perturbada	Index	__next__	Granularidade	Tipo_Texto	Sentença
How	SCONJ	0	1	1	1	0	0	1	0	1	How to enqueue elements in a queue ?
to	PART	0	1	1	1	0	1	2	0	1	How to enqueue elements in a queue ?
enqueue	VERB	1	1	1	1	0	2	3	0	1	How to enqueue elements in a queue ?
elements	NOUN	0	1	1	1	0	3	4	0	1	How to enqueue elements in a queue ?
in	ADP	0	1	1	1	0	4	5	0	1	How to enqueue elements in a queue ?
a	DET	0	1	1	1	0	5	6	0	1	How to enqueue elements in a queue ?
queue	NOUN	1	1	1	1	1	6	7	0	1	How to enqueue elements in a queue ?
?	PUNCT	0	1	1	1	0	7	8	0	1	How to enqueue elements in a queue ?
0	['SCONJ', 'PART', 'VERB', 'NOUN', 'ADP', 'DET', 'NOUN', 'PUNCT']	[0, 0, 1, 0, 0, 0, 1, 0]	1	1	1	-1	-1		1	3	How to enqueue elements in a queue ?
How	SCONJ	0	1_pert_0	1	0	0	0	10	0	0	How to enqueue elements in a stack ?
to	PART	0	1_pert_0	1	0	0	1	11	0	0	How to enqueue elements in a stack ?
enqueue	VERB	1	1_pert_0	1	0	0	2	12	0	0	How to enqueue elements in a stack ?
elements	NOUN	0	1_pert_0	1	0	0	3	13	0	0	How to enqueue elements in a stack ?
in	ADP	0	1_pert_0	1	0	0	4	14	0	0	How to enqueue elements in a stack ?
a	DET	0	1_pert_0	1	0	0	5	15	0	0	How to enqueue elements in a stack ?
stack	NOUN	0	1_pert_0	1	0	1	6	16	0	0	How to enqueue elements in a stack ?
?	PUNCT	0	1_pert_0	1	0	0	7	17	0	0	How to enqueue elements in a stack ?
1	['SCONJ', 'PART', 'VERB', 'NOUN', 'ADP', 'DET', 'NOUN', 'PUNCT']	[0, 0, 1, 0, 0, 0, 0, 0]	1_pert_0	1	0	-1	-1		1	2	How to enqueue elements in a stack ?
