Token	POS-Tag	OOV	Id	Origem	Classe	Perturbada	Index	__next__	Sentença
How	SCONJ	0	2	2	1	0	0	1	How to dequeue elements in a queue ?
to	PART	0	2	2	1	0	1	2	How to dequeue elements in a queue ?
dequeue	VERB	1	2	2	1	1	2	3	How to dequeue elements in a queue ?
elements	NOUN	0	2	2	1	0	3	4	How to dequeue elements in a queue ?
in	ADP	0	2	2	1	0	4	5	How to dequeue elements in a queue ?
a	DET	0	2	2	1	0	5	6	How to dequeue elements in a queue ?
queue	NOUN	1	2	2	1	0	6	7	How to dequeue elements in a queue ?
?	PUNCT	0	2	2	1	0	7		How to dequeue elements in a queue ?
How	SCONJ	0	2_pert_0	2	0	0	0	9	How to place elements in a queue ?
to	PART	0	2_pert_0	2	0	0	1	10	How to place elements in a queue ?
place	VERB	0	2_pert_0	2	0	1	2	11	How to place elements in a queue ?
elements	NOUN	0	2_pert_0	2	0	0	3	12	How to place elements in a queue ?
in	ADP	0	2_pert_0	2	0	0	4	13	How to place elements in a queue ?
a	DET	0	2_pert_0	2	0	0	5	14	How to place elements in a queue ?
queue	NOUN	1	2_pert_0	2	0	0	6	15	How to place elements in a queue ?
?	PUNCT	0	2_pert_0	2	0	0	7		How to place elements in a queue ?
How	SCONJ	0	2_pert_1	2	0	0	0	17	How to arrange elements in a queue ?
to	PART	0	2_pert_1	2	0	0	1	18	How to arrange elements in a queue ?
arrange	VERB	0	2_pert_1	2	0	1	2	19	How to arrange elements in a queue ?
elements	NOUN	0	2_pert_1	2	0	0	3	20	How to arrange elements in a queue ?
in	ADP	0	2_pert_1	2	0	0	4	21	How to arrange elements in a queue ?
a	DET	0	2_pert_1	2	0	0	5	22	How to arrange elements in a queue ?
queue	NOUN	1	2_pert_1	2	0	0	6	23	How to arrange elements in a queue ?
?	PUNCT	0	2_pert_1	2	0	0	7		How to arrange elements in a queue ?
How	SCONJ	0	2_pert_2	2	0	0	0	25	How to organize elements in a queue ?
to	PART	0	2_pert_2	2	0	0	1	26	How to organize elements in a queue ?
organize	VERB	0	2_pert_2	2	0	1	2	27	How to organize elements in a queue ?
elements	NOUN	0	2_pert_2	2	0	0	3	28	How to organize elements in a queue ?
in	ADP	0	2_pert_2	2	0	0	4	29	How to organize elements in a queue ?
a	DET	0	2_pert_2	2	0	0	5	30	How to organize elements in a queue ?
queue	NOUN	1	2_pert_2	2	0	0	6	31	How to organize elements in a queue ?
?	PUNCT	0	2_pert_2	2	0	0	7		How to organize elements in a queue ?
How	SCONJ	0	2_pert_3	2	0	0	0	33	How to manage elements in a queue ?
to	PART	0	2_pert_3	2	0	0	1	34	How to manage elements in a queue ?
manage	VERB	0	2_pert_3	2	0	1	2	35	How to manage elements in a queue ?
elements	NOUN	0	2_pert_3	2	0	0	3	36	How to manage elements in a queue ?
in	ADP	0	2_pert_3	2	0	0	4	37	How to manage elements in a queue ?
