Token	POS-Tag	OOV	Id	Origem	Classe	Perturbada	Index	__next__	Sentença
How	SCONJ	0	8	8	1	0	0	1	How to pop elements in a stack data structure ?
to	PART	0	8	8	1	0	1	2	How to pop elements in a stack data structure ?
pop	VERB	0	8	8	1	1	2	3	How to pop elements in a stack data structure ?
elements	NOUN	0	8	8	1	0	3	4	How to pop elements in a stack data structure ?
in	ADP	0	8	8	1	0	4	5	How to pop elements in a stack data structure ?
a	DET	0	8	8	1	0	5	6	How to pop elements in a stack data structure ?
stack	NOUN	0	8	8	1	0	6	7	How to pop elements in a stack data structure ?
data	NOUN	0	8	8	1	0	7	8	How to pop elements in a stack data structure ?
structure	NOUN	0	8	8	1	0	8	9	How to pop elements in a stack data structure ?
?	PUNCT	0	8	8	1	0	9		How to pop elements in a stack data structure ?
How	SCONJ	0	8_pert_0	8	0	0	0	11	How to store elements in a stack data structure ?
to	PART	0	8_pert_0	8	0	0	1	12	How to store elements in a stack data structure ?
store	VERB	0	8_pert_0	8	0	1	2	13	How to store elements in a stack data structure ?
elements	NOUN	0	8_pert_0	8	0	0	3	14	How to store elements in a stack data structure ?
in	ADP	0	8_pert_0	8	0	0	4	15	How to store elements in a stack data structure ?
a	DET	0	8_pert_0	8	0	0	5	16	How to store elements in a stack data structure ?
stack	NOUN	0	8_pert_0	8	0	0	6	17	How to store elements in a stack data structure ?
data	NOUN	0	8_pert_0	8	0	0	7	18	How to store elements in a stack data structure ?
structure	NOUN	0	8_pert_0	8	0	0	8	19	How to store elements in a stack data structure ?
?	PUNCT	0	8_pert_0	8	0	0	9		How to store elements in a stack data structure ?
How	SCONJ	0	8_pert_1	8	0	0	0	21	How to organize elements in a stack data structure ?
to	PART	0	8_pert_1	8	0	0	1	22	How to organize elements in a stack data structure ?
organize	VERB	0	8_pert_1	8	0	1	2	23	How to organize elements in a stack data structure ?
elements	NOUN	0	8_pert_1	8	0	0	3	24	How to organize elements in a stack data structure ?
in	ADP	0	8_pert_1	8	0	0	4	25	How to organize elements in a stack data structure ?
a	DET	0	8_pert_1	8	0	0	5	26	How to organize elements in a stack data structure ?
stack	NOUN	0	8_pert_1	8	0	0	6	27	How to organize elements in a stack data structure ?
data	NOUN	0	8_pert_1	8	0	0	7	28	How to organize elements in a stack data structure ?
structure	NOUN	0	8_pert_1	8	0	0	8	29	How to organize elements in a stack data structure ?
?	PUNCT	0	8_pert_1	8	0	0	9		How to organize elements in a stack data structure ?
How	SCONJ	0	8_pert_2	8	0	0	0	31	How to manage elements in a stack data structure ?
to	PART	0	8_pert_2	8	0	0	1	32	How to manage elements in a stack data structure ?
manage	VERB	0	8_pert_2	8	0	1	2	33	How to manage elements in a stack data structure ?
elements	NOUN	0	8_pert_2	8	0	0	3	34	How to manage elements in a stack data structure ?
in	ADP	0	8_pert_2	8	0	0	4	35	How to manage elements in a stack data structure ?
a	DET	0	8_pert_2	8	0	0	5	36	How to manage elements in a stack data structure ?
stack	NOUN	0	8_pert_2	8	0	0	6	37	How to manage elements in a stack data structure ?
data	NOUN	0	8_pert_2	8	0	0	7	38	How to manage elements in a stack data structure ?
structure	NOUN	0	8_pert_2	8	0	0	8	39	How to manage elements in a stack data structure ?
?	PUNCT	0	8_pert_2	8	0	0	9		How to manage elements in a stack data structure ?
How	SCONJ	0	8_pert_3	8	0	0	0	41	How to represent elements in a stack data structure ?
to	PART	0	8_pert_3	8	0	0	1	42	How to represent elements in a stack data structure ?
represent	VERB	0	8_pert_3	8	0	1	2	43	How to represent elements in a stack data structure ?
elements	NOUN	0	8_pert_3	8	0	0	3	44	How to represent elements in a stack data structure ?
in	ADP	0	8_pert_3	8	0	0	4	45	How to represent elements in a stack data structure ?
a	DET	0	8_pert_3	8	0	0	5	46	How to represent elements in a stack data structure ?
stack	NOUN	0	8_pert_3	8	0	0	6	47	How to represent elements in a stack data structure ?
data	NOUN	0	8_pert_3	8	0	0	7	48	How to represent elements in a stack data structure ?
structure	NOUN	0	8_pert_3	8	0	0	8	49	How to represent elements in a stack data structure ?
?	PUNCT	0	8_pert_3	8	0	0	9		How to represent elements in a stack data structure ?
How	SCONJ	0	8_pert_4	8	0	0	0	51	How to define elements in a stack data structure ?
to	PART	0	8_pert_4	8	0	0	1	52	How to define elements in a stack data structure ?
define	VERB	0	8_pert_4	8	0	1	2	53	How to define elements in a stack data structure ?
elements	NOUN	0	8_pert_4	8	0	0	3	54	How to define elements in a stack data structure ?
in	ADP	0	8_pert_4	8	0	0	4	55	How to define elements in a stack data structure ?
a	DET	0	8_pert_4	8	0	0	5	56	How to define elements in a stack data structure ?
stack	NOUN	0	8_pert_4	8	0	0	6	57	How to define elements in a stack data structure ?
data	NOUN	0	8_pert_4	8	0	0	7	58	How to define elements in a stack data structure ?
structure	NOUN	0	8_pert_4	8	0	0	8	59	How to define elements in a stack data structure ?
?	PUNCT	0	8_pert_4	8	0	0	9		How to define elements in a stack data structure ?
How	SCONJ	0	8_pert_5	8	0	0	0	61	How to use elements in a stack data structure ?
to	PART	0	8_pert_5	8	0	0	1	62	How to use elements in a stack data structure ?
use	VERB	0	8_pert_5	8	0	1	2	63	How to use elements in a stack data structure ?
elements	NOUN	0	8_pert_5	8	0	0	3	64	How to use elements in a stack data structure ?
in	ADP	0	8_pert_5	8	0	0	4	65	How to use elements in a stack data structure ?
a	DET	0	8_pert_5	8	0	0	5	66	How to use elements in a stack data structure ?
stack	NOUN	0	8_pert_5	8	0	0	6	67	How to use elements in a stack data structure ?
data	NOUN	0	8_pert_5	8	0	0	7	68	How to use elements in a stack data structure ?
structure	NOUN	0	8_pert_5	8	0	0	8	69	How to use elements in a stack data structure ?
?	PUNCT	0	8_pert_5	8	0	0	9		How to use elements in a stack data structure ?
How	SCONJ	0	8_pert_6	8	0	0	0	71	How to handle elements in a stack data structure ?
to	PART	0	8_pert_6	8	0	0	1	72	How to handle elements in a stack data structure ?
handle	VERB	0	8_pert_6	8	0	1	2	73	How to handle elements in a stack data structure ?
elements	NOUN	0	8_pert_6	8	0	0	3	74	How to handle elements in a stack data structure ?
in	ADP	0	8_pert_6	8	0	0	4	75	How to handle elements in a stack data structure ?
a	DET	0	8_pert_6	8	0	0	5	76	How to handle elements in a stack data structure ?
stack	NOUN	0	8_pert_6	8	0	0	6	77	How to handle elements in a stack data structure ?
data	NOUN	0	8_pert_6	8	0	0	7	78	How to handle elements in a stack data structure ?
structure	NOUN	0	8_pert_6	8	0	0	8	79	How to handle elements in a stack data structure ?
?	PUNCT	0	8_pert_6	8	0	0	9		How to handle elements in a stack data structure ?
