Token	POS-Tag	OOV	Id	Origem	Classe	Perturbada	Index	__next__	Sentença
How	SCONJ	0	18	18	1	0	0	1	How are the operations to enqueue and dequeue elements in a queue implemented ?
are	AUX	0	18	18	1	0	1	2	How are the operations to enqueue and dequeue elements in a queue implemented ?
the	DET	0	18	18	1	0	2	3	How are the operations to enqueue and dequeue elements in a queue implemented ?
operations	NOUN	0	18	18	1	0	3	4	How are the operations to enqueue and dequeue elements in a queue implemented ?
to	PART	0	18	18	1	0	4	5	How are the operations to enqueue and dequeue elements in a queue implemented ?
enqueue	VERB	1	18	18	1	0	5	6	How are the operations to enqueue and dequeue elements in a queue implemented ?
and	CCONJ	0	18	18	1	0	6	7	How are the operations to enqueue and dequeue elements in a queue implemented ?
dequeue	NOUN	1	18	18	1	0	7	8	How are the operations to enqueue and dequeue elements in a queue implemented ?
elements	NOUN	0	18	18	1	0	8	9	How are the operations to enqueue and dequeue elements in a queue implemented ?
in	ADP	0	18	18	1	0	9	10	How are the operations to enqueue and dequeue elements in a queue implemented ?
a	DET	0	18	18	1	0	10	11	How are the operations to enqueue and dequeue elements in a queue implemented ?
queue	NOUN	1	18	18	1	0	11	12	How are the operations to enqueue and dequeue elements in a queue implemented ?
implemented	VERB	0	18	18	1	1	12	13	How are the operations to enqueue and dequeue elements in a queue implemented ?
?	PUNCT	0	18	18	1	0	13		How are the operations to enqueue and dequeue elements in a queue implemented ?
How	SCONJ	0	18_pert_0	18	0	0	0	15	How are the operations to enqueue and dequeue elements in a queue defined ?
are	AUX	0	18_pert_0	18	0	0	1	16	How are the operations to enqueue and dequeue elements in a queue defined ?
the	DET	0	18_pert_0	18	0	0	2	17	How are the operations to enqueue and dequeue elements in a queue defined ?
operations	NOUN	0	18_pert_0	18	0	0	3	18	How are the operations to enqueue and dequeue elements in a queue defined ?
to	PART	0	18_pert_0	18	0	0	4	19	How are the operations to enqueue and dequeue elements in a queue defined ?
enqueue	VERB	1	18_pert_0	18	0	0	5	20	How are the operations to enqueue and dequeue elements in a queue defined ?
and	CCONJ	0	18_pert_0	18	0	0	6	21	How are the operations to enqueue and dequeue elements in a queue defined ?
dequeue	NOUN	1	18_pert_0	18	0	0	7	22	How are the operations to enqueue and dequeue elements in a queue defined ?
elements	NOUN	0	18_pert_0	18	0	0	8	23	How are the operations to enqueue and dequeue elements in a queue defined ?
in	ADP	0	18_pert_0	18	0	0	9	24	How are the operations to enqueue and dequeue elements in a queue defined ?
a	DET	0	18_pert_0	18	0	0	10	25	How are the operations to enqueue and dequeue elements in a queue defined ?
queue	NOUN	1	18_pert_0	18	0	0	11	26	How are the operations to enqueue and dequeue elements in a queue defined ?
defined	VERB	0	18_pert_0	18	0	1	12	27	How are the operations to enqueue and dequeue elements in a queue defined ?
?	PUNCT	0	18_pert_0	18	0	0	13		How are the operations to enqueue and dequeue elements in a queue defined ?
How	SCONJ	0	18_pert_1	18	0	0	0	29	How are the operations to enqueue and dequeue elements in a queue implemented ?
are	AUX	0	18_pert_1	18	0	0	1	30	How are the operations to enqueue and dequeue elements in a queue implemented ?
the	DET	0	18_pert_1	18	0	0	2	31	How are the operations to enqueue and dequeue elements in a queue implemented ?
operations	NOUN	0	18_pert_1	18	0	0	3	32	How are the operations to enqueue and dequeue elements in a queue implemented ?
to	PART	0	18_pert_1	18	0	0	4	33	How are the operations to enqueue and dequeue elements in a queue implemented ?
enqueue	VERB	1	18_pert_1	18	0	0	5	34	How are the operations to enqueue and dequeue elements in a queue implemented ?
and	CCONJ	0	18_pert_1	18	0	0	6	35	How are the operations to enqueue and dequeue elements in a queue implemented ?
dequeue	NOUN	1	18_pert_1	18	0	0	7	36	How are the operations to enqueue and dequeue elements in a queue implemented ?
elements	NOUN	0	18_pert_1	18	0	0	8	37	How are the operations to enqueue and dequeue elements in a queue implemented ?
in	ADP	0	18_pert_1	18	0	0	9	38	How are the operations to enqueue and dequeue elements in a queue implemented ?
a	DET	0	18_pert_1	18	0	0	10	39	How are the operations to enqueue and dequeue elements in a queue implemented ?
queue	NOUN	1	18_pert_1	18	0	0	11	40	How are the operations to enqueue and dequeue elements in a queue implemented ?
implemented	VERB	0	18_pert_1	18	0	1	12	41	How are the operations to enqueue and dequeue elements in a queue implemented ?
?	PUNCT	0	18_pert_1	18	0	0	13		How are the operations to enqueue and dequeue elements in a queue implemented ?
How	SCONJ	0	18_pert_2	18	0	0	0	43	How are the operations to enqueue and dequeue elements in a queue function ?
are	AUX	0	18_pert_2	18	0	0	1	44	How are the operations to enqueue and dequeue elements in a queue function ?
the	DET	0	18_pert_2	18	0	0	2	45	How are the operations to enqueue and dequeue elements in a queue function ?
operations	NOUN	0	18_pert_2	18	0	0	3	46	How are the operations to enqueue and dequeue elements in a queue function ?
to	PART	0	18_pert_2	18	0	0	4	47	How are the operations to enqueue and dequeue elements in a queue function ?
enqueue	VERB	1	18_pert_2	18	0	0	5	48	How are the operations to enqueue and dequeue elements in a queue function ?
and	CCONJ	0	18_pert_2	18	0	0	6	49	How are the operations to enqueue and dequeue elements in a queue function ?
dequeue	NOUN	1	18_pert_2	18	0	0	7	50	How are the operations to enqueue and dequeue elements in a queue function ?
elements	NOUN	0	18_pert_2	18	0	0	8	51	How are the operations to enqueue and dequeue elements in a queue function ?
in	ADP	0	18_pert_2	18	0	0	9	52	How are the operations to enqueue and dequeue elements in a queue function ?
a	DET	0	18_pert_2	18	0	0	10	53	How are the operations to enqueue and dequeue elements in a queue function ?
queue	NOUN	1	18_pert_2	18	0	0	11	54	How are the operations to enqueue and dequeue elements in a queue function ?
function	NOUN	0	18_pert_2	18	0	1	12	55	How are the operations to enqueue and dequeue elements in a queue function ?
?	PUNCT	0	18_pert_2	18	0	0	13		How are the operations to enqueue and dequeue elements in a queue function ?
