Token	POS-Tag	OOV	Id	Origem	Classe	Perturbada	Index	__next__	Granularidade	Tipo_Texto	Sentença
How	SCONJ	0	5728046cff5b5019007d9b05	5728046cff5b5019007d9b05	1	0	0	1	0	1	How are the bit bytes transmitted ?
are	AUX	0	5728046cff5b5019007d9b05	5728046cff5b5019007d9b05	1	0	1	2	0	1	How are the bit bytes transmitted ?
the	DET	0	5728046cff5b5019007d9b05	5728046cff5b5019007d9b05	1	0	2	3	0	1	How are the bit bytes transmitted ?
bit	NOUN	0	5728046cff5b5019007d9b05	5728046cff5b5019007d9b05	1	0	3	4	0	1	How are the bit bytes transmitted ?
bytes	NOUN	1	5728046cff5b5019007d9b05	5728046cff5b5019007d9b05	1	0	4	5	0	1	How are the bit bytes transmitted ?
transmitted	VERB	0	5728046cff5b5019007d9b05	5728046cff5b5019007d9b05	1	1	5	6	0	1	How are the bit bytes transmitted ?
?	PUNCT	0	5728046cff5b5019007d9b05	5728046cff5b5019007d9b05	1	0	6	7	0	1	How are the bit bytes transmitted ?
How are the bit bytes transmitted ?	['SCONJ', 'AUX', 'DET', 'NOUN', 'NOUN', 'VERB', 'PUNCT']	[0, 0, 0, 0, 1, 0, 0]	5728046cff5b5019007d9b05	5728046cff5b5019007d9b05	1	-1	-1		1	3	How are the bit bytes transmitted ?
How	SCONJ	0	5728046cff5b5019007d9b05_pert_0	5728046cff5b5019007d9b05	0	0	0	9	0	0	How are the bit bytes represented ?
are	AUX	0	5728046cff5b5019007d9b05_pert_0	5728046cff5b5019007d9b05	0	0	1	10	0	0	How are the bit bytes represented ?
the	DET	0	5728046cff5b5019007d9b05_pert_0	5728046cff5b5019007d9b05	0	0	2	11	0	0	How are the bit bytes represented ?
bit	NOUN	0	5728046cff5b5019007d9b05_pert_0	5728046cff5b5019007d9b05	0	0	3	12	0	0	How are the bit bytes represented ?
bytes	NOUN	1	5728046cff5b5019007d9b05_pert_0	5728046cff5b5019007d9b05	0	0	4	13	0	0	How are the bit bytes represented ?
represented	VERB	0	5728046cff5b5019007d9b05_pert_0	5728046cff5b5019007d9b05	0	1	5	14	0	0	How are the bit bytes represented ?
?	PUNCT	0	5728046cff5b5019007d9b05_pert_0	5728046cff5b5019007d9b05	0	0	6	15	0	0	How are the bit bytes represented ?
