Token	POS-Tag	OOV	Id	Origem	Classe	Perturbada	Index	__next__	Sentença
What	DET	0	56f799d2a6d7ea1400e17260	56f799d2a6d7ea1400e17260	1	0	0	1	What ships were attacked in 1852 ?
ships	NOUN	0	56f799d2a6d7ea1400e17260	56f799d2a6d7ea1400e17260	1	0	1	2	What ships were attacked in 1852 ?
were	AUX	0	56f799d2a6d7ea1400e17260	56f799d2a6d7ea1400e17260	1	0	2	3	What ships were attacked in 1852 ?
attacked	VERB	0	56f799d2a6d7ea1400e17260	56f799d2a6d7ea1400e17260	1	1	3	4	What ships were attacked in 1852 ?
in	ADP	0	56f799d2a6d7ea1400e17260	56f799d2a6d7ea1400e17260	1	0	4	5	What ships were attacked in 1852 ?
1852	NUM	0	56f799d2a6d7ea1400e17260	56f799d2a6d7ea1400e17260	1	0	5	6	What ships were attacked in 1852 ?
?	PUNCT	0	56f799d2a6d7ea1400e17260	56f799d2a6d7ea1400e17260	1	0	6		What ships were attacked in 1852 ?
What	DET	0	56f799d2a6d7ea1400e17260_pert_0	56f799d2a6d7ea1400e17260	0	0	0	8	What ships were lost in 1852 ?
ships	NOUN	0	56f799d2a6d7ea1400e17260_pert_0	56f799d2a6d7ea1400e17260	0	0	1	9	What ships were lost in 1852 ?
were	AUX	0	56f799d2a6d7ea1400e17260_pert_0	56f799d2a6d7ea1400e17260	0	0	2	10	What ships were lost in 1852 ?
lost	VERB	0	56f799d2a6d7ea1400e17260_pert_0	56f799d2a6d7ea1400e17260	0	1	3	11	What ships were lost in 1852 ?
in	ADP	0	56f799d2a6d7ea1400e17260_pert_0	56f799d2a6d7ea1400e17260	0	0	4	12	What ships were lost in 1852 ?
1852	NUM	0	56f799d2a6d7ea1400e17260_pert_0	56f799d2a6d7ea1400e17260	0	0	5	13	What ships were lost in 1852 ?
?	PUNCT	0	56f799d2a6d7ea1400e17260_pert_0	56f799d2a6d7ea1400e17260	0	0	6		What ships were lost in 1852 ?
What	DET	0	56f799d2a6d7ea1400e17260_pert_1	56f799d2a6d7ea1400e17260	0	0	0	15	What ships were present in 1852 ?
ships	NOUN	0	56f799d2a6d7ea1400e17260_pert_1	56f799d2a6d7ea1400e17260	0	0	1	16	What ships were present in 1852 ?
were	AUX	0	56f799d2a6d7ea1400e17260_pert_1	56f799d2a6d7ea1400e17260	0	0	2	17	What ships were present in 1852 ?
present	ADJ	0	56f799d2a6d7ea1400e17260_pert_1	56f799d2a6d7ea1400e17260	0	1	3	18	What ships were present in 1852 ?
in	ADP	0	56f799d2a6d7ea1400e17260_pert_1	56f799d2a6d7ea1400e17260	0	0	4	19	What ships were present in 1852 ?
1852	NUM	0	56f799d2a6d7ea1400e17260_pert_1	56f799d2a6d7ea1400e17260	0	0	5	20	What ships were present in 1852 ?
