Token	POS-Tag	OOV	Id	Origem	Classe	Perturbada	Index	__next__	Sentença
What	PRON	0	5ad4a8225b96ef001a109d20	5ad4a8225b96ef001a109d20	1	0	0	1	What did the beginnings of class differentiation end ?
did	AUX	0	5ad4a8225b96ef001a109d20	5ad4a8225b96ef001a109d20	1	0	1	2	What did the beginnings of class differentiation end ?
the	DET	0	5ad4a8225b96ef001a109d20	5ad4a8225b96ef001a109d20	1	0	2	3	What did the beginnings of class differentiation end ?
beginnings	NOUN	0	5ad4a8225b96ef001a109d20	5ad4a8225b96ef001a109d20	1	0	3	4	What did the beginnings of class differentiation end ?
of	ADP	0	5ad4a8225b96ef001a109d20	5ad4a8225b96ef001a109d20	1	0	4	5	What did the beginnings of class differentiation end ?
class	NOUN	0	5ad4a8225b96ef001a109d20	5ad4a8225b96ef001a109d20	1	1	5	6	What did the beginnings of class differentiation end ?
differentiation	NOUN	0	5ad4a8225b96ef001a109d20	5ad4a8225b96ef001a109d20	1	0	6	7	What did the beginnings of class differentiation end ?
end	NOUN	0	5ad4a8225b96ef001a109d20	5ad4a8225b96ef001a109d20	1	0	7	8	What did the beginnings of class differentiation end ?
?	PUNCT	0	5ad4a8225b96ef001a109d20	5ad4a8225b96ef001a109d20	1	0	8		What did the beginnings of class differentiation end ?
What	PRON	0	5ad4a8225b96ef001a109d20_pert_0	5ad4a8225b96ef001a109d20	0	0	0	10	What did the beginnings of that differentiation end ?
did	AUX	0	5ad4a8225b96ef001a109d20_pert_0	5ad4a8225b96ef001a109d20	0	0	1	11	What did the beginnings of that differentiation end ?
the	DET	0	5ad4a8225b96ef001a109d20_pert_0	5ad4a8225b96ef001a109d20	0	0	2	12	What did the beginnings of that differentiation end ?
beginnings	NOUN	0	5ad4a8225b96ef001a109d20_pert_0	5ad4a8225b96ef001a109d20	0	0	3	13	What did the beginnings of that differentiation end ?
of	ADP	0	5ad4a8225b96ef001a109d20_pert_0	5ad4a8225b96ef001a109d20	0	0	4	14	What did the beginnings of that differentiation end ?
that	DET	0	5ad4a8225b96ef001a109d20_pert_0	5ad4a8225b96ef001a109d20	0	1	5	15	What did the beginnings of that differentiation end ?
differentiation	NOUN	0	5ad4a8225b96ef001a109d20_pert_0	5ad4a8225b96ef001a109d20	0	0	6	16	What did the beginnings of that differentiation end ?
end	VERB	0	5ad4a8225b96ef001a109d20_pert_0	5ad4a8225b96ef001a109d20	0	0	7	17	What did the beginnings of that differentiation end ?
?	PUNCT	0	5ad4a8225b96ef001a109d20_pert_0	5ad4a8225b96ef001a109d20	0	0	8		What did the beginnings of that differentiation end ?
What	PRON	0	5ad4a8225b96ef001a109d20_pert_1	5ad4a8225b96ef001a109d20	0	0	0	19	What did the beginnings of the differentiation end ?
did	AUX	0	5ad4a8225b96ef001a109d20_pert_1	5ad4a8225b96ef001a109d20	0	0	1	20	What did the beginnings of the differentiation end ?
the	DET	0	5ad4a8225b96ef001a109d20_pert_1	5ad4a8225b96ef001a109d20	0	0	2	21	What did the beginnings of the differentiation end ?
beginnings	NOUN	0	5ad4a8225b96ef001a109d20_pert_1	5ad4a8225b96ef001a109d20	0	0	3	22	What did the beginnings of the differentiation end ?
of	ADP	0	5ad4a8225b96ef001a109d20_pert_1	5ad4a8225b96ef001a109d20	0	0	4	23	What did the beginnings of the differentiation end ?
the	DET	0	5ad4a8225b96ef001a109d20_pert_1	5ad4a8225b96ef001a109d20	0	0	5	24	What did the beginnings of the differentiation end ?
differentiation	NOUN	0	5ad4a8225b96ef001a109d20_pert_1	5ad4a8225b96ef001a109d20	0	0	6	25	What did the beginnings of the differentiation end ?
