Token	POS-Tag	OOV	Id	Origem	Classe	Perturbada	Index	__next__	Granularidade	Tipo_Texto	Sentença
Como	SCONJ	0	1p0	1p0	1	0	0	1	0	1	Como enfileirar elementos em uma pilha ?
enfileirar	VERB	1	1p0	1p0	1	1	1	2	0	1	Como enfileirar elementos em uma pilha ?
elementos	NOUN	0	1p0	1p0	1	0	2	3	0	1	Como enfileirar elementos em uma pilha ?
em	ADP	0	1p0	1p0	1	0	3	4	0	1	Como enfileirar elementos em uma pilha ?
uma	DET	0	1p0	1p0	1	0	4	5	0	1	Como enfileirar elementos em uma pilha ?
pilha	NOUN	0	1p0	1p0	1	0	5	6	0	1	Como enfileirar elementos em uma pilha ?
?	PUNCT	0	1p0	1p0	1	0	6	7	0	1	Como enfileirar elementos em uma pilha ?
0	['SCONJ', 'VERB', 'NOUN', 'ADP', 'DET', 'NOUN', 'PUNCT']	[0, 1, 0, 0, 0, 0, 0]	1p0	1p0	1	-1	-1		1	3	Como enfileirar elementos em uma pilha ?
Como	SCONJ	0	1p0_pert_0	1p0	0	0	0	9	0	0	Como colocar elementos em uma pilha ?
colocar	VERB	0	1p0_pert_0	1p0	0	1	1	10	0	0	Como colocar elementos em uma pilha ?
elementos	NOUN	0	1p0_pert_0	1p0	0	0	2	11	0	0	Como colocar elementos em uma pilha ?
em	ADP	0	1p0_pert_0	1p0	0	0	3	12	0	0	Como colocar elementos em uma pilha ?
uma	DET	0	1p0_pert_0	1p0	0	0	4	13	0	0	Como colocar elementos em uma pilha ?
pilha	NOUN	0	1p0_pert_0	1p0	0	0	5	14	0	0	Como colocar elementos em uma pilha ?
?	PUNCT	0	1p0_pert_0	1p0	0	0	6	15	0	0	Como colocar elementos em uma pilha ?
1	['SCONJ', 'VERB', 'NOUN', 'ADP', 'DET', 'NOUN', 'PUNCT']	[0, 0, 0, 0, 0, 0, 0]	1p0_pert_0	1p0	0	-1	-1		1	2	Como colocar elementos em uma pilha ?
Como	SCONJ	0	1p0_pert_1	1p0	0	0	0	17	0	0	Como adicionar elementos em uma pilha ?
adicionar	VERB	0	1p0_pert_1	1p0	0	1	1	18	0	0	Como adicionar elementos em uma pilha ?
elementos	NOUN	0	1p0_pert_1	1p0	0	0	2	19	0	0	Como adicionar elementos em uma pilha ?
em	ADP	0	1p0_pert_1	1p0	0	0	3	20	0	0	Como adicionar elementos em uma pilha ?
uma	DET	0	1p0_pert_1	1p0	0	0	4	21	0	0	Como adicionar elementos em uma pilha ?
pilha	NOUN	0	1p0_pert_1	1p0	0	0	5	22	0	0	Como adicionar elementos em uma pilha ?
?	PUNCT	0	1p0_pert_1	1p0	0	0	6	23	0	0	Como adicionar elementos em uma pilha ?
2	['SCONJ', 'VERB', 'NOUN', 'ADP', 'DET', 'NOUN', 'PUNCT']	[0, 0, 0, 0, 0, 0, 0]	1p0_pert_1	1p0	0	-1	-1		1	2	Como adicionar elementos em uma pilha ?
Como	SCONJ	0	1p0_pert_2	1p0	0	0	0	25	0	0	Como organizar elementos em uma pilha ?
organizar	VERB	0	1p0_pert_2	1p0	0	1	1	26	0	0	Como organizar elementos em uma pilha ?
elementos	NOUN	0	1p0_pert_2	1p0	0	0	2	27	0	0	Como organizar elementos em uma pilha ?
em	ADP	0	1p0_pert_2	1p0	0	0	3	28	0	0	Como organizar elementos em uma pilha ?
uma	DET	0	1p0_pert_2	1p0	0	0	4	29	0	0	Como organizar elementos em uma pilha ?
pilha	NOUN	0	1p0_pert_2	1p0	0	0	5	30	0	0	Como organizar elementos em uma pilha ?
?	PUNCT	0	1p0_pert_2	1p0	0	0	6	31	0	0	Como organizar elementos em uma pilha ?
3	['SCONJ', 'VERB', 'NOUN', 'ADP', 'DET', 'NOUN', 'PUNCT']	[0, 0, 0, 0, 0, 0, 0]	1p0_pert_2	1p0	0	-1	-1		1	2	Como organizar elementos em uma pilha ?
Como	SCONJ	0	1p0_pert_3	1p0	0	0	0	33	0	0	Como identificar elementos em uma pilha ?
identificar	VERB	0	1p0_pert_3	1p0	0	1	1	34	0	0	Como identificar elementos em uma pilha ?
elementos	NOUN	0	1p0_pert_3	1p0	0	0	2	35	0	0	Como identificar elementos em uma pilha ?
em	ADP	0	1p0_pert_3	1p0	0	0	3	36	0	0	Como identificar elementos em uma pilha ?
uma	DET	0	1p0_pert_3	1p0	0	0	4	37	0	0	Como identificar elementos em uma pilha ?
pilha	NOUN	0	1p0_pert_3	1p0	0	0	5	38	0	0	Como identificar elementos em uma pilha ?
?	PUNCT	0	1p0_pert_3	1p0	0	0	6	39	0	0	Como identificar elementos em uma pilha ?
