Token	POS-Tag	OOV	Id	Origem	Classe	Perturbada	Index	Granularidade	Tipo_Texto	Sentença
Como	ADP	0	7p0	7p0	1	0	0	0	1	Como desempilhar elementos em uma fila ?
desempilhar	NOUN	1	7p0	7p0	1	0	1	0	1	Como desempilhar elementos em uma fila ?
elementos	NOUN	0	7p0	7p0	1	0	2	0	1	Como desempilhar elementos em uma fila ?
em	ADP	0	7p0	7p0	1	0	3	0	1	Como desempilhar elementos em uma fila ?
uma	DET	0	7p0	7p0	1	0	4	0	1	Como desempilhar elementos em uma fila ?
fila	NOUN	1	7p0	7p0	1	1	5	0	1	Como desempilhar elementos em uma fila ?
?	PUNCT	0	7p0	7p0	1	0	6	0	1	Como desempilhar elementos em uma fila ?
0	['ADP', 'NOUN', 'NOUN', 'ADP', 'DET', 'NOUN', 'PUNCT']	[0, 1, 0, 0, 0, 1, 0]	7p0	7p0	1	-1	-1	1	3	Como desempilhar elementos em uma fila ?
Como	ADP	0	7p0_pert_0	7p0	0	0	0	0	0	Como desempilhar elementos em uma imagem ?
desempilhar	NOUN	1	7p0_pert_0	7p0	0	0	1	0	0	Como desempilhar elementos em uma imagem ?
elementos	NOUN	0	7p0_pert_0	7p0	0	0	2	0	0	Como desempilhar elementos em uma imagem ?
em	ADP	0	7p0_pert_0	7p0	0	0	3	0	0	Como desempilhar elementos em uma imagem ?
uma	DET	0	7p0_pert_0	7p0	0	0	4	0	0	Como desempilhar elementos em uma imagem ?
imagem	NOUN	0	7p0_pert_0	7p0	0	1	5	0	0	Como desempilhar elementos em uma imagem ?
?	PUNCT	0	7p0_pert_0	7p0	0	0	6	0	0	Como desempilhar elementos em uma imagem ?
1	['ADP', 'NOUN', 'NOUN', 'ADP', 'DET', 'NOUN', 'PUNCT']	[0, 1, 0, 0, 0, 0, 0]	7p0_pert_0	7p0	0	-1	-1	1	2	Como desempilhar elementos em uma imagem ?
Como	ADP	0	7p0_pert_1	7p0	0	0	0	0	0	Como desempilhar elementos em uma pintura ?
desempilhar	NOUN	1	7p0_pert_1	7p0	0	0	1	0	0	Como desempilhar elementos em uma pintura ?
elementos	NOUN	0	7p0_pert_1	7p0	0	0	2	0	0	Como desempilhar elementos em uma pintura ?
em	ADP	0	7p0_pert_1	7p0	0	0	3	0	0	Como desempilhar elementos em uma pintura ?
uma	DET	0	7p0_pert_1	7p0	0	0	4	0	0	Como desempilhar elementos em uma pintura ?
pintura	NOUN	0	7p0_pert_1	7p0	0	1	5	0	0	Como desempilhar elementos em uma pintura ?
?	PUNCT	0	7p0_pert_1	7p0	0	0	6	0	0	Como desempilhar elementos em uma pintura ?
2	['ADP', 'NOUN', 'NOUN', 'ADP', 'DET', 'NOUN', 'PUNCT']	[0, 1, 0, 0, 0, 0, 0]	7p0_pert_1	7p0	0	-1	-1	1	2	Como desempilhar elementos em uma pintura ?
Como	ADP	0	7p0_pert_2	7p0	0	0	0	0	0	Como desempilhar elementos em uma construção ?
desempilhar	NOUN	1	7p0_pert_2	7p0	0	0	1	0	0	Como desempilhar elementos em uma construção ?
elementos	NOUN	0	7p0_pert_2	7p0	0	0	2	0	0	Como desempilhar elementos em uma construção ?
em	ADP	0	7p0_pert_2	7p0	0	0	3	0	0	Como desempilhar elementos em uma construção ?
uma	DET	0	7p0_pert_2	7p0	0	0	4	0	0	Como desempilhar elementos em uma construção ?
construção	NOUN	0	7p0_pert_2	7p0	0	1	5	0	0	Como desempilhar elementos em uma construção ?
?	PUNCT	0	7p0_pert_2	7p0	0	0	6	0	0	Como desempilhar elementos em uma construção ?
3	['ADP', 'NOUN', 'NOUN', 'ADP', 'DET', 'NOUN', 'PUNCT']	[0, 1, 0, 0, 0, 0, 0]	7p0_pert_2	7p0	0	-1	-1	1	2	Como desempilhar elementos em uma construção ?
Como	ADP	0	7p0_pert_3	7p0	0	0	0	0	0	Como desempilhar elementos em uma composição ?
desempilhar	NOUN	1	7p0_pert_3	7p0	0	0	1	0	0	Como desempilhar elementos em uma composição ?
elementos	NOUN	0	7p0_pert_3	7p0	0	0	2	0	0	Como desempilhar elementos em uma composição ?
em	ADP	0	7p0_pert_3	7p0	0	0	3	0	0	Como desempilhar elementos em uma composição ?
uma	DET	0	7p0_pert_3	7p0	0	0	4	0	0	Como desempilhar elementos em uma composição ?
composição	NOUN	0	7p0_pert_3	7p0	0	1	5	0	0	Como desempilhar elementos em uma composição ?
?	PUNCT	0	7p0_pert_3	7p0	0	0	6	0	0	Como desempilhar elementos em uma composição ?
4	['ADP', 'NOUN', 'NOUN', 'ADP', 'DET', 'NOUN', 'PUNCT']	[0, 1, 0, 0, 0, 0, 0]	7p0_pert_3	7p0	0	-1	-1	1	2	Como desempilhar elementos em uma composição ?
Como	ADP	0	7p0_pert_4	7p0	0	0	0	0	0	Como desempilhar elementos em uma peça ?
desempilhar	NOUN	1	7p0_pert_4	7p0	0	0	1	0	0	Como desempilhar elementos em uma peça ?
elementos	NOUN	0	7p0_pert_4	7p0	0	0	2	0	0	Como desempilhar elementos em uma peça ?
